doid	name
Orphanet:98676	Autosomal recessive isolated optic atrophy
Orphanet:98673	Autosomal dominant optic atrophy, classic form
Orphanet:98619	Rare isolated myopia
Orphanet:98795	Angelman syndrome due to paternal uniparental disomy of chromosome 15
Orphanet:98794	Angelman syndrome due to maternal 15q11q13 deletion
Orphanet:98769	Spinocerebellar ataxia type 15/16
Orphanet:98754	Prader-Willi syndrome due to maternal uniparental disomy of chromosome 15
Orphanet:98434	Hereditary combined deficiency of vitamin K-dependent clotting factors
Orphanet:104077	Myopathic intestinal pseudoobstruction
Orphanet:103918	Tropical pancreatitis
Orphanet:103908	Congenital sodium diarrhea
Orphanet:103909	Diarrhea-vomiting due to trehalase deficiency
Orphanet:102724	Acute myeloid leukemia with t(8;21)(q22;q22) translocation
Orphanet:101351	Familial isolated congenital asplenia
Orphanet:101150	Autosomal recessive dopa-responsive dystonia
Orphanet:101090	Hyper-IgM syndrome type 3
Orphanet:101041	Familial hypofibrinogenemia
Orphanet:101070	Bilateral frontoparietal polymicrogyria
Orphanet:101023	Cleft hard palate
Orphanet:101016	Romano-Ward syndrome
Orphanet:101028	Transaldolase deficiency
Orphanet:100093	Carcinoid syndrome
Orphanet:100924	Porphyria due to ALA dehydratase deficiency
Orphanet:100973	FRAXE intellectual disability
Orphanet:100974	FRAXF syndrome
Orphanet:100976	Bathing suit ichthyosis
Orphanet:100054	Hereditary angioedema type 3
Orphanet:100051	Hereditary angioedema type 2
Orphanet:100057	Renin-angiotensin-aldosterone system-blocker-induced angioedema
Orphanet:100069	Semantic dementia
Orphanet:100070	Progressive non-fluent aphasia
Orphanet:100031	Hypoplastic amelogenesis imperfecta
Orphanet:100033	Hypomaturation amelogenesis imperfecta
Orphanet:100050	Hereditary angioedema type 1
Orphanet:100008	ACys amyloidosis
Orphanet:100006	ABeta amyloidosis, Dutch type
Orphanet:99989	Intermediate DEND syndrome
Orphanet:99971	Well-differentiated liposarcoma
Orphanet:99970	Dedifferentiated liposarcoma
Orphanet:99967	Myxoid/round cell liposarcoma
Orphanet:99966	Atypical teratoid rhabdoid tumor
Orphanet:99961	Benign recurrent intrahepatic cholestasis type 2
Orphanet:99960	Benign recurrent intrahepatic cholestasis type 1
Orphanet:99944	Autosomal dominant Charcot-Marie-Tooth disease type 2K
Orphanet:99916	Malignant Sertoli-Leydig cell tumor of ovary
Orphanet:99914	Gynandroblastoma
Orphanet:99901	Acyl-CoA dehydrogenase 9 deficiency
Orphanet:99900	Long chain acyl-CoA dehydrogenase deficiency
Orphanet:99898	Mendelian susceptibility to mycobacterial diseases due to complete IFNgammaR1 deficiency
Orphanet:99879	Familial isolated hyperparathyroidism
Orphanet:99880	Hyperparathyroidism-jaw tumor syndrome
Orphanet:99875	Ehlers-Danlos syndrome type 7A
Orphanet:99876	Ehlers-Danlos syndrome type 7B
Orphanet:99887	Acute megakaryoblastic leukemia in Down syndrome
Orphanet:99860	Precursor B-cell acute lymphoblastic leukemia
Orphanet:99861	Precursor T-cell acute lymphoblastic leukemia
Orphanet:99872	Hashimoto-Pritzker syndrome
Orphanet:99849	Glycogen storage disease due to muscle beta-enolase deficiency
Orphanet:99845	Genetic recurrent myoglobinuria
Orphanet:99843	Leukocyte adhesion deficiency type II
Orphanet:99853	Ovarioleukodystrophy
Orphanet:99854	Cree leukoencephalopathy
Orphanet:99852	Ravine syndrome
Orphanet:99832	Resistance to thyrotropin-releasing hormone syndrome
Orphanet:99811	Neuronal intestinal pseudoobstruction
Orphanet:99818	Turcot syndrome with polyposis
Orphanet:99819	Familial gestational hyperthyroidism
Orphanet:99796	Subcortical band heterotopia
Orphanet:99802	Hemimegalencephaly
Orphanet:99803	Haddad syndrome
Orphanet:99806	Oculootodental syndrome
Orphanet:99807	PEHO-like syndrome
Orphanet:99810	Familial porencephaly
Orphanet:99789	Dentin dysplasia type I
Orphanet:99791	Dentin dysplasia type II
Orphanet:99763	Familial hyperreninemic hypoaldosteronism type 1
Orphanet:99772	Cleft velum
Orphanet:99771	Bifid uvula
Orphanet:2075	Genito-palato-cardiac syndrome
Orphanet:9	Tetrasomy X
Orphanet:1120	Lung agenesis-heart defect-thumb anomalies syndrome
Orphanet:2124	Cavernous hemangiomas of face-supraumbilical midline raphe syndrome
Orphanet:1642	Distal monosomy 9p
Orphanet:3289	Taurodontism
DOID:14705	Pfeiffer syndrome
Orphanet:1928	Congenital lobar emphysema
Orphanet:2760	OSLAM syndrome
Orphanet:3448	Weaver-Williams syndrome
Orphanet:32	Glutathione synthetase deficiency
Orphanet:1664	Embryonary disorganization syndrome
DOID:2749	Glycogen storage disease due to glucose-6-phosphatase deficiency
DOID:5212	Congenital disorder of glycosylation
Orphanet:75501	Ehlers-Danlos syndrome, fibronectinemic type
Orphanet:3429	Verloove Vanhorick-Brubakk syndrome
Orphanet:140936	Lelis syndrome
Orphanet:79168	Disorder of bile acid synthesis
DOID:9643	Babesiosis
Orphanet:1166	Congenital unilateral hypoplasia of depressor anguli oris
Orphanet:1702	Non-distal trisomy 13q
Orphanet:168491	Late infantile neuronal ceroid lipofuscinosis
Orphanet:1962	Exostoses-anetodermia-brachydactyly type E syndrome
Orphanet:2976	Pseudoleprechaunism syndrome, Patterson type
Orphanet:1435	Choroideremia-deafness-obesity syndrome
Orphanet:1236	Severe microbrachycephaly-intellectual disability-athetoid cerebral palsy syndrome
Orphanet:2663	Nathalie syndrome
Orphanet:69061	Idiopathic steroid-sensitive nephrotic syndrome
DOID:14681	Silver-Russell syndrome
Orphanet:1373	Cataract-aberrant oral frenula-growth delay syndrome
Orphanet:3406	Ulerythema ophryogenesis
Orphanet:284400	Small cell carcinoma of the bladder
DOID:0060127	Gamma-heavy chain disease
Orphanet:261337	Distal 22q11.2 microduplication syndrome
Orphanet:1448	Ring chromosome 6
Orphanet:901	Wells syndrome
Orphanet:85334	X-linked neurodegenerative syndrome, Bertini type
Orphanet:1995	Cleft lip-retinopathy syndrome
Orphanet:1875	Congenital muscular dystrophy-infantile cataract-hypogonadism syndrome
Orphanet:66518	Short fifth metacarpals-insulin resistance syndrome
Orphanet:178382	Congenital vertical talus
Orphanet:261102	Distal 7q11.23 microduplication syndrome
Orphanet:228277	Familial anetoderma
Orphanet:401942	Familial median cleft of the upper and lower lips
Orphanet:79481	Pemphigus foliaceus
DOID:0060566	Holzgreve-Wagner-Rehder syndrome
Orphanet:99776	Mosaic trisomy 9
Orphanet:276608	Adult-onset non-insulinoma persistent hyperinsulinemic hypoglycemia
Orphanet:2141	Diaphragmatic defect-limb deficiency-skull defect syndrome
Orphanet:69736	Bilateral acute depigmentation of the iris
Orphanet:65682	Benign recurrent intrahepatic cholestasis
Orphanet:1035	Encephalopathy due to beta-mercaptolactate-cysteine disulfiduria
Orphanet:2305	Isotretinoin syndrome
DOID:355	Mast cell sarcoma
Orphanet:261204	16p11.2p12.2 microduplication syndrome
Orphanet:85317	X-linked intellectual disability-hypogammaglobulinemia-progressive neurological deterioration syndrome
DOID:8472	Localized scleroderma
Orphanet:46485	Superficial pemphigus
DOID:14323	Marfan syndrome
Orphanet:1527	Craniosynostosis, Philadelphia type
DOID:3559	Pseudomyxoma peritonei
DOID:0060283	Peeling skin syndrome
DOID:0060327	Omphalocele
Orphanet:2983	Disorder of sex development-intellectual disability syndrome
Orphanet:261236	16p13.11 microdeletion syndrome
Orphanet:2139	Hernández-Aguirre Negrete syndrome
Orphanet:444002	11q22.2q22.3 microdeletion syndrome
Orphanet:254351	Distal 7q11.23 microdeletion syndrome
Orphanet:48372	Nodular regenerative hyperplasia of the liver
Orphanet:96061	Mosaic trisomy 8
Orphanet:53715	Familial tumoral calcinosis
DOID:3210	Pelizaeus-Merzbacher disease
Orphanet:42775	PHACE syndrome
Orphanet:1000	Ocular albinism with late-onset sensorineural deafness
Orphanet:314389	Xq12-q13.3 duplication syndrome
Orphanet:2570	Holoprosencephaly-hypokinesia-congenital contractures syndrome
DOID:0060740	Vitamin B12-unresponsive methylmalonic acidemia
Orphanet:1309	Medullary sponge kidney
Orphanet:166113	Bazex syndrome
Orphanet:1703	Mosaic trisomy 14
Orphanet:1381	Cataract-intellectual disability-anal atresia-urinary defects syndrome
DOID:0060738	Junctional epidermolysis bullosa, non-Herlitz type
Orphanet:158025	Hereditary progressive mucinous histiocytosis
Orphanet:3331	Bowed tibiae-radial anomalies-osteopenia-fractures syndrome
Orphanet:2185	Congenital hydrocephalus
DOID:0050150	Pontiac fever
Orphanet:140933	Linear atrophoderma of Moulin
Orphanet:1597	Distal monosomy 17q
Orphanet:1759	Thoraco-abdominal enteric duplication
Orphanet:261524	Paternal uniparental disomy of chromosome X
DOID:6196	Reactive arthritis
Orphanet:63259	Iniencephaly
Orphanet:3085	Retinitis pigmentosa-intellectual disability-deafness-hypogenitalism syndrome
DOID:0060645	Chronic recurrent multifocal osteomyelitis
Orphanet:49804	Lichen amyloidosis
Orphanet:650	LCAT deficiency
Orphanet:2749	Oromandibular-limb hypogenesis syndrome
Orphanet:93352	Spondyloepimetaphyseal dysplasia, Shohat type
Orphanet:1918	Fetal minoxidil syndrome
DOID:3649	Pyruvate dehydrogenase deficiency
Orphanet:2298	Insulin-resistance syndrome type B
Orphanet:251014	2q31.1 microdeletion syndrome
Orphanet:1104	Anophthalmia plus syndrome
Orphanet:2374	Congenital laryngeal web
Orphanet:1318	Campomelia, Cumming type
Orphanet:2522	Microcephaly-cervical spine fusion anomalies syndrome
Orphanet:99330	49,XYYYY syndrome
Orphanet:446	Neonatal hemochromatosis
Orphanet:194	Ocular coloboma
Orphanet:168486	Congenital neuronal ceroid lipofuscinosis
Orphanet:176	Non-rhizomelic chondrodysplasia punctata
Orphanet:2815	Spastic paraparesis-deafness syndrome
Orphanet:1237	Beemer-Ertbruggen syndrome
Orphanet:411777	Generalized eruptive keratoacanthoma
DOID:437	Myasthenia gravis
DOID:8567	Hodgkin lymphoma
Orphanet:1113	Aphalangy-syndactyly-microcephaly syndrome
Orphanet:85170	Mesomelic dysplasia, Savarirayan type
Orphanet:97341	Persistent placoid maculopathy
Orphanet:1812	Ectodermal dysplasia-intellectual disability-central nervous system malformation syndrome
Orphanet:75497	X-linked Ehlers-Danlos syndrome
DOID:3491	Turner syndrome
Orphanet:1940	Shoulder and thorax deformity-congenital heart disease syndrome
Orphanet:2956	Prata-Liberal-Goncalves syndrome
Orphanet:50809	Talo-patello-scaphoid osteolysis
Orphanet:1034	Amniotic bands
Orphanet:94066	Severe intellectual disability-epilepsy-anal anomalies-distal phalangeal hypoplasia
Orphanet:1028	Amelo-onycho-hypohidrotic syndrome
Orphanet:95714	Primary congenital hypothyroidism without thyroid developmental anomaly
Orphanet:1307	Distal limb deficiencies-micrognathia syndrome
Orphanet:85199	Craniosynostosis-anal anomalies-porokeratosis syndrome
Orphanet:1681	Diprosopus
Orphanet:142	Anaplastic thyroid carcinoma
Orphanet:90036	Mixed-type autoimmune hemolytic anemia
Orphanet:1420	Lethal chondrodysplasia, Moerman type
DOID:0060485	Mowat-Wilson syndrome
Orphanet:1910	Fetal iodine syndrome
Orphanet:3169	Sirenomelia
DOID:0060815	X-linked intellectual disability, Miles-Carpenter type
Orphanet:86909	Myoclonic epilepsy of infancy
DOID:11983	Prader-Willi syndrome
Orphanet:1917	Fetal methylmercury syndrome
Orphanet:3173	Infantile spasms-broad thumbs syndrome
Orphanet:69028	Syndrome with brachydactyly
DOID:3652	Leigh syndrome
Orphanet:2456	Familial supernumerary nipples
DOID:3323	Sandhoff disease
Orphanet:3465	Worster-Drought syndrome
Orphanet:3079	Intellectual disability, Buenos-Aires type
Orphanet:2867	Short stature, Brussels type
Orphanet:1877	Muscular dystrophy-white matter spongiosis syndrome
Orphanet:85322	X-linked intellectual disability, Pai type
Orphanet:99874	Adult pulmonary Langerhans cell histiocytosis
Orphanet:3196	Steroid dehydrogenase deficiency-dental anomalies syndrome
Orphanet:2808	Laryngeal abductor paralysis
Orphanet:95501	Congenital central diabetes insipidus
DOID:4959	Dystrophic epidermolysis bullosa
Orphanet:1535	Craniosynostosis-dysmorphism-brachydactyly syndrome
Orphanet:1054	Aneurysm of sinus of Valsalva
Orphanet:226310	Peripheral hypothyroidism
DOID:2962	Cockayne syndrome
DOID:4674	Androgen insensitivity syndrome
Orphanet:2668	Nephropathy-deafness-hyperparathyroidism syndrome
Orphanet:2370	Larsen-like osseous dysplasia-short stature syndrome
DOID:12365	Malaria
DOID:12801	Mucopolysaccharidosis type 3
Orphanet:85174	Pseudodiastrophic dysplasia
DOID:0060400	16p11.2p12.2 microdeletion syndrome
Orphanet:2386	Leukoencephalopathy-palmoplantar keratoderma syndrome
DOID:13366	Stiff person syndrome and related disorders
Orphanet:31824	Colchicine poisoning
Orphanet:99725	Pituitary gigantism
Orphanet:440727	Combined hamartoma of the retina and retinal pigment epithelium
DOID:3192	Benign schwannoma
Orphanet:158003	Xanthoma disseminatum
Orphanet:276413	10q22.3q23.3 microdeletion syndrome
Orphanet:2246	Cerebellar hypoplasia-tapetoretinal degeneration syndrome
DOID:2476	Hereditary spastic paraplegia
Orphanet:228410	Polyvalvular heart disease syndrome
DOID:2776	Adamantinoma
Orphanet:1053	Vein of Galen aneurysm
DOID:1558	Non-histaminic angioedema
DOID:0050880	Koolen-De Vries syndrome
Orphanet:988	Absent tibia-polydactyly syndrome
Orphanet:2863	Short stature-wormian bones-dextrocardia syndrome
Orphanet:1894	Ectrodactyly-spina bifida-cardiopathy syndrome
Orphanet:1892	Ectrodactyly-polydactyly syndrome
Orphanet:2040	Congenital bronchobiliary fistula
Orphanet:168549	Axial spondylometaphyseal dysplasia
DOID:0050468	Yellow nail syndrome
Orphanet:916	Aase-Smith syndrome
Orphanet:1914	Embryofetopathy due to oral anticoagulant therapy
DOID:0060434	17q21.31 microduplication  syndrome
Orphanet:33314	Jessner's lymphocytic infiltration of the skin
Orphanet:1778	Facial dysmorphism-shawl scrotum-joint laxity syndrome
Orphanet:54028	Plummer-Vinson syndrome
Orphanet:420794	Cono-spondylar dysplasia
Orphanet:2835	Pectus excavatum-macrocephaly-dysplastic nails syndrome
Orphanet:1253	Ascher syndrome
DOID:0060890	Cushing syndrome due to ectopic ACTH secretion
DOID:11044	Gastroschisis
DOID:350	Mastocytosis
Orphanet:42642	PFAPA syndrome
Orphanet:35688	Madelung deformity
Orphanet:1240	Metaphyseal acroscyphodysplasia
Orphanet:3181	Sprengel deformity
DOID:6823	Pancreatoblastoma
Orphanet:1396	Cerebro-reno-digital syndrome
Orphanet:65250	Perineural cyst
Orphanet:1067	Aniridia-ptosis-intellectual disability-familial obesity syndrome
Orphanet:2257	Familial primary pulmonary hypoplasia
Orphanet:727	Microscopic polyangiitis
Orphanet:1738	Trisomy 4p
Orphanet:2373	Congenital laryngomalacia
Orphanet:160148	Cap polyposis
Orphanet:525	Lichen planopilaris
Orphanet:163703	Febrile infection-related epilepsy syndrome
DOID:0060028	Good syndrome
Orphanet:1135	Arrhinia-choanal atresia-microphthalmia syndrome
Orphanet:236	Trisomy 9p
Orphanet:195	Cat-eye syndrome
Orphanet:63275	Pemphigoid gestationis
Orphanet:96176	Ring chromosome 13
Orphanet:2878	Phocomelia-ectrodactyly-deafness-sinus arrhythmia syndrome
Orphanet:90646	Deafness-hypogonadism syndrome
DOID:0050690	Brachyolmia
Orphanet:1434	Choroideremia-hypopituitarism syndrome
Orphanet:653	Multiple endocrine neoplasia type 2
Orphanet:1078	Thumb stiffness-brachydactyly-intellectual disability syndrome
Orphanet:3080	Intellectual disability, Wolff type
Orphanet:66625	Cerebro-oculo-nasal syndrome
Orphanet:363705	Craniofaciofrontodigital syndrome
Orphanet:1837	Ulna metaphyseal dysplasia syndrome
Orphanet:91351	Pituitary dermoid and epidermoid cysts
DOID:3132	Porphyria cutanea tarda
Orphanet:1757	Fibular dimelia-diplopodia syndrome
Orphanet:50810	Microlissencephaly-micromelia syndrome
Orphanet:86893	Nodular lymphocyte predominant Hodgkin lymphoma
Orphanet:833	Encephalopathy due to sulfite oxidase deficiency
Orphanet:1911	Cocaine embryofetopathy
Orphanet:85332	X-linked intellectual disability-retinitis pigmentosa syndrome
DOID:0060459	3q29 microduplication
DOID:5572	Beckwith-Wiedemann syndrome
Orphanet:94095	Spondylocostal dysostosis-anal and genitourinary malformations syndrome
Orphanet:1695	Non-distal trisomy 10q
Orphanet:314585	15q overgrowth syndrome
Orphanet:1834	Axial mesodermal dysplasia spectrum
Orphanet:66633	Sensorineural hearing loss-early graying-essential tremor syndrome
DOID:1328	Rift valley fever
Orphanet:50943	Keratolytic winter erythema
Orphanet:977	Adrenomyodystrophy
DOID:0050353	Wound botulism
DOID:9808	Anti-glomerular basement membrane disease
DOID:12918	Buerger disease
Orphanet:228116	Hughes-Stovin syndrome
Orphanet:3225	Hearing loss-familial salivary gland insensitivity to aldosterone syndrome
Orphanet:199267	Infantile digital fibromatosis
Orphanet:83628	PELVIS syndrome
Orphanet:79141	Hereditary painful callosities
DOID:14683	Maxillonasal dysplasia
Orphanet:83453	Vulvovaginal gingival syndrome
DOID:3596	Placental site trophoblastic tumor
Orphanet:1241	Bencze syndrome
Orphanet:2058	Fryns-Smeets-Thiry syndrome
Orphanet:90970	Primary lipodystrophy
Orphanet:983	Testicular regression syndrome
DOID:0080071	Mucolipidosis type III
Orphanet:1182	Spastic ataxia with congenital miosis
DOID:1882	Interatrial communication
Orphanet:2824	Paraplegia-intellectual disability-hyperkeratosis syndrome
Orphanet:93109	Congenital megacalycosis
Orphanet:2130	Hemimelia
Orphanet:2200	Focal palmoplantar and gingival keratoderma
DOID:445	Bartter syndrome
Orphanet:70476	Vernal keratoconjunctivitis
Orphanet:3233	Cochleosaccular degeneration-cataract syndrome
DOID:4916	Pituitary carcinoma
DOID:3320	Tay-Sachs disease
Orphanet:2579	Muscular atrophy-ataxia-retinitis pigmentosa-diabetes mellitus syndrome
Orphanet:1779	Dysmorphism-cleft palate-loose skin syndrome
DOID:0060851	Pemphigus vulgaris
DOID:0060425	8q21.11 microdeletion syndrome
Orphanet:250	Frontonasal dysplasia
Orphanet:56425	Cold agglutinin disease
Orphanet:946	Acrocephalosyndactyly
Orphanet:2679	Infantile axonal neuropathy
Orphanet:98299	Ichthyosis associated with a nucleotide excision repair anomaly
DOID:2426	Gangliocytoma
Orphanet:3374	Triopia
DOID:0060383	Acrofacial dysostosis, Rodríguez type
DOID:12697	Locked-in syndrome
Orphanet:1839	Hereditary mucoepithelial dysplasia
Orphanet:1590	Distal monosomy 13q
Orphanet:231230	Beta-thalassemia associated with another hemoglobin anomaly
DOID:12721	Multiple epiphyseal dysplasia
Orphanet:3360	Trichodermal syndrome-intellectual disability syndrome
Orphanet:114	Auriculoosteodysplasia
Orphanet:330001	Wild type ATTR amyloidosis
Orphanet:251623	Pituicytoma
Orphanet:3130	Satoyoshi syndrome
Orphanet:1406	Charlie M syndrome
DOID:678	Progressive supranuclear palsy
DOID:5574	VIPoma
Orphanet:3283	His bundle tachycardia
Orphanet:1883	Ectodermal dysplasia-sensorineural deafness syndrome
Orphanet:2097	Grant syndrome
Orphanet:1752	Trisomy 8q
Orphanet:1784	Acro-fronto-facio-nasal dysostosis
DOID:4914	Adenocarcinoma of esophagus
Orphanet:1094	Anonychia-microcephaly syndrome
Orphanet:100024	Mu-heavy chain disease
DOID:3928	Adiposis dolorosa
Orphanet:1636	Distal monosomy 7q36
Orphanet:2081	Cerebral gigantism-jaw cysts syndrome
Orphanet:1948	Epilepsy-microcephaly-skeletal dysplasia syndrome
Orphanet:1514	Craniodigital syndrome-intellectual disability syndrome
Orphanet:2973	46,XX disorder of sex development-anorectal anomalies syndrome
DOID:4765	Pulmonary blastoma
Orphanet:2076	X-linked intellectual disability-epilepsy syndrome
Orphanet:50817	Duane anomaly-myopathy-scoliosis syndrome
Orphanet:2793	Otoonychoperoneal syndrome
Orphanet:2431	Central bilateral macrogyria
DOID:8505	Dermatitis herpetiformis
Orphanet:761	Immunoglobulin A vasculitis
Orphanet:90362	Primary intestinal lymphangiectasia
Orphanet:3121	Ruvalcaba syndrome
Orphanet:250999	1q41q42 microdeletion syndrome
Orphanet:2346	Angioosteohypertrophic syndrome
Orphanet:1806	Ectodermal dysplasia-blindness syndrome
Orphanet:79238	Galactose epimerase deficiency
DOID:0060813	X-linked intellectual disability, Shrimpton type
Orphanet:1390	Night blindness-skeletal anomalies-dysmorphism syndrome
DOID:9258	Waardenburg syndrome
Orphanet:49	Penile agenesis
Orphanet:592	Macrophagic myofasciitis
Orphanet:1326	Camptodactyly syndrome, Guadalajara type 2
Orphanet:255	Dopa-responsive dystonia
Orphanet:1657	Dermatoosteolysis, Kirghizian type
Orphanet:229717	Isolated agammaglobulinemia
Orphanet:3207	White matter hypoplasia-corpus callosum agenesis-intellectual disability syndrome
Orphanet:949	Acrocraniofacial dysostosis
Orphanet:98296	Ichthyosis associated with a cornified cell envelope and epidermal lipid metabolism anomaly
DOID:0060870	Non-acquired isolated growth hormone deficiency
DOID:0060826	X-linked intellectual disability, Shashi type
Orphanet:1006	Alopecia antibody deficiency
Orphanet:1707	Distal trisomy 15q
Orphanet:52047	Braddock syndrome
DOID:3413	Alpha-mannosidosis
Orphanet:95707	Isolated micropenis
Orphanet:3090	Congenital pulmonary venous return anomaly
Orphanet:1314	Symmetrical thalamic calcifications
Orphanet:93389	Brachydactyly type A5
Orphanet:2016	Cleft palate-lateral synechia syndrome
Orphanet:1968	Flat face-microstomia-ear anomaly syndrome
Orphanet:939	3-hydroxyisobutyric aciduria
Orphanet:1327	Camptodactyly syndrome, Guadalajara type 1
Orphanet:1516	Craniofacial dyssynostosis
DOID:0060347	Acrorenal syndrome
Orphanet:3082	Intellectual disability-polydactyly-uncombable hair syndrome
Orphanet:636	Neurofibromatosis type 1
Orphanet:3176	Spina bifida-hypospadias syndrome
DOID:0060688	Cerebral arteriovenous malformation
Orphanet:945	Acalvaria
Orphanet:75325	Osteosclerosis-ichthyosis-premature ovarian failure syndrome
DOID:0060216	Cogan syndrome
Orphanet:77243	Lipedema
Orphanet:217	Isolated Dandy-Walker malformation
Orphanet:73224	Tubular renal disease-cardiomyopathy syndrome
DOID:0110211	X-linked Charcot-Marie-Tooth disease type 3
DOID:3805	Porokeratosis
Orphanet:2310	Absence deformity of leg-cataract syndrome
Orphanet:1355	Congenital heart defect-round face-developmental delay syndrome
Orphanet:79480	Pemphigus erythematosus
Orphanet:2611	Linear verrucous nevus syndrome
Orphanet:63455	Paraneoplastic pemphigus
Orphanet:79132	Sparse hair-short stature-skin anomalies syndrome
Orphanet:64755	Becker nevus syndrome
Orphanet:2019	Femur-fibula-ulna complex
Orphanet:1867	Bullous dystrophy, macular type
Orphanet:73246	Visceral neuropathy-brain anomalies-facial dysmorphism-developmental delay syndrome
Orphanet:284180	Xp22.13p22.2 duplication syndrome
Orphanet:2875	Phakomatosis pigmentovascularis
Orphanet:2633	Mesomelic dwarfism, Nievergelt type
Orphanet:314473	Ovarian fibroma
Orphanet:409	Hyperkeratosis lenticularis perstans
Orphanet:79361	Inherited epidermolysis bullosa
Orphanet:1319	Camptobrachydactyly
DOID:0110734	Neurodegeneration with brain iron accumulation
Orphanet:2964	Autosomal dominant prognathism
Orphanet:1202	Larynx atresia
DOID:0060362	Acrokeratoelastoidosis of Costa
Orphanet:221054	Acrocephalopolydactyly
Orphanet:1577	Infantile thalamic degeneration
Orphanet:85336	X-linked neurodegenerative syndrome, Hamel type
Orphanet:1228	Banki syndrome
Orphanet:35125	Epidermal nevus syndrome
Orphanet:1192	Atherosclerosis-deafness-diabetes-epilepsy-nephropathy syndrome
Orphanet:90790	Congenital lipoid adrenal hyperplasia due to STAR deficency
DOID:2732	Rothmund-Thomson syndrome
Orphanet:261304	Paternal 20q13.2q13.3 microdeletion syndrome
Orphanet:2047	Flynn-Aird syndrome
Orphanet:1876	Oculogastrointestinal muscular dystrophy
Orphanet:3305	Tetraploidy
DOID:0050665	Fetal alcohol syndrome
Orphanet:137867	Madras motor neuron disease
Orphanet:1861	Thoracic dysplasia-hydrocephalus syndrome
Orphanet:166277	Wormian bone-multiple fractures-dentinogenesis imperfecta-skeletal dysplasia
Orphanet:11	Pentasomy X
Orphanet:755	Leydig cell hypoplasia
Orphanet:54251	Corticosteroid-sensitive aseptic abscess syndrome
Orphanet:91354	Pituitary deficiency due to empty sella turcica syndrome
Orphanet:1325	Camptodactyly-taurinuria syndrome
Orphanet:97280	Glucagonoma
Orphanet:163934	Atopic keratoconjunctivitis
Orphanet:1795	Peripheral dysostosis
Orphanet:71276	Silent sinus syndrome
DOID:0050699	Dent disease
Orphanet:1185	Spinocerebellar ataxia-dysmorphism syndrome
Orphanet:2528	Microcephaly-microcornea syndrome, Seemanova type
DOID:12661	Dental ankylosis
Orphanet:404	Familial hyperaldosteronism type II
Orphanet:1055	Fetal left ventricular aneurysm
DOID:3578	Gonadoblastoma
Orphanet:2489	Upper limb defect-eye and ear abnormalities syndrome
Orphanet:1816	Ectodermal dysplasia, Berlin type
DOID:0050764	X-linked intellectual disability, Armfield type
DOID:0060427	Monosomy Xp21
Orphanet:2095	Gorlin-Chaudhry-Moss syndrome
Orphanet:238769	1q44 microdeletion syndrome
DOID:876	Pyomyositis
Orphanet:157997	Benign cephalic histiocytosis
Orphanet:2325	Epidermolysis bullosa simplex with anodontia/hypodontia
DOID:11729	Lyme disease
Orphanet:261311	20q13.33 microdeletion syndrome
DOID:3665	Diffuse cutaneous mastocytosis
Orphanet:2523	Microcephaly-brain defect-spasticity-hypernatremia syndrome
Orphanet:199310	Tetragametic chimerism
Orphanet:306498	PTEN hamartoma tumor syndrome
Orphanet:3419	Van Regemorter-Pierquin-Vamos syndrome
Orphanet:1951	Epilepsy-telangiectasia syndrome
Orphanet:2232	Primary hypergonadotropic hypogonadism-partial alopecia syndrome
DOID:1129	Pituitary apoplexy
Orphanet:140976	RHYNS syndrome
Orphanet:228396	Ptosis-upper ocular movement limitation-absence of lacrimal punctum syndrome
Orphanet:1647	Oculocerebrocutaneous syndrome
Orphanet:59315	Rhombencephalosynapsis
Orphanet:2846	Congenital pericardium anomaly
Orphanet:2010	Cleft palate-stapes fixation-oligodontia syndrome
Orphanet:1389	Cortical blindness-intellectual disability-polydactyly syndrome
Orphanet:168555	Spondylometaphyseal dysplasia, A4 type
Orphanet:2338	Isolated punctate palmoplantar keratoderma
Orphanet:1116	Aplasia cutis congenita-intestinal lymphangiectasia syndrome
DOID:5684	SPONASTRIME dysplasia
Orphanet:2256	Fibulo-ulnar hypoplasia-renal anomalies syndrome
Orphanet:1818	Ectodermal dysplasia, trichoodontoonychial type
Orphanet:69063	Congenital membranous nephropathy due to maternal anti-neutral endopeptidase alloimmunization
Orphanet:922	Familial nasal acilia
DOID:1664	Pineoblastoma
Orphanet:369950	Intellectual disability-seizures-macrocephaly-obesity syndrome
Orphanet:838	Susac syndrome
Orphanet:75378	Oligocone trichromacy
Orphanet:199299	Late-onset isolated ACTH deficiency
Orphanet:2601	Myopathy-growth delay-intellectual disability-hypospadias syndrome
DOID:4028	Angioma serpiginosum
Orphanet:1167	Facial asymmetry-temporal seizures syndrome
Orphanet:457059	Pseudohypoparathyroidism with Albright hereditary osteodystrophy
Orphanet:86918	Diffuse palmoplantar keratoderma-acrocyanosis syndrome
Orphanet:1352	Atrioventricular defect-blepharophimosis-radial and anal defect syndrome
Orphanet:1208	Pulmonary atresia-intact ventricular septum syndrome
Orphanet:166272	Odontochondrodysplasia
Orphanet:733	Familial adenomatous polyposis
DOID:5773	Oral submucous fibrosis
Orphanet:3353	Trichodermodysplasia-dental alterations syndrome
Orphanet:1409	Woolly hair-hypotrichosis-everted lower lip-outstanding ears syndrome
Orphanet:2048	Foix-Chavany-Marie syndrome
Orphanet:279947	Postorgasmic illness syndrome
