long_drug,cas_no,db_name,dbid,ind,doid,ind_type,long_ind
Porfimer sodium,87806-31-3,Porfimer,DB00707,Barrett's esophagus,doid:9206,original,"1. Palliation of patients with completely obstructing esophageal cancer, or of patients with partially obstructing esophageal cancer who, in the opinion of their physician, cannot be satisfactorily treated with Nd:YAG laser therapy.  2. Reduction of obstruction and palliation of symptoms in patients with completely or partially obstructing endobronchial non-small-cell lung cancer (NSCLC). 3. Treatment of microinvasive endobronchial NSCLC in patients for whom surgery and radiotherapy are not indicated.  4. Ablation of high-grade dysplasia in Barrett_s esophagus patients who do not undergo esophagectomy."
Porfimer sodium,87806-31-3,Porfimer,DB00707,bladder urothelial carcinoma,doid:4006,repositioned,For the photodynamic therapy of patients with transitional cell carcinoma in situ of the urinary bladder.
Porfimer sodium,87806-31-3,Porfimer,DB00707,bile duct cancer,doid:4606,repositioned,Treatment of cholangiocarcinoma
Pralatrexate,146464-95-1,Pralatrexate,DB06813,cutaneous T cell lymphoma,doid:0060061,original,Treatment of patients with relapsed or refractory peripheral T-cell lymphoma.
Pralatrexate,146464-95-1,Pralatrexate,DB06813,bladder urothelial carcinoma,doid:4006,repositioned,Treatment of advanced or metastatic transitional cell carcinoma of the urinary bladder
Pralatrexate,146464-95-1,Pralatrexate,DB06813,diffuse large B-cell lymphoma,doid:0050745,repositioned,Treatment of diffuse large B-cell lymphoma
Pralatrexate,146464-95-1,Pralatrexate,DB06813,follicular lymphoma,doid:0050873,repositioned,Treatment of follicular lymphoma
Pramipexole ,104632-26-0,Pramipexole,DB00413,Parkinson's disease,doid:14330,original,1. the treatment of the signs and symptoms of idiopathic Parkinson's disease. 2. the treatment of moderate-to-severe primary Restless Legs Syndrome.
Pramipexole ,104632-26-0,Pramipexole,DB00413,restless legs syndrome,doid:0050425,original,1. the treatment of the signs and symptoms of idiopathic Parkinson's disease. 2. the treatment of moderate-to-severe primary Restless Legs Syndrome.
Pramipexole ,104632-26-0,Pramipexole,DB00413,Gilles de la Tourette syndrome,doid:11119,repositioned,Treatment of Tourette's syndrome in pediatric patients
Praziquantel,55268-74-1,Praziquantel,DB01058,schistosomiasis,doid:1395,original,"Treatment of infections due to: all species of schistosoma (e.g. Schistosoma mekongi, Schistosoma japonicum, Schistosoma mansoni and Schistosoma hematobium), and infections due to the liver flukes, Clonorchis sinensis/ Opisthorchis viverrini (approval of this indication was based on studies in which the two species were not differentiated)."
Praziquantel,55268-74-1,Praziquantel,DB01058,clonorchiasis,doid:13767,original,"Treatment of infections due to: all species of schistosoma (e.g. Schistosoma mekongi, Schistosoma japonicum, Schistosoma mansoni and Schistosoma hematobium), and infections due to the liver flukes, Clonorchis sinensis/ Opisthorchis viverrini (approval of this indication was based on studies in which the two species were not differentiated)."
Praziquantel,55268-74-1,Praziquantel,DB01058,opisthorchiasis,doid:13768,original,"Treatment of infections due to: all species of schistosoma (e.g. Schistosoma mekongi, Schistosoma japonicum, Schistosoma mansoni and Schistosoma hematobium), and infections due to the liver flukes, Clonorchis sinensis/ Opisthorchis viverrini (approval of this indication was based on studies in which the two species were not differentiated)."
Praziquantel,55268-74-1,Praziquantel,DB01058,cysticercosis,doid:10079,repositioned,Treatment of neurocysticercosis.
Primaquine phosphate,90-34-6,Primaquine,DB01087,Plasmodium vivax malaria,doid:12978,original,For the radical cure (prevention of relapse) of vivax malaria.
Primaquine phosphate,90-34-6,Primaquine,DB01087,pneumocystosis,doid:11339,repositioned,For use in combination with clindamycin hydrochloride in the treatment of Pneumocystis carinii pneumonia associated with AIDS.
Procarbazine hydrochloride,671-16-9,Procarbazine,DB01168,Hodgkin's lymphoma,doid:8567,original,"Matulane is indicated for use in combination with other anticancer drugs for the treatment of Stage III and IV Hodgkin's disease. Matulane is used as part of the MOPP (nitrogen mustard, vincristine, procarbazine, prednisone) regimen."
Procarbazine hydrochloride,671-16-9,Procarbazine,DB01168,malignant glioma,doid:3070,repositioned,Treatment of malignant glioma 
Progesterone,57-83-0,Progesterone,DB00396,amenorrhea,doid:13938,original,"Progesterone injection solution is indicated in amenorrhea and abnormal uterine bleeding due to hormonal imbalance in the absence of organic pathology, such as submucous fibroids or uterine cancer."
Progesterone,57-83-0,Progesterone,DB00396,infertility,doid:5223,original,Progesterone tablet is indicated to support embryo implantation and early pregnancy by supplementation of corpus luteal function as part of an Assisted Reproductive Technology treatment program for infertile women.
Progesterone,57-83-0,Progesterone,DB00396,endometrial hyperplasia,,original,Prometrium (progesterone)  capsule is indicated for use in the prevention of endometrial hyperplasia in nonhysterectomized postmenopausal women who are receiving conjugated estrogens tablets. They are also indicated for use in secondary amenorrhea.
Progesterone,57-83-0,Progesterone,DB00396,infertility,doid:5223,repositioned,Establishment and maintenance of pregnancy in women undergoing in vitro fertilization or embryo transfer procedures.
Progesterone,57-83-0,Progesterone,DB00396,traumatic brain injury,,repositioned,For early intervention in the treatment of moderate to severe closed-head traumatic brain injury
Propranolol,525-66-6,Propranolol,DB00571,hypertension,doid:10763,original,1. Management of hypertension.  2. Decrease angina frequency and increase exercise tolerance in patients with angina pectoris.  3. Control ventricular rate in patients with atrial fibrillation and a rapid ventricular response.  4. Reduce cardiovascular mortality in patients who have survived the acute phase of myocardial infarction and are clinically stable.  5. Prophylaxis of common migraine headache.   6. Management of familial or hereditary essential tremor.  7. Improves NYHA functional class in symptomatic patients with hypertrophic subaortic stenosis.  8. As an adjunct to alpha-adrenergic blockade to control blood pressure and reduce symptoms of catecholamine-secreting tumors
Propranolol,525-66-6,Propranolol,DB00571,intermediate coronary syndrome,doid:8805,original,1. Management of hypertension.  2. Decrease angina frequency and increase exercise tolerance in patients with angina pectoris.  3. Control ventricular rate in patients with atrial fibrillation and a rapid ventricular response.  4. Reduce cardiovascular mortality in patients who have survived the acute phase of myocardial infarction and are clinically stable.  5. Prophylaxis of common migraine headache.   6. Management of familial or hereditary essential tremor.  7. Improves NYHA functional class in symptomatic patients with hypertrophic subaortic stenosis.  8. As an adjunct to alpha-adrenergic blockade to control blood pressure and reduce symptoms of catecholamine-secreting tumors
Propranolol,525-66-6,Propranolol,DB00571,atrial fibrillation,doid:0060224,original,1. Management of hypertension.  2. Decrease angina frequency and increase exercise tolerance in patients with angina pectoris.  3. Control ventricular rate in patients with atrial fibrillation and a rapid ventricular response.  4. Reduce cardiovascular mortality in patients who have survived the acute phase of myocardial infarction and are clinically stable.  5. Prophylaxis of common migraine headache.   6. Management of familial or hereditary essential tremor.  7. Improves NYHA functional class in symptomatic patients with hypertrophic subaortic stenosis.  8. As an adjunct to alpha-adrenergic blockade to control blood pressure and reduce symptoms of catecholamine-secreting tumors
Propranolol,525-66-6,Propranolol,DB00571,migraine,doid:6364,original,1. Management of hypertension.  2. Decrease angina frequency and increase exercise tolerance in patients with angina pectoris.  3. Control ventricular rate in patients with atrial fibrillation and a rapid ventricular response.  4. Reduce cardiovascular mortality in patients who have survived the acute phase of myocardial infarction and are clinically stable.  5. Prophylaxis of common migraine headache.   6. Management of familial or hereditary essential tremor.  7. Improves NYHA functional class in symptomatic patients with hypertrophic subaortic stenosis.  8. As an adjunct to alpha-adrenergic blockade to control blood pressure and reduce symptoms of catecholamine-secreting tumors
Propranolol,525-66-6,Propranolol,DB00571,essential tremor,doid:4990,original,1. Management of hypertension.  2. Decrease angina frequency and increase exercise tolerance in patients with angina pectoris.  3. Control ventricular rate in patients with atrial fibrillation and a rapid ventricular response.  4. Reduce cardiovascular mortality in patients who have survived the acute phase of myocardial infarction and are clinically stable.  5. Prophylaxis of common migraine headache.   6. Management of familial or hereditary essential tremor.  7. Improves NYHA functional class in symptomatic patients with hypertrophic subaortic stenosis.  8. As an adjunct to alpha-adrenergic blockade to control blood pressure and reduce symptoms of catecholamine-secreting tumors
Propranolol,525-66-6,Propranolol,DB00571,hypertrophic cardiomyopathy,doid:11984,original,1. Management of hypertension.  2. Decrease angina frequency and increase exercise tolerance in patients with angina pectoris.  3. Control ventricular rate in patients with atrial fibrillation and a rapid ventricular response.  4. Reduce cardiovascular mortality in patients who have survived the acute phase of myocardial infarction and are clinically stable.  5. Prophylaxis of common migraine headache.   6. Management of familial or hereditary essential tremor.  7. Improves NYHA functional class in symptomatic patients with hypertrophic subaortic stenosis.  8. As an adjunct to alpha-adrenergic blockade to control blood pressure and reduce symptoms of catecholamine-secreting tumors
Propranolol,525-66-6,Propranolol,DB00571,proliferating infantile hemangiomas,,repositioned,Treatment of proliferating infantile hemangiomas requiring systemic therapy 
Protein C concentrate,,,,vein disease,doid:866,original,Ceprotin is indicated for patients with severe congenital Protein C deficiency for the prevention and treatment of venous thrombosis and purpura fulminans
Protein C concentrate,,,,purpura fulminans,doid:0060538,original,Ceprotin is indicated for patients with severe congenital Protein C deficiency for the prevention and treatment of venous thrombosis and purpura fulminans
Protein C concentrate,,,,purpura fulminans,doid:0060538,repositioned,For use in the prevention and treatment of purpura fulminans in meningococcemia.
Protirelin,24305-27-9,Protirelin,DB09421,**diagnostic agent**,,original,"1. As an adjunctive agent in the diagnostic assessment of thyroid function.  2. As an adjunct to evaluate the effectiveness of thyrotropin suppression with a particular dose of T4 in patients with nodular or diffuse goiter. 3.  Adjunctively, for adjustment of thyroid hormone dosage given to patients with primary hypothyroidism."
Protirelin,24305-27-9,Protirelin,DB09421,newborn respiratory distress syndrome,doid:12716,repositioned,Prevention of infant respiratory distress syndrome associated with prematurity.
Protirelin,24305-27-9,Protirelin,DB09421,amyotrophic lateral sclerosis,doid:332,repositioned,Treatment of amyothrophic lateral sclerosis.
Quinine sulfate,130-95-0,Quinine,DB00468,Plasmodium falciparum malaria,doid:14067,original,Treatment of uncomplicated Plasmodium falciparum malaria 
Quinine sulfate,130-95-0,Quinine,DB00468,malaria,doid:12365,repositioned,Treatment of malaria excluding Plasmodium faliparum
Rabbit anti-human thymocyte globulin (rATG),,Anti-thymocyte Globulin (Rabbit),DB00098,Transplant Rejection,,original,Treatment of renal transplant acute rejection in conjunction with concomitant immunosuppression.
Rabbit anti-human thymocyte globulin (rATG),,Anti-thymocyte Globulin (Rabbit),DB00098,Transplant Rejection,,repositioned,Induction treatment to prevent rejection and to minimize maintenance immunosupression in pediatric liver transplant recipients.
Rabbit anti-human thymocyte globulin (rATG),,Anti-thymocyte Globulin (Rabbit),DB00098,myelodysplastic syndrome,doid:0050908,repositioned,Treatment of myelodysplastic syndrome.
Raloxifene,84449-90-1,Raloxifene,DB00481,breast cancer,doid:1612,original,Breast and prostate cancer
Raloxifene,84449-90-1,Raloxifene,DB00481,prostate cancer,doid:10283,,Breast and prostate cancer
Raloxifene,84449-90-1,Raloxifene,DB00481,osteoporosis,doid:11476,repositioned,Osteoporosis
Rapamycin (mTOR) inhibitor,53123-88-9,Sirolimus,DB00877,Transplant Rejection,,original,Sirolimus is an immunosuppressive agent indicated for the prophylaxis of organ rejection in patients aged _13 years receiving renal transplants.
Rapamycin (mTOR) inhibitor,53123-88-9,Sirolimus,DB00877,tuberous sclerosis complex,,repositioned,Treatment of tuberous sclerosis complex.
Recombinant human C1 inhibitor,,C1 Esterase Inhibitor (Human),DB06404,angioedema,doid:1558,original,Berinert is a plasma-derived C1 Esterase Inhibitor (Human) indicated for the treatment of acute abdominal or facial attacks of hereditary angioedema in adult and adolescent patients.
Recombinant human C1 inhibitor,,C1 Esterase Inhibitor (Human),DB06404,delayed graft function,,repositioned,Prevention and/or treatment of delayed graft function after solid organ transplantation.
Recombinant human C1 inhibitor,,C1 Esterase Inhibitor (Human),DB06404,capillary leak syndrome,doid:14400,repositioned,Treatment of capillary leakage syndrome 
Repository corticotropin or adrenocorticotropic hormone,12427-33-7,Corticotropin,DB01285,multiple sclerosis,doid:2377,original,Corticotropin is indicated for treatment of acute exacerbations of multiple sclerosis.
Repository corticotropin or adrenocorticotropic hormone,12427-33-7,Corticotropin,DB01285,infantile spasms,,repositioned,Treatment of infantile spasms
Ribavirin,36791-04-5,Ribavirin,DB00811,hepatitis C,doid:1883,original,Ribavirin tablets in combination with peginterferon alfa-2a are indicated for the treatment of adults with chronic hepatitis C virus infection who have compensated liver disease and have not been previously treated with interferon alpha.
Ribavirin,36791-04-5,Ribavirin,DB00811,respiratory syncytial virus infectious disease,doid:1273,original,VIRAZOLE (ribavirin powder for solution) is indicated for the treatment of hospitalized infants and young children with severe lower respiratory tract infections due to respiratory syncytial virus.
Ribavirin,36791-04-5,Ribavirin,DB00811,hemorrhagic fever with renal syndrome,doid:11266,repositioned,Treatment of hemorrhagic fever with renal syndrome.
Rifabutin,72559-06-9,Rifabutin,DB00615,Mycobacterium avium complex disease,doid:2755,original,Prevention of disseminated Mycobacterium avium complex disease in patients with advanced HIV infections.
Rifabutin,72559-06-9,Rifabutin,DB00615,Mycobacterium avium complex disease,doid:2755,repositioned,Treatment of disseminated Mycobacterium avium complex disease.
Riluzole,1744-22-5,Riluzole,DB00740,amyotrophic lateral sclerosis,doid:332,original,Treatment of patients with amyotrophic lateral sclerosis. 
Riluzole,1744-22-5,Riluzole,DB00740,Huntington's disease,doid:12858,repositioned,Treatment of Huntington's disease.
Risedronate sodium,105462-24-6,Risedronate,DB00884,osteoporosis,doid:11476,original,1.Treatment and prevention of postmenopausal osteoporosis; 2.Treatment to increase bone mass in men with osteoporosis; 3.Treatment and prevention of glucocorticoid-induced osteoporosis; 4.Treatment of Paget_s disease .
Risedronate sodium,105462-24-6,Risedronate,DB00884,mammary Paget's disease,doid:3443,original,1.Treatment and prevention of postmenopausal osteoporosis; 2.Treatment to increase bone mass in men with osteoporosis; 3.Treatment and prevention of glucocorticoid-induced osteoporosis; 4.Treatment of Paget_s disease .
Risedronate sodium,105462-24-6,Risedronate,DB00884,osteogenesis imperfecta,doid:12347,repositioned,Treatment of patients with osteogenesis imperfecta.
Rituximab,174722-31-7,Rituximab,DB00073,rheumatoid arthritis,doid:7148,original,"Rituxan (rituximab), in combination with methotrexate, is also indicated for adult patients with moderately-to severely-active RA who have inadequate response to one or more TNF antagonist therapies."
Rituximab,174722-31-7,Rituximab,DB00073,non-Hodgkin lymphoma,doid:0060060,original,Treatment of patients with:1. Non-Hodgkin_s Lymphoma. 2. Chronic Lymphocytic Leukemia.
Rituximab,174722-31-7,Rituximab,DB00073,chronic lymphocytic leukemia,doid:1040,,Treatment of patients with:1. Non-Hodgkin_s Lymphoma. 2. Chronic Lymphocytic Leukemia.
Rituximab,174722-31-7,Rituximab,DB00073,autoimmune thrombocytopenic purpura,doid:8924,repositioned,Treatment of immune thrombocytopenic purpura
Rituximab,174722-31-7,Rituximab,DB00073,vasculitis,doid:865,repositioned,"Treatment of patients with anti-neutrophil cytoplasmic antibody-associated vasculitis (Wegener's Granulomatosis, Microscopic Polyangiitis, and Churg-Strauss Syndrome)."
Sermorelin acetate,86168-78-7,Sermorelin,DB00010,growth failure,,original,Treatment of idiopathic or organic growth hormone deficiency in children with growth failure. 
Sermorelin acetate,86168-78-7,Sermorelin,DB00010,infertility,doid:5223,repositioned,Adjunct to gonadotropin therapy in the induction of ovulation in women with anovulatory or oligo-ovulatory infertility who fail to ovulate in response to adequate treatment with clomiphene citrate alone and gonadotropin therapy alone.
Sibutramine,106650-56-0,Sibutramine,DB01105,mental depression,doid:1596,original,Depression
Sibutramine,106650-56-0,Sibutramine,DB01105,obesity,doid:9970,repositioned,Obesity
Sildenafil,139755-83-2,Sildenafil,DB00203,intermediate coronary syndrome,doid:8805,original,Angina
Sildenafil,139755-83-2,Sildenafil,DB00203,impotence,doid:1875,repositioned,Male erectile dysfunction
Sildenafil,139755-83-2,Sildenafil,DB00203,pulmonary hypertension,doid:6432,repositioned,pulmonary hypertension
Sodium benzoate and Sodium phenylacetate 10%/10% Injection,,,,ornithine translocase deficiency,doid:0050720,original,Adjunctive therapy in the treatment of acute hyperammonemia and associated encephalopathy in patients with deficiencies in enzymes of the urea cycle.
Sodium benzoate and Sodium phenylacetate 10%/10% Injection,,,,hepatic encephalopathy,doid:13413,repositioned,Treatment of grade III and VI hepatic encephalopathy
Sodium phenylbutyrate,1716-12-7,Sodium phenylbutyrate,DB06819,urea cycle disorder,doid:9267,original,"Adjunctive therapy in the chronic managment of patients with urea cycle disorders involving deficiencies of carbamylphosphate synthetase, ornithine transcarbamylase, or argininosuccinic acid synthetase."
Sodium phenylbutyrate,1716-12-7,Sodium phenylbutyrate,DB06819,malignant glioma,doid:3070,repositioned,"For use as an adjuct to surgery, radiation therapy and chemotherapy for the treatment of patients with primary or recurrent malignant glioma.  "
Sodium phenylbutyrate,1716-12-7,Sodium phenylbutyrate,DB06819,sickle cell anemia,doid:10923,repositioned,"Treatment for sickling disorders, which include S-S hemoglobinopathy, S-C hemoglobinopathy, and S-thalassemia hemoglobinopathy."
Sodium phenylbutyrate,1716-12-7,Sodium phenylbutyrate,DB06819,acute promyelocytic leukemia,doid:0060318,repositioned,Treatment of acute promyelocytic leukemia.
Sodium phenylbutyrate,1716-12-7,Sodium phenylbutyrate,DB06819,spinal muscular atrophy,doid:12377,repositioned,Treatment of spinal muscular atrophy
Sodium thiosulfate,7772-98-7 ,Sodium thiosulfate,DB09499,nephrotoxicity,,original,"Used in the treatment of cyanide poisoning. Sodium thiosulfate may be used in the management of extravasation of chlormethine and some other antineoplastics. It is also used to inactivate some antineoplastics before disposal. Sodium thiosulfate, given by intravenous infusion, has also been investigated for reducing the systemic toxicity of some antineoplastics. It has been reported to reduce the incidence of nephrotoxicity associated with intraperitoneal cisplatin."
Sodium thiosulfate,7772-98-7 ,Sodium thiosulfate,DB09499,ototoxicity,,repositioned,Prevention of platinum-induced ototoxicity in pediatric patients
Somatropin,12629-01-5,Somatropin recombinant,DB00052,growth hormone deficiency,,original,As replacement therapy for growth hormone deficiency in adults after epiphyseal closure.
Somatropin,12629-01-5,Somatropin recombinant,DB00052,Prader-Willi syndrome,doid:11983,original,Long-term treatment of pediatric patients who have growth failure due to Prader-Willi syndrome.
Somatropin,12629-01-5,Somatropin recombinant,DB00052,kidney failure,doid:1074,original,Treatment of children with growth failure associated with chronic renal insufficency.
Somatropin,12629-01-5,Somatropin recombinant,DB00052,short bowel syndrome,doid:10605,original,Treatment of short bowel syndrome in patients receiving specialized nutritional support
Somatropin,12629-01-5,Somatropin recombinant,DB00052,Turner syndrome,doid:3491,original,Treatment of short stature associated with Turner syndrome in patients whose epiphyses are not closed.
Somatropin,12629-01-5,Somatropin recombinant,DB00052,Noonan syndrome,doid:3490,original,Treatment of short stature in patients with Noonan syndrome
Somatropin,12629-01-5,Somatropin recombinant,DB00052,infertility,doid:5223,repositioned,"Adjunct for the induction of ovulation in women with infertility due to hypogonadotropic hypogonadism or bilateral tubal occlusion or unexplained infertility, who are undergoing in vivo or in vitro fertilization procedures."
Somatropin,12629-01-5,Somatropin recombinant,DB00052,burns,,repositioned,For the enhancement of nitrogen retention in hospitalized patients suffering from severe burns.
Sorafenib,284461-73-0,Sorafenib,DB00398,renal cell carcinoma,doid:4450,original,Treatment of patients with advanced renal cell carcinoma 
Sorafenib,284461-73-0,Sorafenib,DB00398,hepatocellular carcinoma,doid:684,original,Treatment of unresectable hepatocellular carcinoma 
Sorafenib,284461-73-0,Sorafenib,DB00398,melanoma,doid:1909,repositioned,Treatment of stage IIB through stage IV melanoma
Succimer,304-55-2,Succimer,DB00566,lead poisoning,,original,Treatment of lead poisoning in children pediatric patients with blood lead levels above 45 _g/dL.
Succimer,304-55-2,Succimer,DB00566,cystinuria,doid:9266,repositioned,Prevention of cystine kidney stone formation in patients with homozygous cystinuria who are prone to stone development.
Succimer,304-55-2,Succimer,DB00566,mecury intoxication,,repositioned,Treatment of mercury intoxication.
Sucralfate,54182-58-0,Sucralfate,DB00364,duodenal ulcer,doid:1724,original,1. Short-term treatment (up to 8 weeks) of active duodenal ulcer. 2. Maintenance therapy for duodenal ulcer patients at reduced dosage after healing ofacute ulcers.
Sucralfate,54182-58-0,Sucralfate,DB00364,,,repositioned,Treatment of oral complications of chemotherapy in bone marrow transplant patients.
Sucralfate,54182-58-0,Sucralfate,DB00364,stomatitis,doid:9637,repositioned,Treatment of oral mucositis and stomatitis following radiation therapy for head and neck cancer.
Sucralfate,54182-58-0,Sucralfate,DB00364,epidermolysis bullosa,doid:2730,repositioned,Treatment of oral ulcerations and dysphagia in patients with epidermolysis bullosa.
Synthetic human secretin,,Secretin,DB00021,**imaging**,,original,Facilitation of the identification of the ampulla of Vater and accessory papilla during endoscopic retrograde cholangiopancreatography (ERCP).
Synthetic human secretin,,Secretin,DB00021,**diagnostic agent**,,repositioned,For use in conjunction with diagnostic procedures (excluding ERCP) for pancreatic disorders to increase pancreatic fluid secretion.
Tadalafil,171596-29-5,Tadalafil,DB00820,inflammation,,original,Inflammation and cardiovascular disease
Tadalafil,171596-29-5,Tadalafil,DB00820,heart disease,doid:114,original,Inflammation and cardiovascular disease
Tadalafil,171596-29-5,Tadalafil,DB00820,impotence,doid:1875,repositioned,Male erectile dysfunction
Temozolomide,85622-93-1,Temozolomide,DB00853,glioblastoma multiforme,doid:3068,original,Treatment of adult patients with newly diagnosed glioblastoma multiforme concomitatly with radiotherapy and then as maintenance treatment
Temozolomide,85622-93-1,Temozolomide,DB00853,grade III astrocytoma,doid:3078,original,"Treatment of adult patients with refractory anaplastic astrocytoma, i.e., patients at first relapse who have experienced disease progression on a drug regimen containing a nitrosourea and procarbazine."
Temozolomide,85622-93-1,Temozolomide,DB00853,melanoma,doid:1909,repositioned,Treatment of advanced metastatic melanoma.
Tenecteplase,191588-94-0,Tenecteplase,DB00031,myocardial infarction,doid:5844,original,Use in the reduction of mortality associated with acute myocardialinfarction.
Tenecteplase,191588-94-0,Tenecteplase,DB00031,,,repositioned,Restore function to hemodialysis catheters
Tenofovir disoproxil fumarate,147127-20-6,Tenofovir,DB00300,human immunodeficiency virus infectious disease,doid:526,original,It is indicated in combination with other antiretroviral agents for the treatment of HIV-1 infection in adults and adolescents. It is indicated for the treatment of chronic hepatitis B in adults. 
Tenofovir disoproxil fumarate,147127-20-6,Tenofovir,DB00300,hepatitis B,doid:2043,original,It is indicated in combination with other antiretroviral agents for the treatment of HIV-1 infection in adults and adolescents. It is indicated for the treatment of chronic hepatitis B in adults. 
Tenofovir disoproxil fumarate,147127-20-6,Tenofovir,DB00300,human immunodeficiency virus infectious disease,doid:526,repositioned,Treatment of pediatric HIV infection. 
Testosterone,58-22-0,Testosterone,DB00624,weight loss,,repositioned,For use as physiologic testosterone replacement in androgen deficient HIV+ patients with an associated weight loss.
Testosterone propionate ointment 2%,58-22-0,Testosterone,DB00624,hypogonadism,doid:1924,original,"Testosterone gel is an androgen indicated for replacement therapy in males for conditions associated with a deficiency or absence of endogenous testosterone:_Primary Hypogonadism (Congenital or Acquired) - testicular failure due to cryptorchidism, bilateral torsion, orchitis, vanishing testis syndrome, orchiectomy, Klinefelter's syndrome, chemotherapy, or toxic damage from alcohol or heavy metals. _Hypogonadotropic Hypogonadism (Congenital or Acquired) - idiopathic gonadotropin or luteinizing hormone-releasing hormone (LHRH) deficiency or pituitary-hypothalamic injury from tumors, trauma, or radiation."
Testosterone propionate ointment 2%,58-22-0,Testosterone,DB00624,vulvar dystrophy,doid:14292,repositioned,Treatment of vulvar dystrophies.
Tetrabenazine,58-46-8,Tetrabenazine,DB04844,Huntington's disease,doid:12858,original,Treatment of chorea associated with Huntington's disease
Tetrabenazine,58-46-8,Tetrabenazine,DB04844,Gilles de la Tourette syndrome,doid:11119,repositioned,"Treatment of Tourette's Syndrome in school-age children, ages 5-16."
Tetrabenazine,58-46-8,Tetrabenazine,DB04844,tardive dyskinesia,,repositioned,Treatment of moderate/severe tardive dyskinesia.
Thalidomide,50-35-1,Thalidomide,DB01041,erythema nodosum leprosum,,original,Acute treatment of the cutaneous manifestations of moderate to severe erythema nodosum leprosum (ENL) and as maintenance therapy for prevention and suppression of the cutaneous manifestations of ENL recurrences.
Thalidomide,50-35-1,Thalidomide,DB01041,multiple myeloma,doid:9538,original,Treatment of patients with newly diagnosed multiple myeloma
Thalidomide,50-35-1,Thalidomide,DB01041,graft vs host disease,,repositioned,Prevention of graft versus host disease in patients receiving bone marrow transplantation.
Thalidomide,50-35-1,Thalidomide,DB01041,lepromatous leprosy,doid:10887,repositioned,Treatment and maintenance of reactional lepromatous leprosy.
Thalidomide,50-35-1,Thalidomide,DB01041,Crohn's disease,doid:8778,repositioned,Treatment of Crohn's disease.
Thalidomide,50-35-1,Thalidomide,DB01041,Kaposi's sarcoma,doid:8632,repositioned,Treatment of Kaposi's sarcoma.
Thalidomide,50-35-1,Thalidomide,DB01041,myelodysplastic syndrome,doid:0050908,repositioned,Treatment of Myelodysplastic Syndrome 
Thalidomide,50-35-1,Thalidomide,DB01041,brain cancer,doid:1319,repositioned,Treatment of primary brain malignancies.
Thalidomide,50-35-1,Thalidomide,DB01041,aphthous stomatitis,doid:9663,repositioned,"Treatment of severe recurrent aphthous stomatitis in severely, terminally immunocompromised patients."
Thalidomide,50-35-1,Thalidomide,DB01041,Mycobacterium avium complex disease,doid:2755,repositioned,Treatment of the clinical manifestations of mycobacterial infection caused by Mycobacterium tuberculosis and non-tuberculous mycobacteria.
Thalidomide,50-35-1,Thalidomide,DB01041,tuberculosis,doid:399,repositioned,Treatment of the clinical manifestations of mycobacterial infection caused by Mycobacterium tuberculosis and non-tuberculous mycobacteria.
Thiotepa,52-24-4,Thiotepa,DB04572,ovary adenocarcinoma,doid:3713,original,"Thiotepa has been tried with varying results in the palliation of a wide variety of neoplastic diseases. However, the most consistent results have been seen in the following tumors: Adenocarcinoma of the ovary. While now largely superseded by other treatments, thiotepa has been effective against other lymphomas, such as lymphosarcoma and Hodgkin's disease."
Thiotepa,52-24-4,Thiotepa,DB04572,lymphoma,doid:0060058,original,"Thiotepa has been tried with varying results in the palliation of a wide variety of neoplastic diseases. However, the most consistent results have been seen in the following tumors: Adenocarcinoma of the ovary. While now largely superseded by other treatments, thiotepa has been effective against other lymphomas, such as lymphosarcoma and Hodgkin's disease."
Thiotepa,52-24-4,Thiotepa,DB04572,lymphosarcoma,doid:8675,original,"Thiotepa has been tried with varying results in the palliation of a wide variety of neoplastic diseases. However, the most consistent results have been seen in the following tumors: Adenocarcinoma of the ovary. While now largely superseded by other treatments, thiotepa has been effective against other lymphomas, such as lymphosarcoma and Hodgkin's disease."
Thiotepa,52-24-4,Thiotepa,DB04572,Hodgkin's lymphoma,doid:8567,original,"Thiotepa has been tried with varying results in the palliation of a wide variety of neoplastic diseases. However, the most consistent results have been seen in the following tumors: Adenocarcinoma of the ovary. While now largely superseded by other treatments, thiotepa has been effective against other lymphomas, such as lymphosarcoma and Hodgkin's disease."
Thiotepa,52-24-4,Thiotepa,DB04572,breast adenocarcinoma,doid:3458,original,"Thiotepa has been tried with varying results in the palliation of a wide variety of neoplastic diseases. However, the most consistent results have been seen in the following tumors:Adenocarcinoma of the breast; For controlling intracavitary effusions secondary to diffuse or localized neoplastic diseases of various serosal cavities; For the treatment of superficial papillary carcinoma of the urinary bladder. "
Thiotepa,52-24-4,Thiotepa,DB04572,bladder urothelial papillary carcinoma,doid:6975,original,"Thiotepa has been tried with varying results in the palliation of a wide variety of neoplastic diseases. However, the most consistent results have been seen in the following tumors:Adenocarcinoma of the breast; For controlling intracavitary effusions secondary to diffuse or localized neoplastic diseases of various serosal cavities; For the treatment of superficial papillary carcinoma of the urinary bladder. "
Thiotepa,52-24-4,Thiotepa,DB04572,**transplant preparation**,,repositioned,Conditioning treatment prior to hematopoietic stem cell transplantation
Tiotropium bromide,186691-13-4,Tiotropium,DB01409,chronic obstructive pulmonary disease,doid:3083,original,"Tiotropium bromide inhalation powder is indicated for the long-term, once-daily, maintenance treatment of bronchospasm associated with chronic obstructive pulmonary disease (COPD), including chronic bronchitis and emphysema. It is also indicated to reduce exacerbations in COPD patients."
