orphanet_code	orphanet_term
Orphanet:90362	Primary intestinal lymphangiectasia
Orphanet:411590	Wolfram-like syndrome
Orphanet:48372	Nodular regenerative hyperplasia of the liver
Orphanet:701	Alopecia universalis
Orphanet:342	Familial Mediterranean fever
Orphanet:262	Duchenne and Becker muscular dystrophy
Orphanet:1490	Corneal dystrophy-perceptive deafness syndrome
Orphanet:118	Beta-mannosidosis
Orphanet:728	Relapsing polychondritis
Orphanet:52055	Agenesis of the corpus callosum-intellectual disability-coloboma-micrognathia syndrome
Orphanet:908	Fragile X syndrome
Orphanet:884	Tetrasomy 12p
Orphanet:93259	Pfeiffer syndrome type 2
Orphanet:494	Keratoderma hereditarium mutilans
Orphanet:1193	Atkin-Flaitz syndrome
Orphanet:93307	Multiple epiphyseal dysplasia type 4
Orphanet:35664	ALDH18A1-related De Barsy syndrome
Orphanet:85198	Dysspondyloenchondromatosis
Orphanet:77297	Majeed syndrome
Orphanet:79406	Late-onset junctional epidermolysis bullosa
Orphanet:1923	Methimazole embryofetopathy
Orphanet:289	Ellis Van Creveld syndrome
Orphanet:55	Oculocutaneous albinism
Orphanet:1380	Cataract-nephropathy-encephalopathy syndrome
Orphanet:1466	COFS syndrome
Orphanet:2875	Phakomatosis pigmentovascularis
Orphanet:1332	Medullary thyroid carcinoma
Orphanet:79319	MPI-CDG
Orphanet:261112	Monosomy 9p
Orphanet:732	Polymyositis
Orphanet:2868	Short stature-valvular heart disease-characteristic facies syndrome
Orphanet:40	Acromesomelic dysplasia, Maroteaux type
Orphanet:2408	Lowe-Kohn-Cohen syndrome
Orphanet:205	Crigler-Najjar syndrome
Orphanet:93360	Spondyloepimetaphyseal dysplasia with multiple dislocations
Orphanet:99803	Haddad syndrome
Orphanet:85163	Hypomyelination-congenital cataract syndrome
Orphanet:1340	Cardiofaciocutaneous syndrome
Orphanet:769	Rabson-Mendenhall syndrome
Orphanet:117	Behçet disease
Orphanet:1159	Progressive pseudorheumatoid arthropathy of childhood
Orphanet:3312	Thalidomide embryopathy
Orphanet:2298	Insulin-resistance syndrome type B
Orphanet:261144	14q12 microdeletion syndrome
Orphanet:3173	Infantile spasms-broad thumbs syndrome
Orphanet:2248	Hypoplastic left heart syndrome
Orphanet:2760	OSLAM syndrome
Orphanet:314811	Short stature due to GHSR deficiency
Orphanet:69126	Pyogenic arthritis-pyoderma gangrenosum-acne syndrome
Orphanet:1258	Blepharoptosis-cleft palate-ectrodactyly-dental anomalies syndrome
Orphanet:511	Maple syrup urine disease
Orphanet:261290	Trisomy 17p
Orphanet:1342	Heart-hand syndrome type 3
Orphanet:1146	Digitotalar dysmorphism
Orphanet:1261	Bonnemann-Meinecke-Reich syndrome
Orphanet:2454	Familial intestinal malrotation-facial anomalies syndrome
Orphanet:612	Potassium-aggravated myotonia
Orphanet:85330	X-linked intellectual disability-corpus callosum agenesis-spastic quadriparesis syndrome
Orphanet:63261	HERNS syndrome
Orphanet:1745	Distal trisomy 6p
Orphanet:158025	Hereditary progressive mucinous histiocytosis
Orphanet:2983	Disorder of sex development-intellectual disability syndrome
Orphanet:86919	Keratosis palmaris et plantaris-clinodactyly syndrome
Orphanet:48377	Subcorneal pustular dermatosis
Orphanet:1826	Frontometaphyseal dysplasia
Orphanet:1962	Exostoses-anetodermia-brachydactyly type E syndrome
Orphanet:1738	Trisomy 4p
Orphanet:86788	X-linked severe congenital neutropenia
Orphanet:22	Succinic semialdehyde dehydrogenase deficiency
Orphanet:3034	Delayed membranous cranial ossification
Orphanet:2016	Cleft palate-lateral synechia syndrome
Orphanet:1493	Vici syndrome
Orphanet:50814	Craniolenticulosutural dysplasia
Orphanet:2084	Glaucoma-ectopia-microspherophakia-stiff joints-short stature syndrome
Orphanet:69078	Liposarcoma
Orphanet:1830	Schimke immuno-osseous dysplasia
Orphanet:461	Recessive X-linked ichthyosis
Orphanet:2824	Paraplegia-intellectual disability-hyperkeratosis syndrome
Orphanet:251019	2q32q33 microdeletion syndrome
Orphanet:1797	Autosomal dominant spondylocostal dysostosis
Orphanet:647	Nijmegen breakage syndrome
Orphanet:319600	Mendelian susceptibility to mycobacterial diseases due to partial IRF8 deficiency
Orphanet:956	Acro-pectoro-renal dysplasia
Orphanet:343	Hyperimmunoglobulinemia D with periodic fever
Orphanet:244	Primary ciliary dyskinesia
Orphanet:168558	46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency syndrome
Orphanet:2007	Alar cartilages hypoplasia-coloboma-telecanthus syndrome
Orphanet:2680	Hypomyelination neuropathy-arthrogryposis syndrome
Orphanet:231	Dracunculiasis
Orphanet:1621	3q13 microdeletion syndrome
Orphanet:1969	Facial dysmorphism-anorexia-cachexia-eye and skin anomalies syndrome
Orphanet:735	Porokeratosis of Mibelli
Orphanet:50811	Lipodystrophy-intellectual disability-deafness syndrome
Orphanet:1484	Contractures-ectodermal dysplasia-cleft lip/palate syndrome
Orphanet:168563	46,XY gonadal dysgenesis-motor and sensory neuropathy syndrome
Orphanet:1947	Progressive epilepsy-intellectual disability syndrome, Finnish type
Orphanet:95699	Congenital adrenal hyperplasia due to cytochrome P450 oxidoreductase deficiency
Orphanet:727	Microscopic polyangiitis
Orphanet:87503	Mal de Meleda
Orphanet:1174	Cerebellar ataxia-ectodermal dysplasia syndrome
Orphanet:945	Acalvaria
Orphanet:392	Holt-Oram syndrome
Orphanet:2793	Otoonychoperoneal syndrome
Orphanet:139491	Hemochromatosis type 4
Orphanet:1068	Aniridia-intellectual disability syndrome
Orphanet:950	Acrodysostosis
Orphanet:83317	Scrub typhus
Orphanet:1545	Crisponi syndrome
Orphanet:425	Apolipoprotein A-I deficiency
Orphanet:790	Retinoblastoma
Orphanet:1808	Hidrotic ectodermal dysplasia, Christianson-Fourie type
Orphanet:79456	Diffuse cutaneous mastocytosis
Orphanet:247604	Juvenile primary lateral sclerosis
Orphanet:83461	Congenital primary aphakia
Orphanet:303	Dystrophic epidermolysis bullosa
Orphanet:33	Isovaleric acidemia
Orphanet:1703	Mosaic trisomy 14
Orphanet:357154	Oral submucous fibrosis
Orphanet:163693	2p21 microdeletion syndrome
Orphanet:140952	Syndactyly-telecanthus-anogenital and renal malformations syndrome
Orphanet:1495	Intellectual disability-hypoplastic corpus callosum-preauricular tag syndrome
Orphanet:189427	Cushing syndrome due to macronodular adrenal hyperplasia
Orphanet:840	Syringocystadenoma papilliferum
Orphanet:99925	Invasive mole
Orphanet:90363	Secondary intestinal lymphangiectasia
Orphanet:276580	Autosomal dominant hyperinsulinism due to Kir6.2 deficiency
Orphanet:2901	Neuralgic amyotrophy
Orphanet:977	Adrenomyodystrophy
Orphanet:920	Ablepharon macrostomia syndrome
Orphanet:83473	Megalencephaly-polymicrogyria-postaxial polydactyly-hydrocephalus syndrome
Orphanet:206484	Ovarian gonadoblastoma
Orphanet:482	Kimura disease
Orphanet:2151	Hirschsprung disease-ganglioneuroblastoma syndrome
Orphanet:1398	Isolated cerebellar hypoplasia/agenesis
Orphanet:2710	Oculodentodigital dysplasia
Orphanet:302	Epidermodysplasia verruciformis
Orphanet:147	Carbamoyl-phosphate synthetase 1 deficiency
Orphanet:2492	Limb transversal defect-cardiac anomaly syndrome
Orphanet:163966	X-linked dominant chondrodysplasia, Chassaing-Lacombe type
Orphanet:168549	Axial spondylometaphyseal dysplasia
Orphanet:79239	Classic galactosemia
Orphanet:3375	Trisomy X
Orphanet:79410	Pretibial dystrophic epidermolysis bullosa
Orphanet:90036	Mixed-type autoimmune hemolytic anemia
Orphanet:63275	Pemphigoid gestationis
Orphanet:529	Roch-Leri mesosomatous lipomatosis
Orphanet:140	Campomelic dysplasia
Orphanet:3135	Familial Scheuermann disease
Orphanet:1321	Camptodactyly-fibrous tissue hyperplasia-skeletal dysplasia syndrome
Orphanet:1773	Sacrococcygeal dysgenesis association
Orphanet:2841	Familial benign chronic pemphigus
Orphanet:812	Sialidosis type 1
Orphanet:99828	Dengue fever
Orphanet:2885	Piebald trait-neurologic defects syndrome
Orphanet:85295	HSD10 disease, atypical type
Orphanet:3266	Humero-radio-ulnar synostosis
Orphanet:558	Marfan syndrome
Orphanet:792	X-linked retinoschisis
Orphanet:85294	X-linked epilepsy-learning disabilities-behavior disorders syndrome
Orphanet:1766	Dysequilibrium syndrome
Orphanet:2148	Lissencephaly type 1 due to doublecortin gene mutation
Orphanet:2578	Mayer-Rokitansky-Küster-Hauser syndrome type 2
Orphanet:1145	X-linked distal arthrogryposis multiplex congenita
Orphanet:157997	Benign cephalic histiocytosis
Orphanet:2074	Gemignani syndrome
Orphanet:622	Homocystinuria without methylmalonic aciduria
Orphanet:1375	Cataract-hypertrichosis-intellectual disability syndrome
Orphanet:29207	Reactive arthritis
Orphanet:1778	Facial dysmorphism-shawl scrotum-joint laxity syndrome
Orphanet:2141	Diaphragmatic defect-limb deficiency-skull defect syndrome
Orphanet:93160	Hypocalcemic vitamin D-resistant rickets
Orphanet:95715	Congenital hypothyroidism due to transplacental passage of maternal TSH-binding inhibitory antibodies
Orphanet:39041	Omenn syndrome
Orphanet:231401	Alpha-thalassemia-myelodysplastic syndrome
Orphanet:93402	Syndactyly type 1
Orphanet:614	Thomsen and Becker disease
Orphanet:216	Neuronal ceroid lipofuscinosis
Orphanet:2152	Mowat-Wilson syndrome
Orphanet:1606	1p36 deletion syndrome
Orphanet:367	Glycogen storage disease due to glycogen branching enzyme deficiency
Orphanet:2387	Leukonychia totalis
Orphanet:939	3-hydroxyisobutyric aciduria
Orphanet:1882	Hypohidrotic ectodermal dysplasia-hypothyroidism-ciliary dyskinesia syndrome
Orphanet:963	Acromegaly
Orphanet:2768	Blount disease
Orphanet:1264	Tricho-retino-dento-digital syndrome
Orphanet:93947	X-linked intellectual disability, Golabi-Ito-Hall type
Orphanet:79411	Transient bullous dermolysis of the newborn
Orphanet:250999	1q41q42 microdeletion syndrome
Orphanet:1742	Trisomy 5p
Orphanet:93311	Multiple epiphyseal dysplasia type 5
Orphanet:156156	Lipoatrophy with diabetes, leukomelanodermic papules, liver steatosis, and hypertrophic cardiomyopathy
Orphanet:2724	Odontomatosis-aortae esophagus stenosis syndrome
Orphanet:85174	Pseudodiastrophic dysplasia
Orphanet:838	Susac syndrome
Orphanet:93929	Cloacal exstrophy
Orphanet:1914	Embryofetopathy due to oral anticoagulant therapy
Orphanet:281122	Self-healing collodion baby
Orphanet:1454	Joubert syndrome with hepatic defect
Orphanet:3157	Septo-optic dysplasia spectrum
Orphanet:48431	Congenital cataracts-facial dysmorphism-neuropathy syndrome
Orphanet:2028	Juvenile hyaline fibromatosis
Orphanet:93359	Spondyloepimetaphyseal dysplasia with joint laxity
Orphanet:65288	Permanent neonatal diabetes mellitus-pancreatic and cerebellar agenesis syndrome
Orphanet:1988	Femoral-facial syndrome
Orphanet:2308	Jacobsen syndrome
Orphanet:1553	Curry-Jones syndrome
Orphanet:99892	ACTH-dependent Cushing syndrome
Orphanet:85172	Microcephalic osteodysplastic dysplasia, Saul-Wilson type
Orphanet:700	Alopecia totalis
Orphanet:90354	Brittle cornea syndrome
Orphanet:653	Multiple endocrine neoplasia type 2
Orphanet:175	Cartilage-hair hypoplasia
Orphanet:52429	Branchio-otic syndrome
Orphanet:1573	Hypotrichosis with juvenile macular degeneration
Orphanet:3180	Spondylocamptodactyly syndrome
Orphanet:3035	Growth delay-hydrocephaly-lung hypoplasia syndrome
Orphanet:474	Jeune syndrome
Orphanet:52022	Potocki-Shaffer syndrome
Orphanet:319213	Lujo hemorrhagic fever
Orphanet:2483	Melkersson-Rosenthal syndrome
Orphanet:233	Duane retraction syndrome
Orphanet:226310	Peripheral hypothyroidism
Orphanet:53715	Familial tumoral calcinosis
Orphanet:8	47,XYY syndrome
Orphanet:3452	Whipple disease
Orphanet:3176	Spina bifida-hypospadias syndrome
Orphanet:363705	Craniofaciofrontodigital syndrome
Orphanet:1801	Kyphomelic dysplasia
Orphanet:3357	Autosomal dominant trichoodontoonychodysplasia-syndactyly
Orphanet:101075	X-linked Charcot-Marie-Tooth disease type 1
Orphanet:158681	Epidermolysis bullosa simplex with circinate migratory erythema
Orphanet:2097	Grant syndrome
Orphanet:79329	MGAT2-CDG
Orphanet:116	Beckwith-Wiedemann syndrome
Orphanet:2005	Laryngo-tracheo-esophageal cleft-pulmonary hypoplasia syndrome
Orphanet:264200	14q22q23 microdeletion syndrome
Orphanet:168829	Primary peritoneal carcinoma
Orphanet:811	Shwachman-Diamond syndrome
Orphanet:293987	Rapid-onset childhood obesity-hypothalamic dysfunction-hypoventilation-autonomic dysregulation syndrome syndrome
Orphanet:502	Langer-Giedion syndrome
Orphanet:314918	Mild Canavan disease
Orphanet:181393	Growth hormone insensitivity syndrome
Orphanet:52417	MALT lymphoma
Orphanet:2295	Ehlers-Danlos syndrome type 11
Orphanet:36412	Hypocomplementemic urticarial vasculitis
Orphanet:324713	ABeta amyloidosis, Italian type
Orphanet:1069	Aniridia-absent patella syndrome
Orphanet:35701	3-hydroxy-3-methylglutaryl-CoA synthase deficiency
Orphanet:2435	Hypo- and hypermelanotic cutaneous macules-retarded growth-intellectual disability syndrome
Orphanet:293978	Deficiency in anterior pituitary function-variable immunodeficiency syndrome
Orphanet:287	Ehlers-Danlos syndrome, classic type
Orphanet:79394	Congenital non-bullous ichthyosiform erythroderma
Orphanet:199	Cornelia de Lange syndrome
Orphanet:1078	Thumb stiffness-brachydactyly-intellectual disability syndrome
Orphanet:1335	Pentalogy of Cantrell
Orphanet:99015	Spastic paraplegia type 2
Orphanet:79435	Oculocutaneous albinism type 4
Orphanet:1117	Aplasia cutis-myopia syndrome
Orphanet:140936	Lelis syndrome
Orphanet:324	Fabry disease
Orphanet:1326	Camptodactyly syndrome, Guadalajara type 2
Orphanet:79328	ALG9-CDG
Orphanet:526	Liddle syndrome
Orphanet:3320	Thrombocytopenia-absent radius syndrome
Orphanet:79501	Punctate palmoplantar keratoderma type 1
Orphanet:261344	Trisomy 1q
Orphanet:902	Werner syndrome
Orphanet:50943	Keratolytic winter erythema
Orphanet:98299	Ichthyosis associated with a nucleotide excision repair anomaly
Orphanet:2963	Progeroid syndrome, Petty type
Orphanet:138	CHARGE syndrome
Orphanet:2774	Multicentric carpo-tarsal osteolysis with or without nephropathy
Orphanet:888	Van der Woude syndrome
Orphanet:85202	Keutel syndrome
Orphanet:1144	Arthrogryposis-like hand anomaly-sensorineural deafness syndrome
Orphanet:1208	Pulmonary atresia-intact ventricular septum syndrome
Orphanet:9	Tetrasomy X
Orphanet:1955	Spinocerebellar ataxia type 34
Orphanet:3219	Fountain syndrome
Orphanet:973	Congenital absence/hypoplasia of fingers excluding thumb, unilateral
Orphanet:93356	Spondyloepimetaphyseal dysplasia, Missouri type
Orphanet:67047	3-methylglutaconic aciduria type 3
Orphanet:99872	Hashimoto-Pritzker syndrome
Orphanet:1427	Otospondylomegaepiphyseal dysplasia
Orphanet:1110	Aortic arch anomaly-peculiar facies-intellectual disability syndrome
Orphanet:1910	Fetal iodine syndrome
Orphanet:280	Wolf-Hirschhorn syndrome
Orphanet:399808	Male infertility with teratozoospermia due to single gene mutation
Orphanet:1880	Ebstein malformation
Orphanet:325345	46,XY ovotesticular disorder of sex development
Orphanet:3137	Alpha-N-acetylgalactosaminidase deficiency
Orphanet:1031	Amelogenesis imperfecta-nephrocalcinosis syndrome
Orphanet:319195	Chondroectodermal dysplasia with night blindness
Orphanet:93404	Syndactyly type 3
Orphanet:255	Dopa-responsive dystonia
Orphanet:1334	Chronic mucocutaneous candidiasis
Orphanet:1369	Congenital cataract-hypertrophic cardiomyopathy-mitochondrial myopathy syndrome
Orphanet:770	Rabies
Orphanet:209	Cutis laxa
Orphanet:3374	Triopia
Orphanet:251	Multiple epiphyseal dysplasia
Orphanet:75233	Wolman disease
Orphanet:70567	Cholangiocarcinoma
Orphanet:53693	GRACILE syndrome
Orphanet:65286	3q29 microdeletion syndrome
Orphanet:583	Mucopolysaccharidosis type 6
Orphanet:79263	Infantile neuronal ceroid lipofuscinosis
Orphanet:250989	1q21.1 microdeletion syndrome
Orphanet:3448	Weaver-Williams syndrome
Orphanet:91348	Functioning gonadotropic adenoma
Orphanet:2777	Osteomesopyknosis
Orphanet:36204	Intestinal lymphangiectasia
Orphanet:71289	Radio-ulnar synostosis-amegakaryocytic thrombocytopenia syndrome
Orphanet:354	GM1 gangliosidosis
Orphanet:324708	ABeta amyloidosis, Iowa type
Orphanet:1522	Craniometaphyseal dysplasia
Orphanet:2741	Ophthalmomandibulomelic dysplasia
Orphanet:3098	Rhizomelic syndrome, Urbach type
Orphanet:791	Retinitis pigmentosa
Orphanet:35098	Isolated plagiocephaly
Orphanet:99868	Thymic carcinoma
Orphanet:570	Moebius syndrome
Orphanet:1275	Brachydactyly-elbow wrist dysplasia syndrome
Orphanet:1295	Brachytelephalangy-dysmorphism-Kallmann syndrome
Orphanet:2935	Crossed polysyndactyly
Orphanet:2116	Hartnup disease
Orphanet:97231	Ligneous conjunctivitis
Orphanet:3329	Tibial aplasia-ectrodactyly syndrome
Orphanet:499	Kerion celsi
Orphanet:254346	19p13.12 microdeletion syndrome
Orphanet:93672	Juvenile dermatomyositis
Orphanet:1186	Infantile onset spinocerebellar ataxia
Orphanet:1964	Extrasystoles-short stature-hyperpigmentation-microcephaly syndrome
Orphanet:1361	Carnosinemia
Orphanet:85337	X-linked intellectual disability, Zorick type
Orphanet:1397	Cerebellum agenesis-hydrocephaly syndrome
Orphanet:226292	Permanent congenital hypothyroidism
Orphanet:1263	Boomerang dysplasia
Orphanet:228305	Carnitine palmitoyl transferase II deficiency, severe infantile form
Orphanet:79480	Pemphigus erythematosus
Orphanet:1355	Congenital heart defect-round face-developmental delay syndrome
Orphanet:66629	Goldberg-Shprintzen megacolon syndrome
Orphanet:352530	Intellectual disability-obesity-brain malformations-facial dysmorphism syndrome
Orphanet:1434	Choroideremia-hypopituitarism syndrome
Orphanet:2025	Gingival fibromatosis-facial dysmorphism syndrome
Orphanet:168811	Malignant peritoneal mesothelioma
Orphanet:158684	Epidermolysis bullosa simplex with pyloric atresia
Orphanet:226316	Genetic transient congenital hypothyroidism
Orphanet:2792	Otofaciocervical syndrome
Orphanet:23	Argininosuccinic aciduria
Orphanet:2241	Megacystis-microcolon-intestinal hypoperistalsis syndrome
Orphanet:228390	Frontonasal dysplasia with alopecia and genital anomaly
Orphanet:3424	Velo-facial-skeletal syndrome
Orphanet:1010	Autosomal dominant palmoplantar keratoderma and congenital alopecia
Orphanet:2309	Pachyonychia congenita
Orphanet:1425	Desbuquois syndrome
Orphanet:3232	Deafness-ear malformation-facial palsy syndrome
Orphanet:79303	Congenital bile acid synthesis defect type 2
Orphanet:915	Aarskog-Scott syndrome
Orphanet:2978	Chronic intestinal pseudoobstruction
Orphanet:742	Prolidase deficiency
Orphanet:662	Yellow nail syndrome
Orphanet:285	Ehlers-Danlos syndrome, hypermobility type
Orphanet:503	Autosomal dominant Larsen syndrome
Orphanet:37	Acrodermatitis enteropathica
Orphanet:2801	Juvenile Paget disease
Orphanet:50810	Microlissencephaly-micromelia syndrome
Orphanet:2471	McDonough syndrome
Orphanet:3205	Sturge-Weber syndrome
Orphanet:101077	X-linked Charcot-Marie-Tooth disease type 3
Orphanet:1572	Common variable immunodeficiency
Orphanet:84	Fanconi anemia
Orphanet:50812	Zellweger-like syndrome without peroxisomal anomalies
Orphanet:2111	Cystic hamartoma of lung and kidney
Orphanet:442	Congenital hypothyroidism
Orphanet:2487	Lower limb deficiency-hypospadias syndrome
Orphanet:480	Kearns-Sayre syndrome
Orphanet:231242	Hemoglobin C-beta-thalassemia syndrome
Orphanet:70592	Immunodeficiency due to interleukin-1 receptor-associated kinase-4 deficiency
Orphanet:53	Albers-Schönberg osteopetrosis
Orphanet:1414	Cholestasis-lymphedema syndrome
Orphanet:1132	Aortic arch defects
Orphanet:99832	Resistance to thyrotropin-releasing hormone syndrome
Orphanet:90037	Drug-induced autoimmune hemolytic anemia
Orphanet:178377	Osteosclerosis-developmental delay-craniosynostosis syndrome
Orphanet:241	Dyschromatosis universalis
Orphanet:2323	Sanjad-Sakati syndrome
Orphanet:894	Waardenburg syndrome type 1
Orphanet:2301	Congenital short bowel syndrome
Orphanet:85328	X-linked intellectual disability, Turner type
Orphanet:35688	Madelung deformity
Orphanet:580	Mucopolysaccharidosis type 2
Orphanet:79503	Ichthyosis hystrix of Curth-Macklin
Orphanet:912	Zellweger syndrome
Orphanet:79282	Methylmalonic acidemia with homocystinuria, type cblC
Orphanet:158029	Sea-blue histiocytosis
Orphanet:99875	Ehlers-Danlos syndrome type 7A
Orphanet:1951	Epilepsy telangiectasia
Orphanet:66633	Sensorineural hearing loss-early graying-essential tremor syndrome
Orphanet:1323	Camptodactyly-joint contractures-facial skeletal defects syndrome
Orphanet:823	Isolated spina bifida
Orphanet:3169	Sirenomelia
Orphanet:3186	Holoprosencephaly-radial heart renal anomalies syndrome
Orphanet:86923	Hereditary palmoplantar keratoderma, Gamborg-Nielsen type
Orphanet:306	Benign familial infantile epilepsy
Orphanet:377	Gorlin syndrome
Orphanet:2006	Median cleft lip/mandibule
Orphanet:2252	Radial hypoplasia-triphalangeal thumbs-hypospadias-maxillary diastema syndrome
Orphanet:139402	Drug rash with eosinophilia and systemic symptoms
Orphanet:81	Antisynthetase syndrome
Orphanet:31	Oxoglutaricaciduria
Orphanet:2386	Leukoencephalopathy-palmoplantar keratoderma syndrome
Orphanet:178382	Congenital vertical talus
Orphanet:247768	Müllerian aplasia and hyperandrogenism
Orphanet:53697	Gnathodiaphyseal dysplasia
Orphanet:861	Treacher-Collins syndrome
Orphanet:79242	Holocarboxylase synthetase deficiency
Orphanet:1598	Monosomy 18p
Orphanet:1918	Fetal minoxidil syndrome
Orphanet:52416	Mantle cell lymphoma
Orphanet:793	SAPHO syndrome
Orphanet:1861	Thoracic dysplasia-hydrocephalus syndrome
Orphanet:169	Ringed hair disease
Orphanet:38	Acrokeratoelastoidosis of Costa
Orphanet:903	Von Willebrand disease
Orphanet:1215	Autosomal dominant optic atrophy plus syndrome
Orphanet:3463	Wolfram syndrome
Orphanet:634	Netherton syndrome
Orphanet:46627	Char syndrome
Orphanet:319218	Ebola hemorrhagic fever
Orphanet:99742	Amish lethal microcephaly
Orphanet:85279	Syndromic X-linked intellectual disability due to JARID1C mutation
Orphanet:2547	Microphthalmia-microtia-fetal akinesia syndrome
Orphanet:85332	X-linked intellectual disability-retinitis pigmentosa syndrome
Orphanet:95626	Acquired central diabetes insipidus
Orphanet:88637	Hypomyelination-hypogonadotropic hypogonadism-hypodontia syndrome
Orphanet:2108	Hallermann-Streiff syndrome
Orphanet:79279	Alpha-N-acetylgalactosaminidase deficiency type 1
Orphanet:99879	Familial isolated hyperparathyroidism
Orphanet:1972	Lethal faciocardiomelic dysplasia
Orphanet:699	Pearson syndrome
Orphanet:3409	Urban-Rogers-Meyer syndrome
Orphanet:485	Kniest dysplasia
Orphanet:3206	Stüve-Wiedemann syndrome
Orphanet:73273	Growth delay due to insulin-like growth factor I resistance
Orphanet:818	Smith-Lemli-Opitz syndrome
Orphanet:1896	EEC syndrome
Orphanet:887	VACTERL/VATER association
Orphanet:851	Paris-Trousseau thrombocytopenia
Orphanet:157850	Pantothenate kinase-associated neurodegeneration
Orphanet:2491	M³llerian duct anomalies-limb anomalies syndrome
Orphanet:1699	Trisomy 12p
Orphanet:841	Sebocystomatosis
Orphanet:15	Achondroplasia
Orphanet:256	Early-onset generalized limb-onset dystonia
Orphanet:2884	Piebaldism
Orphanet:1620	Distal monosomy 3p
Orphanet:739	Prader-Willi syndrome
Orphanet:2267	Ichthyosis-cheek-eyebrow syndrome
Orphanet:2573	Moyamoya disease
Orphanet:1970	Facial dysmorphism-macrocephaly-myopia-Dandy-Walker malformation syndrome
Orphanet:859	Transcobalamin deficiency
Orphanet:2145	Craniosynostosis, Herrmann-Opitz type
Orphanet:261330	Distal 22q11.2 microdeletion syndrome
Orphanet:1448	Ring chromosome 6
Orphanet:139406	Encephalopathy due to prosaposin deficiency
Orphanet:136	CADASIL
Orphanet:846	Alpha-thalassemia
Orphanet:2837	Pellagra-like skin rash-neurological manifestations syndrome
Orphanet:1241	Bencze syndrome
Orphanet:820	Sneddon syndrome
Orphanet:98791	Alpha-thalassemia-intellectual disability syndrome linked to chromosome 16
Orphanet:2835	Pectus excavatum-macrocephaly-dysplastic nails syndrome
Orphanet:231226	Dominant beta-thalassemia
Orphanet:3225	Hearing loss-familial salivary gland insensitivity to aldosterone syndrome
Orphanet:419	Hyperprolinemia type 1
Orphanet:167	Chédiak-Higashi syndrome
Orphanet:724	Idiopathic acute eosinophilic pneumonia
Orphanet:66646	Cutaneous mastocytosis
Orphanet:1055	Fetal left ventricular aneurysm
Orphanet:1262	Böök syndrome
Orphanet:228396	Ptosis-upper ocular movement limitation-absence of lacrimal punctum syndrome
Orphanet:98798	Isochromosomy Yq
Orphanet:1995	Cleft lip-retinopathy syndrome
Orphanet:137658	Microcephaly-intellectual disability-phalangeal and neurological anomalies syndrome
Orphanet:94066	Severe intellectual disability-epilepsy-anal anomalies-distal phalangeal hypoplasia
Orphanet:269	Facioscapulohumeral dystrophy
Orphanet:64	Alström syndrome
Orphanet:59	Allan-Herndon-Dudley syndrome
Orphanet:1933	Mitochondrial DNA depletion syndrome, encephalomyopathic form with methylmalonic aciduria
Orphanet:889	Cutaneous leukocytoclastic angiitis
Orphanet:3318	Essential thrombocythemia
Orphanet:1782	Dysosteosclerosis
Orphanet:385	Neurodegeneration with brain iron accumulation
Orphanet:1876	Oculogastrointestinal muscular dystrophy
Orphanet:91138	Cryoglobulinemic vasculitis
Orphanet:280794	Pseudoxanthomatous diffuse cutaneous mastocytosis
Orphanet:226295	Primary congenital hypothyroidism
Orphanet:1438	Ring chromosome 10
Orphanet:369929	Aldosterone-producing adenoma with seizures and neurological abnormalities
Orphanet:98941	Von Hippel anomaly
Orphanet:1946	Amelo-cerebro-hypohidrotic syndrome
Orphanet:79264	Juvenile neuronal ceroid lipofuscinosis
Orphanet:93383	Brachydactyly type B
Orphanet:1654	Natal teeth-intestinal pseudoobstruction-patent ductus syndrome
Orphanet:1416	Familial calcium pyrophosphate deposition
Orphanet:250923	Isolated aniridia
Orphanet:11	Pentasomy X
Orphanet:2536	Microcornea-glaucoma-absent frontal sinuses syndrome
Orphanet:85212	Fetal Gaucher disease
Orphanet:2162	Holoprosencephaly
Orphanet:261197	Proximal 16p11.2 microdeletion syndrome
Orphanet:52183	Premature chromosome condensation with microcephaly and intellectual disability
Orphanet:1653	Dentin dysplasia
Orphanet:157991	Generalized eruptive histiocytosis
Orphanet:1660	Dermo-odonto dysplasia
Orphanet:1345	Cardiomyopathy-cataract-hip spine disease syndrome
Orphanet:124	Blackfan-Diamond anemia
Orphanet:2639	Fibular aplasia-complex brachydactyly syndrome
Orphanet:1877	Muscular dystrophy-white matter spongiosis syndrome
Orphanet:2637	Microcephalic osteodysplastic primordial dwarfism type II
Orphanet:2856	Persistent Müllerian duct syndrome
Orphanet:970	Hereditary sensory and autonomic neuropathy type 2
Orphanet:90024	Deafness with labyrinthine aplasia, microtia, and microdontia
Orphanet:1216	Autosomal dominant congenital benign spinal muscular atrophy
Orphanet:183	Eosinophilic granulomatosis with polyangiitis
Orphanet:93384	Brachydactyly type C
Orphanet:217390	Combined immunodeficiency due to DOCK8 deficiency
Orphanet:1135	Arrhinia-choanal atresia-microphthalmia syndrome
Orphanet:261279	17q23.1q23.2 microdeletion syndrome
Orphanet:2140	Congenital diaphragmatic hernia
Orphanet:3221	Generalized resistance to thyroid hormone
Orphanet:65250	Perineural cyst
Orphanet:250	Frontonasal dysplasia
Orphanet:2101	Grubben-de Cock-Borghgraef syndrome
Orphanet:1475	Renal coloboma syndrome
