CUI	SAB	CODE	STR
C0410935	HPO	HP:0010537	Widened cranial sutures
C4021251	HPO	HP:0010575	Dysplastic femoral head
C1833328	HPO	HP:0010580	Large epiphyses
C1856911	HPO	HP:0010583	Epiphyseal sclerosis
C0151628	HPO	HP:0010588	Premature closure of epiphyses
C1858732	HPO	HP:0010620	Malar hyperplasia
C0376175	HPO	HP:0010628	Facial nerve paralysis
C4021246	HPO	HP:0010656	Abnormality of the mineralisation or ossification of the epiphyses
C4021237	HPO	HP:0010698	cataracta pulverulenta centralis
C1855755	HPO	HP:0010701	Abnormal serum immunoglobulin levels
C4021234	HPO	HP:0010714	Syndactyly of toes 2, 3 and 4
C0158738	HPO	HP:0010717	Osseous syndactyly of the toes
C4021233	HPO	HP:0010726	Visible corneal nerve fibers
C0235886	HPO	HP:0010741	Leg edema
C1849020	HPO	HP:0010743	Short metatarsals
C4021227	HPO	HP:0010801	Nasolabial crease, hypoplastic
C4021227	HPO	HP:0010801	Nasolabial crease, underdeveloped
C1856202	HPO	HP:0010806	Carp-shaped mouth
C1856202	HPO	HP:0010806	Large, carp-shaped mouth
C0270846	HPO	HP:0010819	drop attacks
C4021221	HPO	HP:0010830	Loss of tactile sensation
C3552821	HPO	HP:0010852	Photoparoxysmal response on EEG
C0037921	HPO	HP:0010871	Spinal ataxia
C0085660	HPO	HP:0010885	Ischemic bone necrosis
C0036310	HPO	HP:0010891	Scheuermann kyphosis
C1861832	HPO	HP:0010926	Fasciculiform cataract
C4021210	HPO	HP:0010948	Abnormality of the fetal circulation system
C4021209	HPO	HP:0010966	abnormality of fatty acid anion
C0678199	HPO	HP:0010972	Anemia, dyserythropoietic
C4021207	HPO	HP:0010993	Abnormality of the cerebral medulla
C0029464	HPO	HP:0011001	Osteosclerosis of bones
C4021205	HPO	HP:0011004	Systemic artery abnormality
C1856660	HPO	HP:0011039	Helix abnormal
C3875321	HPO	HP:0011123	Skin inflammation
C0014553	HPO	HP:0011147	Petit mal seizures
C4021197	HPO	HP:0011233	Conchal shelf
C4021196	HPO	HP:0011237	Antihelix, inferior crus, broad
C4021187	HPO	HP:0011250	Double antitragus
C4021186	HPO	HP:0011251	Hypotrophic antitragus
C4021178	HPO	HP:0011262	Indented helix
C1860819	HPO	HP:0011330	Metopic suture craniosynostosis
C2674502	HPO	HP:0011372	Aplasia of the labyrinth
C0542259	HPO	HP:0011376	Vestibular abnormality
C4021155	HPO	HP:0011384	Abnormality of the internal acoustic meatus
C1858567	HPO	HP:0011481	Abnormality of the lacrimal canaliculus
C4021144	HPO	HP:0011529	Multiple bilateral CHRPE
C4021141	HPO	HP:0011589	Common brachiocephalic trunk
C4021137	HPO	HP:0011608	Type 2 truncus arteriosus
C0152419	HPO	HP:0011611	Atretic transverse aortic arch
C0265879	HPO	HP:0011647	Postductal aortic coarctation
C0003811	HPO	HP:0011675	Arrhythmias
C0003811	HPO	HP:0011675	Cardiac arrhythmia
C0344925	HPO	HP:0011682	Membranous ventricular septal defect
C0221158	HPO	HP:0011701	Ectopic atrial tachycardia
C0155700	HPO	HP:0011708	Mobitz type 2 atrioventricular block
C0341047	HPO	HP:0011801	Hyperplasia of parotid gland
C1860309	HPO	HP:0011824	Chin, H-Shaped Crease
C4021108	HPO	HP:0011940	Anterior wedging of the 12th thoracic vertebra
C0242770	HPO	HP:0011945	Bronchiolitis obliterans organizing pneumonia (BOOP)
C0232466	HPO	HP:0011968	Feeding problems
C0232466	HPO	HP:0011968	Poor feeding
C2675627	HPO	HP:0011985	Discolored, acholic stools
C0029396	HPO	HP:0011986	Ectopic bone formation
C0271710	HPO	HP:0012051	Postprandial hypoglycemia
C0005937	HPO	HP:0012062	Bone cysts
C0040416	HPO	HP:0012074	Adie's tonic pupil
C4021105	HPO	HP:0012086	Abnormal urinary colour
C4021103	HPO	HP:0012092	Abnormal exocrine pancreatic function
C0699791	HPO	HP:0012126	Gastric cancer
C2675993	HPO	HP:0012142	Squamous cell carcinoma of the pancreas
C0271292	HPO	HP:0012155	Reduced corneal sensation
C1696701	HPO	HP:0012166	Dermatillomania
C0040953	HPO	HP:0012167	Trichotillomania
C0019829	HPO	HP:0012189	Hodgkin's lymphoma
C0079731	HPO	HP:0012191	B cell lymphoma
C0266292	HPO	HP:0012210	Renal malformation
C0266292	HPO	HP:0012210	Structural kidney abnormalities
C0266292	HPO	HP:0012210	Structural renal anomalies
C0151746	HPO	HP:0012211	Renal functional abnormality
C0853068	HPO	HP:0012213	Reduced creatinine clearance
C0240412	HPO	HP:0012233	Intramuscular hemorrhage
C0577242	HPO	HP:0012421	Aposthia
C4021088	HPO	HP:0012428	Prominent heel bone
C2931375	HPO	HP:0012478	Temporomandibular joint fusion
C0007722	HPO	HP:0012541	Cephalohaematoma
C4021082	HPO	HP:0012548	Skeletal muscle fatty infiltration
C0027721	HPO	HP:0012579	Minimal change nephropathy
C0042420	HPO	HP:0012668	Neurocardiogenic syncope
C0340854	HPO	HP:0012668	Situational syncope
C0431646	HPO	HP:0012674	Agenesis of the lower vagina
C0426636	HPO	HP:0012701	Fecal urgency
C0158663	HPO	HP:0012730	Absence of tongue
C3805911	HPO	HP:0012796	Elevated cup to disc ratio
C1839832	HPO	HP:0012817	Noncompaction of the ventricular myocardium
C4021064	HPO	HP:0012823	Phenotypic modifier
C0392752	HPO	HP:0012838	Localised
C4021063	HPO	HP:0012846	Multiple trichilemmomas
C4021061	HPO	HP:0012860	Fibrotic testes
C0403824	HPO	HP:0012864	Teratospermia
C0403824	HPO	HP:0012864	Teratozoospermia
C0042341	HPO	HP:0012871	Vaginal varicocele
C0234047	HPO	HP:0012878	Delayed ejaculation
C0266404	HPO	HP:0030008	Cervical aplasia
C4021057	HPO	HP:0030029	Spreading of the fingers
C4021052	HPO	HP:0030125	L5 sacralization
C4021044	HPO	HP:0030210	Anti-MUSK antibodies
C0221237	HPO	HP:0030318	Commissural cheilitis
C0427144	HPO	HP:0040083	Toe-walking
C0033074	HPO	HP:0040113	Presbycusis
C0027809	HPO	HP:0100008	Neurilemmoma
C1862689	HPO	HP:0100015	Spock ear
C0266283	HPO	HP:0100028	Aberrant thyroid
C0744897	HPO	HP:0100247	Recurrent hiccup
C2960760	HPO	HP:0100249	Skeletal muscle calcinosis
C0333463	HPO	HP:0100256	Neuritic plaques
C4021025	HPO	HP:0100266	Carpal and tarsal fusions
C0238154	HPO	HP:0100310	Extradural hematoma
C4021016	HPO	HP:0100351	Camptodactyly of the 5th toe
C4021015	HPO	HP:0100352	Contracture of the distal interphalangeal joint of the second toe
C4021013	HPO	HP:0100367	Short phalanx of the fourth toe
C4021009	HPO	HP:0100384	Aplasia of the proximal phalanx of the 3rd toe
C4021005	HPO	HP:0100392	Short middle phalanx of the third toe
C4020999	HPO	HP:0100398	Duplication of the distal phalanx of the third toe
C4020990	HPO	HP:0100407	Complete duplication of the distal phalanx of the third toe
C4020989	HPO	HP:0100408	Complete duplication of the distal phalanx of the fourth toe
C4020981	HPO	HP:0100418	Partial duplication of the distal phalanx of the fifth toe
C4020979	HPO	HP:0100420	Partial duplication of the middle phalanx of the fourth toe
C4020972	HPO	HP:0100489	Symphalangism of the middle and proximal phalanges of the 2nd toe
C0409348	HPO	HP:0100490	Contractures of the proximal interphalangeal joints of the fingers
C0016412	HPO	HP:0100507	Vitamin B9 deficiency
C0338656	HPO	HP:0100543	Cognitive defects
C0683322	HPO	HP:0100543	Intellectual impairment
C0683322	HPO	HP:0100543	Mental impairment
C0151937	HPO	HP:0100550	Rupture of tendons
C0151937	HPO	HP:0100550	Ruptured tendon
C0027430	HPO	HP:0100582	Nasal polyps
C0034063	HPO	HP:0100598	Lung edema
C0034063	HPO	HP:0100598	Pulmonary oedema
C1868854	HPO	HP:0100600	Prepenile scrotum
C4020962	HPO	HP:0100625	Wide rib cage
C4020962	HPO	HP:0100625	Wide thorax
C0014854	HPO	HP:0100628	Esophageal pouch
C0085582	HPO	HP:0100654	Retrobulbar neuritis
C0266682	HPO	HP:0100657	Kelosomia
C4020956	HPO	HP:0100692	Steep corneal curvature
C0030521	HPO	HP:0100733	Parathyroid neoplasia
C0574044	HPO	HP:0100746	Macrodactyly (hands)
C0345286	HPO	HP:0100752	Anomalous liver lobulation
C0009080	HPO	HP:0100759	Clubbing (hands)
C0266009	HPO	HP:0100783	Absent breast
C0263428	HPO	HP:0100837	Vermiculata atrophoderma
C0266258	HPO	HP:0100839	Liver agenesis
C4020949	HPO	HP:0100851	Abnormal emotion/affect behaviour
C4020938	HPO	HP:0100917	Sclerosis of the proximal phalanges of the hand
C4020935	HPO	HP:0100920	Sclerosis of the phalanges of the 4th finger
C4020933	HPO	HP:0100922	Sclerosis of the phalanges of the thumb
C4020925	HPO	HP:0100946	Sclerosis of the proximal phalanges of the toes
C4020918	HPO	HP:0200000	Dysharmonic skeletal maturation
C1856872	HPO	HP:0200021	Sloping shoulders
C0033117	HPO	HP:0200023	hulseyism
C0241157	HPO	HP:0200039	Pustules
C4020914	HPO	HP:0410000	Defect of vomer
C0262655	HPO	HP:0000010	Urinary tract infections, recurrent
C0266399	HPO	HP:0000013	Rudimentary uterus
C0266423	HPO	HP:0000035	Anomaly of the testes
C0566899	HPO	HP:0000059	Hypoplasia of labia majora
C1844527	HPO	HP:0000060	Hypoplastic clitoris
C1844527	HPO	HP:0000060	Small clitoris
C1840382	HPO	HP:0000069	Abnormality of the ureters
C4021820	HPO	HP:0000080	Genital functional abnormality
C0221353	HPO	HP:0000085	Horseshoe kidneys
C0266295	HPO	HP:0000089	Hypoplastic kidneys
C0687120	HPO	HP:0000090	juvenile nephronophthisis
C0017668	HPO	HP:0000097	Focal and segmental glomerulosclerosis
C0241240	HPO	HP:0000098	Accelerated linear growth
C0017658	HPO	HP:0000099	Glomrulonephritis
C1619700	HPO	HP:0000110	Renal adysplasia
C1567435	HPO	HP:0000113	Enlarged polycystic kidneys
C1839603	HPO	HP:0000114	Proximal tubular defect
C0042063	HPO	HP:0000119	Genitourinary tract anomalies
C0266383	HPO	HP:0000130	Uterine malformations
C0687149	HPO	HP:0000133	Pure gonadal dysgenesis
C0029927	HPO	HP:0000138	Cystic abnormalities of the ovaries
C1856006	HPO	HP:0000145	Transverse vaginal membrane
C1136382	HPO	HP:0000147	Sclerocystic ovaries
C0024433	HPO	HP:0000154	Macrostomia
C0024421	HPO	HP:0000158	Large tongue
C0432103	HPO	HP:0000176	Submucosal cleft palate
C0266122	HPO	HP:0000193	Cleft uvula
C1858569	HPO	HP:0000198	Absent stensen duct
C0426501	HPO	HP:0000200	Short tongue frenulum
C0031900	HPO	HP:0000201	Robin sequence
C1849341	HPO	HP:0000207	Triangular shaped mouth
C0017566	HPO	HP:0000212	Gingival hyperplasia
C1839276	HPO	HP:0000216	Secondary alveolar ridges
C0040412	HPO	HP:0000221	Prominent tongue grooves
C0020255	HPO	HP:0000238	Hydrocephaly
C1850456	HPO	HP:0000253	Microcephaly, postnatal, progressive
C1850456	HPO	HP:0000253	Microcephaly, progressive
C1866134	HPO	HP:0000260	Large anterior fontanel
C0277828	HPO	HP:0000270	Delayed closure of fontanelles
C0277828	HPO	HP:0000270	Delayed closure of the fontanelles
C0277828	HPO	HP:0000270	Delayed fontanelle closure
C0277828	HPO	HP:0000270	Late closure of fontanelle
C0678230	HPO	HP:0000286	Epicanthal fold
C0424448	HPO	HP:0000298	Expressionless face
C0399526	HPO	HP:0000303	Prognathism
C0240310	HPO	HP:0000327	Hypoplastic maxillary bones
C1839758	HPO	HP:0000341	Bitemporal narrowing
C1839758	HPO	HP:0000341	Temporal narrowness
C0240295	HPO	HP:0000347	Mandibular hypoplasia
C1846460	HPO	HP:0000356	Abnormal pinnae
C0339789	HPO	HP:0000365	Congenital deafness
C1861141	HPO	HP:0000370	Middle ear abnormality
C1845447	HPO	HP:0000378	Cup-shaped ears
C1842680	HPO	HP:0000385	Small earlobes
C0395837	HPO	HP:0000402	External auditory canal stenosis
C0747085	HPO	HP:0000403	Multiple episodes of otitis media
C1857079	HPO	HP:0000413	Atretic auditory canal
C1857079	HPO	HP:0000413	Atretic auditory canals
C1866190	HPO	HP:0000413	Atretic external auditory canal
C1866190	HPO	HP:0000413	Atretic external auditory canals
C1866190	HPO	HP:0000413	External auditory meatal atresia
C1834055	HPO	HP:0000430	Alar cartilage hypoplasia
C1834055	HPO	HP:0000430	Hypoplastic alae nasae
C1834055	HPO	HP:0000430	Hypoplastic alae nasi
C1834055	HPO	HP:0000430	Hypoplastic nares
C1849367	HPO	HP:0000431	Broad nasal root
C1859717	HPO	HP:0000437	Flat nasal tip
C1859717	HPO	HP:0000437	Nasal tip, retruded
C0240538	HPO	HP:0000444	Hooked nose
C0426429	HPO	HP:0000455	Nasal tip, wide
C1840077	HPO	HP:0000463	Anteverted nostrils
C0221217	HPO	HP:0000465	Pterygium colli
C1855670	HPO	HP:0000481	Corneal abnormalities
C0423224	HPO	HP:0000490	Deep set eye
C0497202	HPO	HP:0000496	Eye movement abnormalities
C0476397	HPO	HP:0000512	Abnormal electroretinogram (ERG)
C0015300	HPO	HP:0000520	Anterior bulging of the globe
C0015300	HPO	HP:0000520	Ocular proptosis
C0235259	HPO	HP:0000523	Subcapsular cataracts
C1853738	HPO	HP:0000527	Ciliary trichomegaly
C1853738	HPO	HP:0000527	Unusually long eyelashes
C0003119	HPO	HP:0000528	Clinical anophthalmia, unilateral/bilateral
C1839364	HPO	HP:0000529	Progressive vision loss
C1839364	HPO	HP:0000529	Progressive visual impairment
C1832446	HPO	HP:0000535	Thin, sparse eyebrows
C1855685	HPO	HP:0000550	Abolished electroretinogram
C1855685	HPO	HP:0000550	Extinction of electroretinogram
C0014877	HPO	HP:0000565	Convergent strabismus
C1853487	HPO	HP:0000574	Dense eyebrow
C0022906	HPO	HP:0000579	Lacrimal duct obstruction
C0005744	HPO	HP:0000581	Narrow palpebral fissures
C0029131	HPO	HP:0000587	optic nerve abnormalities
C1720037	HPO	HP:0000605	Supranuclear gaze paralysis
C1844605	HPO	HP:0000607	Periorbital wrinkling
C1836393	HPO	HP:0000617	Disrupted ocular pursuit movements
C0423401	HPO	HP:0000631	Retinal artery tortuousity
C1836392	HPO	HP:0000641	Dysmetric eye saccades
C1839025	HPO	HP:0000654	Decreased electroretinogram
C1839025	HPO	HP:0000654	Reduced or abolished electroretinogram
C0431447	HPO	HP:0000664	Unibrow
C0011334	HPO	HP:0000670	Caries
C0239174	HPO	HP:0000684	Delayed teeth eruption
C1844813	HPO	HP:0000687	Wide-spaced teeth
C0024636	HPO	HP:0000689	Malocclusion
C1852504	HPO	HP:0000692	Abnormality of teeth spacing
C1852504	HPO	HP:0000692	Malpositioned teeth
C0233514	HPO	HP:0000708	Psychiatric disorders
C1457883	HPO	HP:0000718	Aggressiveness
C0600104	HPO	HP:0000722	Obsessive compulsive behavior
C0600104	HPO	HP:0000722	Obsessive compulsive disorder
C4021799	HPO	HP:0000723	Restricted behavior
C0038273	HPO	HP:0000733	Stereotypy
C0262630	HPO	HP:0000736	Poor attention span
C0241210	HPO	HP:0000750	Impaired speech development
C4021798	HPO	HP:0000758	Impaired use of nonverbal behaviours
C1860493	HPO	HP:0000766	Pectus deformity
C0392525	HPO	HP:0000787	Kidney stones
C1834931	HPO	HP:0000800	Renal cystic dysplasia
C2367046	HPO	HP:0000823	Delayed puberty (male)
C1864903	HPO	HP:0000825	Hyperinsulinaemic hypoglycaemia
C0854110	HPO	HP:0000831	Insulin resistant diabetes mellitus
C0342491	HPO	HP:0000835	Small adrenal glands
C0020514	HPO	HP:0000870	Hyperprolactinemia
C1846434	HPO	HP:0000882	Small scapula
C1846154	HPO	HP:0000907	Anteriorly splayed ribs
C0152438	HPO	HP:0000912	Sprengel deformity
C4021789	HPO	HP:0000925	Abnormal spine
C1840418	HPO	HP:0000935	Cortical thickening of the long bones
C1840418	HPO	HP:0000935	Thickened cortices of long bones
C2749582	HPO	HP:0000947	Dumbbell widening of long bone metaphyses
C0424731	HPO	HP:0000954	Transverse palmar crease
C0022596	HPO	HP:0000972	Thickened palms and soles
C0241074	HPO	HP:0000974	Skin hyperelasticity
C0027962	HPO	HP:0000995	Melanocytic naevus
C0027962	HPO	HP:0000995	Pigmented naevi
C0424631	HPO	HP:0001002	Little subcutaneous fat
C0162835	HPO	HP:0001010	Hypopigmented skin
C0002985	HPO	HP:0001014	Angiokeratomas
C0241181	HPO	HP:0001030	Skin fragility
C0023309	HPO	HP:0001083	Dislocated lens
C0003742	HPO	HP:0001084	Arcus senilis
C1301509	HPO	HP:0001141	Marked vision impairment
C1301509	HPO	HP:0001141	Severely impaired vision
C0221373	HPO	HP:0001171	Claw hand
C0575897	HPO	HP:0001172	Thumb deformity
C1395852	HPO	HP:0001177	Polydactyly affecting the thumb
C1395852	HPO	HP:0001177	Preaxial polydactyly (hands)
C0426886	HPO	HP:0001182	Tapering fingers
C1844577	HPO	HP:0001187	Hyperextensible digits
C1840535	HPO	HP:0001191	Abnormal carpal bones
C1862158	HPO	HP:0001204	Symphalangism, distal
C1862158	HPO	HP:0001204	Synostosis of distal phalanges
C1835807	HPO	HP:0001212	Persistent fetal fingertip pads
C1841684	HPO	HP:0001216	Delayed maturation of carpal bones
C1857482	HPO	HP:0001238	Narrow fingers
C1857002	HPO	HP:0001241	Capitate-hamate fusions
C1846474	HPO	HP:0001245	Thenar muscle hypoplasia
C0917816	HPO	HP:0001249	Mental deficiency
C0026827	HPO	HP:0001252	Muscle hypotonia
C0026838	HPO	HP:0001257	Muscle spasticity
C0557874	HPO	HP:0001263	Developmental retardation
C0557874	HPO	HP:0001263	Psychomotor developmental delay
C0234985	HPO	HP:0001268	Progressive cognitive decline
C1854301	HPO	HP:0001270	Delay in motor development
C1854301	HPO	HP:0001270	Delayed motor milestones
C1854301	HPO	HP:0001270	Motor developmental delay
C1854301	HPO	HP:0001270	Motor developmental milestones not achieved
C0175754	HPO	HP:0001274	Absent corpus callosum
C0175754	HPO	HP:0001274	Corpus callosum agenesis
C0026826	HPO	HP:0001276	Hypertonicity
C1301959	HPO	HP:0001283	Bulbar weakness
C0278124	HPO	HP:0001284	Absent tendon reflexes
C0575059	HPO	HP:0001285	Spastic quadriparesis
C0575081	HPO	HP:0001288	Gait abnormalities
C1866934	HPO	HP:0001315	Diminished or absent deep tendon reflexes
C1866934	HPO	HP:0001315	Weak or absent deep tendon reflexes
C0742038	HPO	HP:0001317	Cerebellar signs
C0431368	HPO	HP:0001338	Partial agenesis of corpus callosum
C0079541	HPO	HP:0001360	Single brain ventricle
C0010278	HPO	HP:0001363	Early fusion of cranial sutures
C0240083	HPO	HP:0001367	Anomaly of the joints
C0333068	HPO	HP:0001371	Flexion contractures
C1867103	HPO	HP:0001377	Elbow limited extension
C1867103	HPO	HP:0001377	Limitation of elbow extension
C1867103	HPO	HP:0001377	Limited forearm extension
C1844820	HPO	HP:0001382	Increased mobility of joints
C4021780	HPO	HP:0001392	Liver abnormality
C3840083	HPO	HP:0001476	Delayed closure of anterior fontanelle
C0344550	HPO	HP:0001493	Congenital retinal fold
C1855652	HPO	HP:0001511	In utero growth retardation
C1855652	HPO	HP:0001511	Intrauterine growth restriction
C1386048	HPO	HP:0001511	Intrauterine retardation
C1836996	HPO	HP:0001519	Marfanoid body habitus
C1855514	HPO	HP:0001525	Severe postnatal failure to thrive
C0332890	HPO	HP:0001528	Asymmetric limb hypertrophy
C1838705	HPO	HP:0001545	Anus anteposition
C1858033	HPO	HP:0001555	Asymmetric chest
C0235659	HPO	HP:0001558	Fetal hypokinesia
C0266781	HPO	HP:0001560	abnormal amniotic fluid
C1835762	HPO	HP:0001566	Wide upper central incisors
C0581342	HPO	HP:0001582	Redundant skin folds
C4021777	HPO	HP:0001600	Laryngeal abnormalities
C1832690	HPO	HP:0001604	Vocal cord paresis in severe cases
C0018818	HPO	HP:0001629	Ventricular septal defects
C0018802	HPO	HP:0001635	Cardiac insufficiency
C0007193	HPO	HP:0001644	Congestive cardiomyopathy
C0151878	HPO	HP:0001657	Prolong qt interval on ekg
C0149721	HPO	HP:0001712	Left ventricular wall hypertrophy
C1843865	HPO	HP:0001751	Interictal vestibular dysfunction
C4021775	HPO	HP:0001757	High frequency sensorineural hearing impairment
C0016506	HPO	HP:0001760	Abnormal feet morphology
C0016202	HPO	HP:0001763	Flat feet
C1866241	HPO	HP:0001769	Broad feet
C0265660	HPO	HP:0001770	Syndactyly of toes
C0410264	HPO	HP:0001771	Shortening of the achilles tendon
C2674738	HPO	HP:0001780	Abnormalities of the toes
C0150993	HPO	HP:0001803	Nail pitting
C2112129	HPO	HP:0001830	Postaxial polydactyly of feet
C2112129	HPO	HP:0001830	Postaxial polydactyly of foot
C1836195	HPO	HP:0001831	Brachydactyly of the foot
C1836195	HPO	HP:0001831	Short toes
C0576225	HPO	HP:0001833	long feet
C4021774	HPO	HP:0001836	Camptodactyly (feet)
C0432028	HPO	HP:0001839	Ectrodactyly (feet)
C1860450	HPO	HP:0001848	Valgus position of the calcaneus
C1840069	HPO	HP:0001852	Wide space between 1st, 2nd ties
C1840069	HPO	HP:0001852	Widely spaced 1st-2nd toes
C0151854	HPO	HP:0001872	Platelet abnormalities
C0152009	HPO	HP:0001881	Abnormal leukocyte function
C4021769	HPO	HP:0001885	Short second toe
C0857460	HPO	HP:0001894	Increased platelet count
C0687751	HPO	HP:0001927	Red cell acanthocytosis
C1844374	HPO	HP:0001934	Excessive bleeding after minor trauma
C1844374	HPO	HP:0001934	Frequent bleeding with trauma
C0277799	HPO	HP:0001954	Intermittent fever
C0268747	HPO	HP:0001967	Diffuse mesangial sclerosis glomerulopathy
C4021767	HPO	HP:0001975	Reduced level of platelet glycoprotein IIb/IIIa complex
C1112601	HPO	HP:0001986	Hyperosmolar dehydration
C1846288	HPO	HP:0001988	hypoglycaemia, recurrent
C1846288	HPO	HP:0001988	Recurrent hypoglycaemia
C1846288	HPO	HP:0001988	Recurrent hypoglycemic episodes
C0424503	HPO	HP:0001999	Dysmorphic facies
C1839797	HPO	HP:0002002	Prominent philtrum
C0011168	HPO	HP:0002015	Poor swallowing
C0017168	HPO	HP:0002020	Gastroesophageal reflux disease
C0266126	HPO	HP:0002031	Anomaly of the esophagus
C3489393	HPO	HP:0002036	Hiatal hernia
C0024591	HPO	HP:0002047	Malignant hyperthermia with anesthesia
C0268435	HPO	HP:0002049	Renal tubular acidosis, proximal
C0234133	HPO	HP:0002071	Extrapyramidal symptoms
C0344482	HPO	HP:0002079	Hypoplasia of corpus callosum
C0344482	HPO	HP:0002079	Thinning of the corpus callosum
C4021760	HPO	HP:0002088	Abnormality of the lungs
C0265783	HPO	HP:0002089	Hypoplastic lung
C0035229	HPO	HP:0002093	progressive respiratory failure
C0003578	HPO	HP:0002104	Absence of spontaneous respiration
C3278923	HPO	HP:0002119	Dilated cerebral ventricles
C3278923	HPO	HP:0002119	Enlarged ventricles
C3278923	HPO	HP:0002119	Enlarged ventricular system
C0004782	HPO	HP:0002134	Anomaly of the basal ganglia
C0004782	HPO	HP:0002134	Basal ganglia disease
C3806347	HPO	HP:0002160	Homocystinemia
C1849134	HPO	HP:0002166	Distal vibratory impairment of the lower limbs
C0006114	HPO	HP:0002181	Brain oedema
C1837658	HPO	HP:0002194	Gross motor delay
C1838579	HPO	HP:0002200	Pseudobulbar symptoms
C3806482	HPO	HP:0002205	respiratory infections, recurrent
C1858574	HPO	HP:0002215	sparse to absent axillary hair
C0019569	HPO	HP:0002251	Congenital megacolon
C0019569	HPO	HP:0002251	Hirschsprung disease
C0019937	HPO	HP:0002277	Horner's syndrome
C0241816	HPO	HP:0002283	Diffuse brain atrophy
C1849221	HPO	HP:0002286	Light colored hair
C0263505	HPO	HP:0002289	Alopecia, complete
C0221262	HPO	HP:0002290	Patch of white hair
C0520966	HPO	HP:0002311	Difficulties in coordination
C0018681	HPO	HP:0002315	Headaches
C0231686	HPO	HP:0002317	Gait instability
C0234379	HPO	HP:0002322	Tremor at rest
C0026351	HPO	HP:0002342	Mental retardation, moderate
C0086439	HPO	HP:0002375	Decreased spontaneous movement
C4021755	HPO	HP:0002418	Abnormality of the mesencephalon
C0034372	HPO	HP:0002445	Quadriplegia
C0427065	HPO	HP:0002460	Distal muscular weakness
C0427065	HPO	HP:0002460	Muscle weakness, distal
C1295585	HPO	HP:0002495	Decreased vibration sense
C0948163	HPO	HP:0002500	Cerebral white matter abnormalities
C0948163	HPO	HP:0002500	White matter alterations
C0231712	HPO	HP:0002515	'Waddling' gait
C1856694	HPO	HP:0002522	Areflexia of the lower limbs
C0018932	HPO	HP:0002573	Rectal bleeding
C0015732	HPO	HP:0002607	Anal incontinence
C0007570	HPO	HP:0002608	Celiac sprue
C0011818	HPO	HP:0002623	Dextroposition of aorta
C1390474	HPO	HP:0002659	Increased tendency to fractures
C1865200	HPO	HP:0002663	Delayed epiphyseal maturation
C0027708	HPO	HP:0002667	Nephroblastoma
C0030421	HPO	HP:0002668	Carotid body tumors
C0007117	HPO	HP:0002671	Basal cell epithelioma
C1861217	HPO	HP:0002677	Foramen magnum stenosis
C4021754	HPO	HP:0002679	Anomaly of the sella turcica
C1858452	HPO	HP:0002684	Thick calvarium
C1858452	HPO	HP:0002684	Thickened cranium
C0162538	HPO	HP:0002720	Decreased immunoglobulin A
C1859682	HPO	HP:0002738	Underdeveloped frontal sinuses
C0541764	HPO	HP:0002750	Delayed skeletal development
C0016655	HPO	HP:0002757	Multiple spontaneous fractures
C1833752	HPO	HP:0002757	Varying degree of multiple fractures
C0581381	HPO	HP:0002788	Upper respiratory tract infections
C0231835	HPO	HP:0002789	Increased respiratory rate or depth of breathing
C0003886	HPO	HP:0002804	Arthrogryposis, congenital
C1096086	HPO	HP:0002814	Abnormality of the leg
C1855752	HPO	HP:0002843	Defective cellular immunity
C4021748	HPO	HP:0002846	Abnormal B cells
C0576093	HPO	HP:0002857	Knee joint valgus deformity
C0025286	HPO	HP:0002858	Meligioma
C0025286	HPO	HP:0002858	Menigioma
C4021746	HPO	HP:0002867	Iliac abnormalities
C0520680	HPO	HP:0002871	Central apnoea
C3806218	HPO	HP:0002876	Hyperpnea, episodic
C0346647	HPO	HP:0002894	Cancer of the pancreas
C0238463	HPO	HP:0002895	Papillary carcinoma of thyroid
C0027654	HPO	HP:0002898	Embryonal tumors
C1846352	HPO	HP:0002914	Increased urinary chloride
C0162275	HPO	HP:0002919	Ketonaciduria
C1806780	HPO	HP:0002922	Cerebrospinal fluid protein increased
C0857899	HPO	HP:0002924	Decreased aldosterone
C0034345	HPO	HP:0002928	Pyruvate dehydrogenase complex deficiency
C1184919	HPO	HP:0002942	Accentuated thoracic kyphosis
C0263870	HPO	HP:0002945	Narrow intervertebral disc spaces
C1835763	HPO	HP:0002948	Fusion of vertebral bodies
C1835763	HPO	HP:0002948	Vertebral body fusion
C1843386	HPO	HP:0002972	Impaired delayed hypersensitivity
C0158761	HPO	HP:0002974	Fused forearm bones
C0544755	HPO	HP:0002979	Bowed lower limbs
C1837081	HPO	HP:0002982	Bowed tibia
C0685381	HPO	HP:0002984	Hypoplastic radii
C0685381	HPO	HP:0002984	Radial hypoplasia
C0409338	HPO	HP:0002987	Contractures of the elbows
C0409338	HPO	HP:0002987	Elbow contracture
C4021745	HPO	HP:0003011	Muscular abnormality
C4021744	HPO	HP:0003019	Abnormalities of the wrists
C1838662	HPO	HP:0003025	Frayed, irregular, metaphyses
C0549306	HPO	HP:0003027	Mesomelic shortening of limbs
C2720437	HPO	HP:0003042	Dislocations of the elbows
C1840068	HPO	HP:0003065	Hypoplastic patellae
C1839254	HPO	HP:0003090	Small femoral capital epiphyses
C0345375	HPO	HP:0003097	Femoral hypoplasia
C4021741	HPO	HP:0003103	Abnormal compact bone morphology
C4021741	HPO	HP:0003103	Abnormality of cortical bone
