orphanet_code	orphanet_term
Orphanet:2856	Persistent Müllerian duct syndrome
Orphanet:699	Pearson syndrome
Orphanet:2798	Pachygyria-intellectual disability-epilepsy syndrome
Orphanet:2108	Hallermann-Streiff syndrome
Orphanet:167	Chédiak-Higashi syndrome
Orphanet:2985	Pseudoprogeria syndrome
Orphanet:99	Autosomal dominant cerebellar ataxia
Orphanet:2487	Lower limb deficiency-hypospadias syndrome
Orphanet:156177	Retinal ciliopathy due to mutation in Usher gene
Orphanet:3157	Septo-optic dysplasia spectrum
Orphanet:261534	49,XXXYY syndrome
Orphanet:85438	Enthesitis-related juvenile idiopathic arthritis
Orphanet:86788	X-linked severe congenital neutropenia
Orphanet:95409	Acute adrenal insufficiency
Orphanet:79284	Methylmalonic acidemia with homocystinuria type cblF
Orphanet:1144	Arthrogryposis-like hand anomaly-sensorineural deafness syndrome
Orphanet:2331	Kawasaki disease
Orphanet:643	Giant axonal neuropathy
Orphanet:3115	Roussy-Lévy syndrome
Orphanet:1540	Jackson-Weiss syndrome
Orphanet:345	Dissecting cellulitis of the scalp
Orphanet:1713	17p11.2 microduplication syndrome
Orphanet:99877	Familial parathyroid adenoma
Orphanet:3135	Familial Scheuermann disease
Orphanet:2497	Upper limb mesomelic dysplasia
Orphanet:139414	Congenital panfollicular nevus
Orphanet:2720	Oculocerebral hypopigmentation syndrome, Preus type
Orphanet:75389	Brain malformation-congenital heart disease-postaxial polydactyly syndrome
Orphanet:158000	Juvenile xanthogranuloma
Orphanet:371	Glycogen storage disease due to muscle phosphofructokinase deficiency
Orphanet:3307	Tetrasomy 18p
Orphanet:2614	Nail-patella syndrome
Orphanet:370	Glycogen storage disease due to phosphorylase kinase deficiency
Orphanet:564	Meckel syndrome
Orphanet:2889	Pili torti
Orphanet:79402	Generalized junctional epidermolysis bullosa, non-Herlitz type
Orphanet:87503	Mal de Meleda
Orphanet:99872	Hashimoto-Pritzker syndrome
Orphanet:163693	2p21 microdeletion syndrome
Orphanet:797	Sarcoidosis
Orphanet:507	Leishmaniasis
Orphanet:535	Rare cutaneous lupus erythematosus
Orphanet:244310	RFT1-CDG
Orphanet:79283	Methylmalonic acidemia with homocystinuria, type cblD
Orphanet:839	Congenital nephrotic syndrome, Finnish type
Orphanet:97297	Bohring-Opitz syndrome
Orphanet:828	Stickler syndrome
Orphanet:2072	Gaucher disease-ophthalmoplegia-cardiovascular calcification syndrome
Orphanet:1931	Frontal encephalocele
Orphanet:2471	McDonough syndrome
Orphanet:981	Internal carotid agenesis
Orphanet:178303	8q22.1 microdeletion syndrome
Orphanet:405	Familial hypocalciuric hypercalcemia
Orphanet:903	Von Willebrand disease
Orphanet:85284	BRESEK syndrome
Orphanet:79409	Recessive dystrophic epidermolysis bullosa inversa
Orphanet:137608	Segmental outgrowth-lipomatosis-arteriovenous malformation-epidermal nevus syndrome
Orphanet:435638	3p25.3 microdeletion syndrome
Orphanet:1706	Mosaic trisomy 15
Orphanet:2017	Sternal cleft
Orphanet:261318	Trisomy 20p
Orphanet:91349	Non-functioning pituitary adenoma
Orphanet:71289	Radio-ulnar synostosis-amegakaryocytic thrombocytopenia syndrome
Orphanet:99852	Ravine syndrome
Orphanet:3236	Conductive deafness-ptosis-skeletal anomalies syndrome
Orphanet:2267	Ichthyosis-cheek-eyebrow syndrome
Orphanet:2598	Mitochondrial myopathy and sideroblastic anemia
Orphanet:48686	Primary effusion lymphoma
Orphanet:1295	Brachytelephalangy-dysmorphism-Kallmann syndrome
Orphanet:163634	Maffucci syndrome
Orphanet:91348	Functioning gonadotropic adenoma
Orphanet:2442	X-linked lymphoproliferative disease
Orphanet:141096	Supernumerary nostril
Orphanet:202	Crandall syndrome
Orphanet:1937	Eng-Strom syndrome
Orphanet:275543	L1 syndrome
Orphanet:2099	Grix-Blankenship-Peterson syndrome
Orphanet:254509	Iatrogenic botulism
Orphanet:158676	Dystrophic epidermolysis bullosa, nails only
Orphanet:1332	Medullary thyroid carcinoma
Orphanet:79106	Eiken syndrome
Orphanet:895	Waardenburg syndrome type 2
Orphanet:1920	Toluene embryopathy
Orphanet:85202	Keutel syndrome
Orphanet:2928	Polyneuropathy-intellectual disability-acromicria-premature menopause syndrome
Orphanet:97231	Ligneous conjunctivitis
Orphanet:226298	Central congenital hypothyroidism
Orphanet:1802	Ghosal hematodiaphyseal dysplasia
Orphanet:622	Homocystinuria without methylmalonic aciduria
Orphanet:1496	Corpus callosum agenesis-neuronopathy syndrome
Orphanet:580	Mucopolysaccharidosis type 2
Orphanet:1450	Chromosome 8-derived supernumerary ring /marker
Orphanet:412	Hyperlipoproteinemia type 3
Orphanet:2812	Parana hard-skin syndrome
Orphanet:46487	Acquired epidermolysis bullosa
Orphanet:2535	Microcornea-corectopia-macular hypoplasia syndrome
Orphanet:190	Coats disease
Orphanet:2512	Autosomal recessive primary microcephaly
Orphanet:79264	Juvenile neuronal ceroid lipofuscinosis
Orphanet:90153	Mandibuloacral dysplasia with type A lipodystrophy
Orphanet:1765	Dyschondrosteosis-nephritis syndrome
Orphanet:231401	Alpha-thalassemia-myelodysplastic syndrome
Orphanet:97278	PPoma
Orphanet:2182	Hydrocephalus with stenosis of the aqueduct of Sylvius
Orphanet:966	Hypertrichosis-acromegaloid facial appearance syndrome
Orphanet:254504	Inhalational botulism
Orphanet:2444	Congenital pulmonary airway malformation
Orphanet:745	Hereditary thrombophilia due to congenital protein C deficiency
Orphanet:85338	X-linked intellectual disability-ataxia-apraxia syndrome
Orphanet:239	Dyggve-Melchior-Clausen disease
Orphanet:319600	Mendelian susceptibility to mycobacterial diseases due to partial IRF8 deficiency
Orphanet:562	McCune-Albright syndrome
Orphanet:1830	Schimke immuno-osseous dysplasia
Orphanet:2377	Laurence-Moon syndrome
Orphanet:99688	Dermotrichic syndrome
Orphanet:168593	Sudden infant death-dysgenesis of the testes syndrome
Orphanet:97927	Peripheral resistance to thyroid hormones
Orphanet:2776	Autosomal recessive distal osteolysis syndrome
Orphanet:1811	Odontomicronychial dysplasia
Orphanet:63446	Acrocapitofemoral dysplasia
Orphanet:2575	Cystic fibrosis-gastritis-megaloblastic anemia syndrome
Orphanet:71526	Obesity due to pro-opiomelanocortin deficiency
Orphanet:2382	Lennox-Gastaut syndrome
Orphanet:366	Glycogen storage disease due to glycogen debranching enzyme deficiency
Orphanet:92	Juvenile idiopathic arthritis
Orphanet:1008	Alopecia-epilepsy-pyorrhea-intellectual disability syndrome
Orphanet:435628	Keppen-Lubinsky syndrome
Orphanet:1439	Ring chromosome 12
Orphanet:973	Congenital absence/hypoplasia of fingers excluding thumb, unilateral
Orphanet:3380	Trisomy 18
Orphanet:77300	Auricular abnormalities-cleft lip with or without cleft palate-ocular abnormalities syndrome
Orphanet:1505	Short rib-polydactyly syndrome
Orphanet:226316	Genetic transient congenital hypothyroidism
Orphanet:79322	DPM1-CDG
Orphanet:3186	Holoprosencephaly-radial heart renal anomalies syndrome
Orphanet:3346	Tracheal agenesis
Orphanet:1742	Trisomy 5p
Orphanet:97240	Zebra body myopathy
Orphanet:2343	Isolated cloverleaf skull syndrome
Orphanet:1423	Lethal recessive chondrodysplasia
Orphanet:79235	Crigler-Najjar syndrome type 2
Orphanet:1193	Atkin-Flaitz syndrome
Orphanet:3068	Intellectual disability-myopathy-short stature-endocrine defect syndrome
Orphanet:293939	Distal Xq28 microduplication syndrome
Orphanet:90291	Systemic sclerosis
Orphanet:99879	Familial isolated hyperparathyroidism
Orphanet:220493	Joubert syndrome with ocular defect
Orphanet:2216	Maternal hyperthermia induced birth defects
Orphanet:2725	Eye defects-arachnodactyly-cardiopathy syndrome
Orphanet:906	Wiskott-Aldrich syndrome
Orphanet:1665	Sporadic fetal brain disruption sequence
Orphanet:137817	Arachnoiditis
Orphanet:69077	Rhabdoid tumor
Orphanet:52901	Isolated follicle stimulating hormone deficiency
Orphanet:743	Hereditary thrombophilia due to congenital protein S deficiency
Orphanet:2662	Keipert syndrome
Orphanet:71519	Psychogenic movement disorders
Orphanet:1507	Autosomal recessive Robinow syndrome
Orphanet:86914	Lymphedema-cerebral arteriovenous anomaly syndrome
Orphanet:1052	Mosaic variegated aneuploidy syndrome
Orphanet:2750	Orofaciodigital syndrome type 1
Orphanet:2063	Splenogonadal fusion-limb defects-micrognathia syndrome
Orphanet:1891	Intellectual disability-spasticity-ectrodactyly syndrome
Orphanet:83317	Scrub typhus
Orphanet:65	Leber congenital amaurosis
Orphanet:2631	Mesomelic dwarfism-cleft palate-camptodactyly syndrome
Orphanet:783	Rubinstein-Taybi syndrome
Orphanet:3023	External auditory canal atresia-vertical talus-hypertelorism syndrome
Orphanet:2069	Gastrocutaneous syndrome
Orphanet:96201	X small rings
Orphanet:442	Congenital hypothyroidism
Orphanet:628	Diastrophic dwarfism
Orphanet:166011	Multiple epiphyseal dysplasia, Beighton type
Orphanet:352582	Familial infantile myoclonic epilepsy
Orphanet:85273	X-linked intellectual disability, Abidi type
Orphanet:1495	Intellectual disability-hypoplastic corpus callosum-preauricular tag syndrome
Orphanet:280397	Familial Alzheimer-like prion disease
Orphanet:1375	Cataract-hypertrichosis-intellectual disability syndrome
Orphanet:140941	Short stature due to primary acid-labile subunit deficiency
Orphanet:95159	Hepatoerythropoietic porphyria
Orphanet:2204	Dysplastic cortical hyperostosis
Orphanet:1858	Skeletal dysplasia-epilepsy-short stature syndrome
Orphanet:93333	Pelviscapular dysplasia
Orphanet:732	Polymyositis
Orphanet:575	Muckle-Wells syndrome
Orphanet:1799	Familial developmental dysphasia
Orphanet:1037	Arthrogryposis multiplex congenita
Orphanet:90158	Idiopathic localized lipodystrophy
Orphanet:33574	Gamma-glutamylcysteine synthetase deficiency
Orphanet:53721	Cobb syndrome
Orphanet:101078	X-linked Charcot-Marie-Tooth disease type 4
Orphanet:31142	Oral erosive lichen
Orphanet:79503	Ichthyosis hystrix of Curth-Macklin
Orphanet:902	Werner syndrome
Orphanet:2466	MASA syndrome
Orphanet:3104	Robin sequence-oligodactyly syndrome
Orphanet:2067	GAPO syndrome
Orphanet:122	Birt-Hogg-Dubé syndrome
Orphanet:2479	Megalocornea-intellectual disability syndrome
Orphanet:1798	Dysostosis, Stanescu type
Orphanet:1354	Heart defects-limb shortening syndrome
Orphanet:2617	Bird headed-dwarfism, Montreal type
Orphanet:1062	Hereditary neurocutaneous malformation
Orphanet:129	Pseudopelade of Brocq
Orphanet:258	Congenital muscular dystrophy type 1A
Orphanet:319487	Familial papillary or follicular thyroid carcinoma
Orphanet:85408	Rheumatoid factor-negative juvenile idiopathic arthritis
Orphanet:1229	Congenital intrauterine infection-like syndrome
Orphanet:1262	Böök syndrome
Orphanet:79411	Transient bullous dermolysis of the newborn
Orphanet:2547	Microphthalmia-microtia-fetal akinesia syndrome
Orphanet:97332	Kienbock disease
Orphanet:296	Enchondromatosis
Orphanet:238750	4q21 microdeletion syndrome
Orphanet:553	Cushing syndrome
Orphanet:915	Aarskog-Scott syndrome
Orphanet:86919	Keratosis palmaris et plantaris-clinodactyly syndrome
Orphanet:163596	Hb Bart's hydrops fetalis
Orphanet:56044	Carcinoma of gallbladder and extrahepatic biliary tract
Orphanet:2166	Holoprosencephaly-postaxial polydactyly syndrome
Orphanet:3074	Intellectual disability-short stature-hypertelorism syndrome
Orphanet:139491	Hemochromatosis type 4
Orphanet:3143	Autoimmune polyendocrinopathy type 2
Orphanet:94058	Neovascular glaucoma
Orphanet:157991	Generalized eruptive histiocytosis
Orphanet:85318	X-linked intellectual disability-precocious puberty-obesity syndrome
Orphanet:1132	Aortic arch defects
Orphanet:2615	Nakajo-Nishimura syndrome
Orphanet:33001	Lymphedema-distichiasis syndrome
Orphanet:93304	Autosomal dominant brachyolmia
Orphanet:99812	LIG4 syndrome
Orphanet:329329	Autosomal recessive frontotemporal pachygyria
Orphanet:91385	Acquired angioedema
Orphanet:1131	X-linked mandibulofacial dysostosis
Orphanet:140905	Hyperlipidemia due to hepatic triglyceride lipase deficiency
Orphanet:93403	Syndactyly type 2
Orphanet:228371	Foodborne botulism
Orphanet:2498	Syndactyly type 8
Orphanet:63	Alport syndrome
Orphanet:2078	Geroderma osteodysplastica
Orphanet:98849	Systemic mastocytosis with an associated clonal hematologic non-mast cell lineage disease
Orphanet:2822	Autosomal recessive spastic paraplegia type 11
Orphanet:227	Diphallia
Orphanet:2908	Kindler syndrome
Orphanet:85168	Craniofacial conodysplasia
Orphanet:139436	Multicentric reticulohistiocytosis
Orphanet:99329	48,XYYY syndrome
Orphanet:1885	Isolated ectopia lentis
Orphanet:234	Dubin-Johnson syndrome
Orphanet:1705	Distal trisomy 14q
Orphanet:2773	Osteogenesis imperfecta-retinopathy-seizures-intellectual disability syndrome
Orphanet:156	Carnitine palmitoyl transferase 1A deficiency
Orphanet:808	Seckel syndrome
Orphanet:2118	Hawkinsinuria
Orphanet:2119	HEC syndrome
Orphanet:2701	Noonan syndrome-like disorder with loose anagen hair
Orphanet:166	Charcot-Marie-Tooth disease
Orphanet:399	Huntington disease
Orphanet:626	Large congenital melanocytic nevus
Orphanet:93256	Fragile X-associated tremor/ataxia syndrome
Orphanet:957	Acropectorovertebral dysplasia
Orphanet:124	Blackfan-Diamond anemia
Orphanet:276630	Symptomatic form of Coffin-Lowry syndrome in female carriers
Orphanet:69735	Hypotrichosis-lymphedema-telangiectasia-renal defect syndrome
Orphanet:3193	Supravalvular aortic stenosis
Orphanet:1074	Ankyloblepharon filiforme-imperforate anus syndrome
Orphanet:3035	Growth delay-hydrocephaly-lung hypoplasia syndrome
Orphanet:720	Pili bifurcati
Orphanet:99798	Oligodontia
Orphanet:261112	Monosomy 9p
Orphanet:757	Pseudohypoaldosteronism type 2
Orphanet:53697	Gnathodiaphyseal dysplasia
Orphanet:178478	Infant botulism
Orphanet:93351	Spondyloepimetaphyseal dysplasia, Irapa type
Orphanet:156156	Lipoatrophy with diabetes, leukomelanodermic papules, liver steatosis, and hypertrophic cardiomyopathy
Orphanet:99826	Marburg hemorrhagic fever
Orphanet:2963	Progeroid syndrome, Petty type
Orphanet:50918	Kikuchi-Fujimoto disease
Orphanet:3151	Multiple sclerosis-ichthyosis-factor VIII deficiency syndrome
Orphanet:139411	Carney triad
Orphanet:93298	Achondrogenesis type 1B
Orphanet:1570	Symbrachydactyly of hands and feet
Orphanet:98697	Genetic keratinization disorder associated with ocular features
Orphanet:85166	Platyspondylic dysplasia, Torrance type
Orphanet:158022	Progressive nodular histiocytosis
Orphanet:3180	Spondylocamptodactyly syndrome
Orphanet:436	Hypophosphatasia
Orphanet:2145	Craniosynostosis, Herrmann-Opitz type
Orphanet:935	Short-limb skeletal dysplasia with severe combined immunodeficiency
Orphanet:587	Muir-Torre syndrome
Orphanet:280785	Bullous diffuse cutaneous mastocytosis
Orphanet:1532	Gómez-López-Hernández syndrome
Orphanet:82004	Ehlers-Danlos syndrome with periventricular heterotopia
Orphanet:1878	Autosomal recessive limb-girdle muscular dystrophy type 2H
Orphanet:1716	Distal trisomy 18q
Orphanet:3103	Roberts syndrome
Orphanet:238606	Primary orthostatic tremor
Orphanet:90023	Primary immunodeficiency syndrome due to p14 deficiency
Orphanet:617	Congenital primary megaureter
Orphanet:770	Rabies
Orphanet:485	Kniest dysplasia
Orphanet:231154	Combined immunodeficiency due to partial RAG1 deficiency
Orphanet:99824	Lassa fever
Orphanet:2045	FLOTCH syndrome
Orphanet:2432	Macrosomia-microphthalmia-cleft palate syndrome
Orphanet:750	Pseudoachondroplasia
Orphanet:216	Neuronal ceroid lipofuscinosis
Orphanet:84085	Hinman syndrome
Orphanet:666	Osteogenesis imperfecta
Orphanet:29	Mevalonic aciduria
Orphanet:83	Antley-Bixler syndrome
Orphanet:929	Achalasia-microcephaly syndrome
Orphanet:503	Autosomal dominant Larsen syndrome
Orphanet:99969	Pleomorphic liposarcoma
Orphanet:253	Spondyloepiphyseal dysplasia and spondyloepimetaphyseal dysplasia
Orphanet:2501	Metaphyseal chondrodysplasia, Spahr type
Orphanet:93947	X-linked intellectual disability, Golabi-Ito-Hall type
Orphanet:1276	Brachydactyly-arterial hypertension syndrome
Orphanet:3287	Takayasu arteritis
Orphanet:373	Simpson-Golabi-Behmel syndrome
Orphanet:905	Wilson disease
Orphanet:90154	Mandibuloacral dysplasia with type B lipodystrophy
Orphanet:210122	Congenital alveolar capillary dysplasia
Orphanet:96125	Distal monosomy 6p
Orphanet:90348	Autosomal dominant cutis laxa
Orphanet:158681	Epidermolysis bullosa simplex with circinate migratory erythema
Orphanet:3449	Weill-Marchesani syndrome
Orphanet:158687	Lethal acantholytic epidermolysis bullosa
Orphanet:2001	Cleft lip/palate-intestinal malrotation-cardiopathy syndrome
Orphanet:93260	Pfeiffer syndrome type 3
Orphanet:314795	SHOX-related short stature
Orphanet:840	Syringocystadenoma papilliferum
Orphanet:1256	Blepharophimosis-radioulnar synostosis syndrome
Orphanet:97283	Somatostatinoma
Orphanet:93946	Hamel cerebro-palato-cardiac syndrome
Orphanet:163746	Neurologic Waardenburg-Shah syndrome
Orphanet:55654	Hypotrichosis simplex
Orphanet:93396	Brachydactyly type A2
Orphanet:89838	KRT14-related epidermolysis bullosa simplex
Orphanet:3286	Catecholaminergic polymorphic ventricular tachycardia
Orphanet:95699	Congenital adrenal hyperplasia due to cytochrome P450 oxidoreductase deficiency
Orphanet:36913	Autoimmune hypoparathyroidism
Orphanet:498	Keratosis pilaris atrophicans
Orphanet:1203	Duodenal atresia
Orphanet:512	Metachromatic leukodystrophy
Orphanet:79084	Familial partial lipodystrophy, Köbberling type
Orphanet:1397	Cerebellum agenesis-hydrocephaly syndrome
Orphanet:324723	ABeta amyloidosis, Arctic type
Orphanet:1225	Baller-Gerold syndrome
Orphanet:1519	Hypertelorism, Teebi type
Orphanet:87876	Sialidosis type 2
Orphanet:775	X-linked intellectual disability, Martinez type
Orphanet:1756	Caudal duplication
Orphanet:79406	Late-onset junctional epidermolysis bullosa
Orphanet:2491	Müllerian duct anomalies-limb anomalies syndrome
Orphanet:531	Miller-Dieker syndrome
Orphanet:1380	Cataract-nephropathy-encephalopathy syndrome
Orphanet:99742	Amish lethal microcephaly
Orphanet:261295	20p12.3 microdeletion syndrome
Orphanet:89839	Epidermolysis bullosa simplex superficialis
Orphanet:261279	17q23.1q23.2 microdeletion syndrome
Orphanet:48104	Pyoderma gangrenosum
Orphanet:158029	Sea-blue histiocytosis
Orphanet:529	Roch-Leri mesosomatous lipomatosis
Orphanet:90794	Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency
Orphanet:1880	Ebstein malformation
Orphanet:100924	Porphyria due to ALA dehydratase deficiency
Orphanet:251046	6p22 microdeletion syndrome
Orphanet:999	Ermine phenotype
Orphanet:53271	Muenke syndrome
Orphanet:199318	15q13.3 microdeletion syndrome
Orphanet:408	Isolated glycerol kinase deficiency
Orphanet:3188	Congenital pulmonary veins atresia or stenosis
Orphanet:805	Tuberous sclerosis complex
Orphanet:225	Maternally-inherited diabetes and deafness
Orphanet:98895	Becker muscular dystrophy
Orphanet:94090	Pseudohypoparathyroidism type 2
Orphanet:86818	Alport syndrome-intellectual disability-midface hypoplasia-elliptocytosis syndrome
Orphanet:2248	Hypoplastic left heart syndrome
Orphanet:2345	Isolated Klippel-Feil syndrome
Orphanet:1767	Familial progressive vestibulocochlear dysfunction
Orphanet:58	Alexander disease
Orphanet:262	Duchenne and Becker muscular dystrophy
Orphanet:281122	Self-healing collodion baby
Orphanet:93302	Brachyolmia, Maroteaux type
Orphanet:1359	Carney complex
Orphanet:79276	Acute intermittent porphyria
Orphanet:2582	Myalgia-eosinophilia syndrome associated with tryptophan
Orphanet:2123	Diffuse neonatal hemangiomatosis
Orphanet:1566	Dandy-Walker malformation-postaxial polydactyly syndrome
Orphanet:2742	Ophthalmoplegia-myalgia-tubular aggregates syndrome
Orphanet:1200	Choanal atresia-hearing loss-cardiac defects-craniofacial dysmorphism syndrome
Orphanet:79263	Infantile neuronal ceroid lipofuscinosis
Orphanet:87	Apert syndrome
Orphanet:50944	Schöpf-Schulz-Passarge syndrome
Orphanet:79474	Atypical Werner syndrome
Orphanet:1506	Thin ribs-tubular bones-dysmorphism syndrome
Orphanet:1438	Ring chromosome 10
Orphanet:99967	Myxoid/round cell liposarcoma
Orphanet:66628	Obesity due to congenital leptin deficiency
Orphanet:99892	ACTH-dependent Cushing syndrome
Orphanet:314918	Mild Canavan disease
Orphanet:391665	Homozygous familial hypercholesterolemia
Orphanet:3366	Isolated trigonocephaly
Orphanet:718	Isolated Pierre Robin syndrome
Orphanet:2850	Alopecia-intellectual disability syndrome
Orphanet:98848	Indolent systemic mastocytosis
Orphanet:549	Legionellosis
Orphanet:2158	Histidinuria-renal tubular defect syndrome
Orphanet:99745	Typhoid
Orphanet:1548	Cryptorchidism-arachnodactyly-intellectual disability syndrome
Orphanet:634	Netherton syndrome
Orphanet:205	Crigler-Najjar syndrome
Orphanet:1513	Craniodiaphyseal dysplasia
Orphanet:444051	20q11.2 microdeletion syndrome
Orphanet:2028	Juvenile hyaline fibromatosis
Orphanet:100084	Middle ear neuroendocrine tumor
Orphanet:435	Ito hypomelanosis
Orphanet:425	Apolipoprotein A-I deficiency
Orphanet:1338	Heart defect-tongue hamartoma-polysyndactyly syndrome
Orphanet:73273	Growth delay due to insulin-like growth factor I resistance
Orphanet:2238	Familial isolated hypoparathyroidism
Orphanet:79087	Partial acquired lipodystrophy
Orphanet:2013	Cleft palate-large ears-small head syndrome
Orphanet:381	Griscelli disease
Orphanet:3164	Omphalocele syndrome, Shprintzen-Goldberg type
Orphanet:300373	Familial infantile gigantism
Orphanet:1455	Autosomal dominant coarctation of aorta
Orphanet:60030	Loeys-Dietz syndrome
Orphanet:2111	Cystic hamartoma of lung and kidney
Orphanet:717	Catecholamine-producing tumor
Orphanet:93160	Hypocalcemic vitamin D-resistant rickets
Orphanet:1168	Ataxia-oculomotor apraxia type 1
Orphanet:286	Ehlers-Danlos syndrome, vascular type
Orphanet:329228	Microcephalic primordial dwarfism due to ZNF335 deficiency
Orphanet:2057	Blepharophimosis-ptosis-esotropia-syndactyly-short stature syndrome
Orphanet:480	Kearns-Sayre syndrome
Orphanet:163971	X-linked intellectual disability, Cilliers type
Orphanet:79314	L-2-hydroxyglutaric aciduria
Orphanet:99000	Adult-onset foveomacular vitelliform dystrophy
Orphanet:96264	49,XXXXY syndrome
Orphanet:227990	Autoimmune polyendocrinopathy type 4
Orphanet:2379	Early-onset parkinsonism-intellectual disability syndrome
Orphanet:85164	Camptodactyly-tall stature-scoliosis-hearing loss syndrome
Orphanet:139466	SERKAL syndrome
Orphanet:1266	Dermato-cardio-skeletal syndrome, Borrone type
Orphanet:263534	Acral peeling skin syndrome
Orphanet:166119	Isolated osteopoikilosis
Orphanet:99828	Dengue fever
Orphanet:99971	Well-differentiated liposarcoma
Orphanet:168	Loose anagen syndrome
Orphanet:91350	Pituitary deficiency due to Rathke's pouch cysts
Orphanet:598	Multiminicore myopathy
Orphanet:3375	Trisomy X
Orphanet:91130	Cardiomyopathy-hypotonia-lactic acidosis syndrome
Orphanet:2007	Alar cartilages hypoplasia-coloboma-telecanthus syndrome
Orphanet:91132	Ichthyosis-hypotrichosis syndrome
Orphanet:291	Congenital varicella syndrome
Orphanet:1807	Focal facial dermal dysplasia type III
Orphanet:55	Oculocutaneous albinism
Orphanet:3050	Intellectual disability-hypotonia-skin hyperpigmentation syndrome
Orphanet:231178	Usher syndrome type 2
Orphanet:261290	Trisomy 17p
Orphanet:610	Bethlem myopathy
Orphanet:293987	Rapid-onset childhood obesity-hypothalamic dysfunction-hypoventilation-autonomic dysregulation syndrome
Orphanet:3312	Thalidomide embryopathy
Orphanet:1178	Ataxia-tapetoretinal degeneration syndrome
Orphanet:868	Triose phosphate-isomerase deficiency
Orphanet:1809	Hidrotic ectodermal dysplasia, Halal type
Orphanet:31150	Tangier disease
Orphanet:33110	Autosomal agammaglobulinemia
Orphanet:2311	Autosomal recessive spondylocostal dysostosis
Orphanet:79434	Oculocutaneous albinism type 1B
Orphanet:2233	Hypogonadism-mitral valve prolapse-intellectual disability syndrome
Orphanet:217385	17p13.3 microduplication syndrome
Orphanet:96092	8p inverted duplication/deletion syndrome
Orphanet:79142	Familial Dupuytren contracture
Orphanet:682	Hyperkalemic periodic paralysis
Orphanet:3456	Wildervanck syndrome
Orphanet:3361	Trichodysplasia-xeroderma syndrome
Orphanet:1425	Desbuquois syndrome
Orphanet:2745	Opitz G/BBB syndrome
Orphanet:48818	Aceruloplasminemia
Orphanet:281	Monosomy 5p
Orphanet:365	Glycogen storage disease due to acid maltase deficiency
Orphanet:209943	IRVAN syndrome
Orphanet:90796	46,XY disorder of sex development due to isolated 17,20-lyase deficiency
Orphanet:97285	Thyroid lymphoma
Orphanet:352649	Brain dopamine-serotonin vesicular transport disease
Orphanet:3386	American trypanosomiasis
Orphanet:1110	Aortic arch anomaly-peculiar facies-intellectual disability syndrome
Orphanet:324708	ABeta amyloidosis, Iowa type
Orphanet:324	Fabry disease
Orphanet:1529	Craniofacial-deafness-hand syndrome
Orphanet:2026	Gingival fibromatosis-hypertrichosis syndrome
Orphanet:1195	Congenital atransferrinemia
Orphanet:98428	Secondary polycythemia
Orphanet:2091	Multinodular goiter-cystic kidney-polydactyly syndrome
Orphanet:168811	Malignant peritoneal mesothelioma
Orphanet:14	Abetalipoproteinemia
Orphanet:247691	Retinal vasculopathy and cerebral leukoencephalopathy
Orphanet:293807	Ketamine-induced biliary dilatation
Orphanet:1860	Thanatophoric dysplasia type 1
Orphanet:287	Ehlers-Danlos syndrome, classic type
Orphanet:1487	Cooks syndrome
Orphanet:1515	Cranioectodermal dysplasia
Orphanet:435660	LIPE-related familial partial lipodystrophy
Orphanet:96168	Monosomy 13q34
Orphanet:2833	Stiff skin syndrome
Orphanet:226	Dihydropteridine reductase deficiency
Orphanet:79321	ALG3-CDG
Orphanet:724	Idiopathic acute eosinophilic pneumonia
Orphanet:139402	Drug rash with eosinophilia and systemic symptoms
Orphanet:99825	Nipah virus disease
Orphanet:40	Acromesomelic dysplasia, Maroteaux type
Orphanet:2719	Oculocerebral hypopigmentation syndrome, Cross type
Orphanet:2772	Congenital osteogenesis imperfecta-microcephaly-cataracts syndrome
Orphanet:2064	Posterior fusion of lumbosacral vertebrae-blepharoptosis syndrome
Orphanet:2239	Familial isolated hypoparathyroidism due to agenesis of parathyroid gland
Orphanet:220393	Diffuse cutaneous systemic sclerosis
Orphanet:2578	Mayer-Rokitansky-Küster-Hauser syndrome type 2
Orphanet:1296	Lambert syndrome
Orphanet:329249	Severe early-onset obesity-insulin resistance syndrome due to SH2B1 deficiency
Orphanet:2634	Mesomelic dwarfism, Reinhardt-Pfeiffer type
Orphanet:31709	Infantile convulsions and choreoathetosis
Orphanet:183660	Severe combined immunodeficiency
Orphanet:1913	Fetal trimethadione syndrome
Orphanet:210128	Urocanic aciduria
Orphanet:1571	Knobloch syndrome
Orphanet:444	Marie Unna hereditary hypotrichosis
Orphanet:99734	Myotonia fluctuans
Orphanet:95713	Athyreosis
Orphanet:2021	Fibrochondrogenesis
Orphanet:99978	Klatskin tumor
Orphanet:96253	Cushing disease
Orphanet:1801	Kyphomelic dysplasia
Orphanet:3303	Tetralogy of Fallot
Orphanet:487	Krabbe disease
Orphanet:1488	Cooper-Jabs syndrome
Orphanet:737	Porokeratosis plantaris palmaris et disseminata
Orphanet:93929	Cloacal exstrophy
Orphanet:77	Aniridia
Orphanet:231393	Beta-thalassemia-X-linked thrombocytopenia syndrome
Orphanet:79430	Hermansky-Pudlak syndrome
Orphanet:2837	Pellagra-like skin rash-neurological manifestations syndrome
Orphanet:276556	Hyperinsulinism due to UCP2 deficiency
Orphanet:827	Stargardt disease
Orphanet:526	Liddle syndrome
