orphanet_code	orphanet_term	orphanet_gene_id	gene_orphanumber	gene_name	gene_type	gene_symbol	dga_type	dga_status
Orphanet:35708	Aromatic L-amino acid decarboxylase deficiency	15856	121047	dopa decarboxylase	gene with protein product	DDC	Disease-causing germline mutation(s) in	Assessed
Orphanet:35701	3-hydroxy-3-methylglutaryl-CoA synthase deficiency	16209	122453	3-hydroxy-3-methylglutaryl-CoA synthase 2	gene with protein product	HMGCS2	Disease-causing germline mutation(s) (loss of function) in	Assessed
Orphanet:35664	ALDH18A1-related De Barsy syndrome	15486	119578	aldehyde dehydrogenase 18 family member A1	gene with protein product	ALDH18A1	Disease-causing germline mutation(s) in	Assessed
Orphanet:35120	Hemolytic anemia due to pyrimidine 5' nucleotidase deficiency	16580	123953	5'-nucleotidase, cytosolic IIIA	gene with protein product	NT5C3A	Disease-causing germline mutation(s) in	Assessed
Orphanet:35107	Desmosterolosis	15861	121062	24-dehydrocholesterol reductase	gene with protein product	DHCR24	Disease-causing germline mutation(s) in	Assessed
Orphanet:35099	Isolated brachycephaly	15676	120345	twist family bHLH transcription factor 1	gene with protein product	TWIST1	Disease-causing germline mutation(s) in	Assessed
Orphanet:35099	Isolated brachycephaly	15743	120606	Zic family member 1	gene with protein product	ZIC1	Disease-causing germline mutation(s) (gain of function) in	Assessed
Orphanet:35099	Isolated brachycephaly	16047	121815	fibroblast growth factor receptor 3	gene with protein product	FGFR3	Disease-causing germline mutation(s) in	Assessed
Orphanet:35099	Isolated brachycephaly	21977	330703	transcription factor 12	gene with protein product	TCF12	Disease-causing germline mutation(s) (loss of function) in	Assessed
Orphanet:35098	Isolated plagiocephaly	15676	120345	twist family bHLH transcription factor 1	gene with protein product	TWIST1	Disease-causing germline mutation(s) in	Assessed
Orphanet:35098	Isolated plagiocephaly	15743	120606	Zic family member 1	gene with protein product	ZIC1	Disease-causing germline mutation(s) (gain of function) in	Assessed
Orphanet:35098	Isolated plagiocephaly	16047	121815	fibroblast growth factor receptor 3	gene with protein product	FGFR3	Disease-causing germline mutation(s) in	Assessed
Orphanet:35098	Isolated plagiocephaly	21977	330703	transcription factor 12	gene with protein product	TCF12	Disease-causing germline mutation(s) (loss of function) in	Assessed
Orphanet:36412	Hypocomplementemic urticarial vasculitis	20797	291856	deoxyribonuclease 1 like 3	gene with protein product	DNASE1L3	Disease-causing germline mutation(s) (loss of function) in	Assessed
Orphanet:36367	Distal monosomy 1q	22497	370418	zinc finger and BTB domain containing 18	gene with protein product	ZBTB18	Role in the phenotype of	Not yet assessed
Orphanet:36383	COL4A1-related familial vascular leukoencephalopathy	15771	120716	collagen type IV alpha 1 chain	gene with protein product	COL4A1	Disease-causing germline mutation(s) in	Not yet assessed
Orphanet:36386	Hereditary sensory and autonomic neuropathy type 1	15547	119821	atlastin GTPase 1	gene with protein product	ATL1	Disease-causing germline mutation(s) in	Assessed
Orphanet:36386	Hereditary sensory and autonomic neuropathy type 1	15555	119854	serine palmitoyltransferase long chain base subunit 1	gene with protein product	SPTLC1	Disease-causing germline mutation(s) in	Assessed
Orphanet:36386	Hereditary sensory and autonomic neuropathy type 1	19488	244400	serine palmitoyltransferase long chain base subunit 2	gene with protein product	SPTLC2	Disease-causing germline mutation(s) in	Assessed
Orphanet:36386	Hereditary sensory and autonomic neuropathy type 1	22655	392307	atlastin GTPase 3	gene with protein product	ATL3	Disease-causing germline mutation(s) in	Assessed
Orphanet:35878	Hyperinsulinism-hyperammonemia syndrome	16145	122188	glutamate dehydrogenase 1	gene with protein product	GLUD1	Disease-causing germline mutation(s) in	Assessed
Orphanet:35858	Gräsbeck-Imerslund disease	15824	120903	cubilin	gene with protein product	CUBN	Disease-causing germline mutation(s) in	Assessed
Orphanet:35858	Gräsbeck-Imerslund disease	16814	138568	amnion associated transmembrane protein	gene with protein product	AMN	Disease-causing germline mutation(s) in	Assessed
Orphanet:35909	Combined deficiency of factor V and factor VIII	16362	123076	lectin, mannose binding 1	gene with protein product	LMAN1	Disease-causing germline mutation(s) (loss of function) in	Assessed
Orphanet:35909	Combined deficiency of factor V and factor VIII	16385	123170	multiple coagulation factor deficiency 2	gene with protein product	MCFD2	Disease-causing germline mutation(s) in	Assessed
Orphanet:33572	5-oxoprolinase deficiency	21075	297456	5-oxoprolinase (ATP-hydrolysing)	gene with protein product	OPLAH	Disease-causing germline mutation(s) in	Assessed
Orphanet:33445	Neuroectodermal melanolysosomal disease	16508	123645	myosin VA	gene with protein product	MYO5A	Disease-causing germline mutation(s) in	Assessed
Orphanet:34217	Naxos disease	16283	122744	junction plakoglobin	gene with protein product	JUP	Disease-causing germline mutation(s) in	Assessed
Orphanet:33574	Gamma-glutamylcysteine synthetase deficiency	16111	122057	glutamate-cysteine ligase catalytic subunit	gene with protein product	GCLC	Disease-causing germline mutation(s) in	Assessed
Orphanet:33573	Gamma-glutamyl transpeptidase deficiency	16120	122086	gamma-glutamyltransferase 1	gene with protein product	GGT1	Disease-causing germline mutation(s) in	Not yet assessed
Orphanet:33110	Autosomal agammaglobulinemia	16247	122591	immunoglobulin heavy constant mu	gene with protein product	IGHM	Disease-causing germline mutation(s) in	Assessed
Orphanet:33110	Autosomal agammaglobulinemia	16249	122598	immunoglobulin lambda like polypeptide 1	gene with protein product	IGLL1	Disease-causing germline mutation(s) in	Assessed
Orphanet:33110	Autosomal agammaglobulinemia	16374	123129	leucine rich repeat containing 8 family member A	gene with protein product	LRRC8A	Disease-causing germline mutation(s) in	Assessed
Orphanet:33110	Autosomal agammaglobulinemia	17918	171640	transcription factor 3	gene with protein product	TCF3	Disease-causing germline mutation(s) in	Assessed
Orphanet:33110	Autosomal agammaglobulinemia	18956	221180	CD79a molecule	gene with protein product	CD79A	Disease-causing germline mutation(s) in	Assessed
Orphanet:33110	Autosomal agammaglobulinemia	19255	236967	CD79b molecule	gene with protein product	CD79B	Disease-causing germline mutation(s) in	Assessed
Orphanet:33110	Autosomal agammaglobulinemia	19256	236971	B-cell linker	gene with protein product	BLNK	Disease-causing germline mutation(s) in	Assessed
Orphanet:33110	Autosomal agammaglobulinemia	22044	352217	phosphoinositide-3-kinase regulatory subunit 1	gene with protein product	PIK3R1	Disease-causing germline mutation(s) in	Assessed
Orphanet:33108	Lethal multiple pterygium syndrome	15187	118222	receptor associated protein of the synapse	gene with protein product	RAPSN	Candidate gene tested in	Not yet assessed
Orphanet:33108	Lethal multiple pterygium syndrome	15237	118437	ryanodine receptor 1	gene with protein product	RYR1	Disease-causing germline mutation(s) in	Assessed
Orphanet:33108	Lethal multiple pterygium syndrome	15447	119411	cholinergic receptor nicotinic alpha 1 subunit	gene with protein product	CHRNA1	Disease-causing germline mutation(s) in	Assessed
Orphanet:33108	Lethal multiple pterygium syndrome	15450	119422	cholinergic receptor nicotinic delta subunit	gene with protein product	CHRND	Disease-causing germline mutation(s) in	Assessed
Orphanet:33108	Lethal multiple pterygium syndrome	15452	119428	cholinergic receptor nicotinic gamma subunit	gene with protein product	CHRNG	Disease-causing germline mutation(s) in	Assessed
Orphanet:33067	Metaphyseal chondrodysplasia, Jansen type	15169	118140	parathyroid hormone 1 receptor	gene with protein product	PTH1R	Disease-causing germline mutation(s) (gain of function) in	Assessed
Orphanet:33001	Lymphedema-distichiasis syndrome	16065	121891	forkhead box C2	gene with protein product	FOXC2	Disease-causing germline mutation(s) in	Assessed
Orphanet:33226	Waldenström macroglobulinemia	18435	201114	myeloid differentiation primary response 88	gene with protein product	MYD88	Disease-causing somatic mutation(s) in	Not yet assessed
Orphanet:35069	Infantile neuroaxonal dystrophy	15105	117873	phospholipase A2 group VI	gene with protein product	PLA2G6	Disease-causing germline mutation(s) in	Assessed
Orphanet:35093	Isolated scaphocephaly	15506	119647	ALX homeobox 4	gene with protein product	ALX4	Major susceptibility factor in	Assessed
Orphanet:35093	Isolated scaphocephaly	15676	120345	twist family bHLH transcription factor 1	gene with protein product	TWIST1	Disease-causing germline mutation(s) in	Assessed
Orphanet:35093	Isolated scaphocephaly	22034	332108	ETS2 repressor factor	gene with protein product	ERF	Disease-causing germline mutation(s) (loss of function) in	Assessed
Orphanet:35078	T-B+ severe combined immunodeficiency due to JAK3 deficiency	16280	122729	Janus kinase 3	gene with protein product	JAK3	Disease-causing germline mutation(s) in	Assessed
Orphanet:34516	Autosomal dominant limb-girdle muscular dystrophy type 1D	21069	296684	DnaJ heat shock protein family (Hsp40) member B6	gene with protein product	DNAJB6	Disease-causing germline mutation(s) in	Assessed
Orphanet:34527	Familial primary hypomagnesemia with normocalciuria and normocalcemia	18428	201089	epidermal growth factor	gene with protein product	EGF	Disease-causing germline mutation(s) in	Assessed
Orphanet:34527	Familial primary hypomagnesemia with normocalciuria and normocalcemia	21422	311068	cyclin and CBS domain divalent metal cation transport mediator 2	gene with protein product	CNNM2	Disease-causing germline mutation(s) in	Assessed
Orphanet:52530	Pseudo-von Willebrand disease	16157	122237	glycoprotein Ib platelet alpha subunit	gene with protein product	GP1BA	Disease-causing germline mutation(s) in	Assessed
Orphanet:52427	Retinitis punctata albescens	15152	118070	peripherin 2	gene with protein product	PRPH2	Disease-causing germline mutation(s) in	Assessed
Orphanet:52427	Retinitis punctata albescens	15195	118253	retinol dehydrogenase 5	gene with protein product	RDH5	Candidate gene tested in	Not yet assessed
Orphanet:52427	Retinitis punctata albescens	15211	118315	rhodopsin	gene with protein product	RHO	Candidate gene tested in	Not yet assessed
Orphanet:52427	Retinitis punctata albescens	15213	118326	retinaldehyde binding protein 1	gene with protein product	RLBP1	Disease-causing germline mutation(s) in	Assessed
Orphanet:52183	Premature chromosome condensation with microcephaly and intellectual disability	16387	123183	microcephalin 1	gene with protein product	MCPH1	Disease-causing germline mutation(s) (loss of function) in	Assessed
Orphanet:53690	Congenital lactase deficiency	16342	123008	lactase	gene with protein product	LCT	Disease-causing germline mutation(s) in	Assessed
Orphanet:53698	Hyaline body myopathy	16501	123621	myosin heavy chain 7	gene with protein product	MYH7	Disease-causing germline mutation(s) in	Assessed
Orphanet:53696	Lethal arthrogryposis-anterior horn cell disease syndrome	17465	160257	GLE1, RNA export mediator	gene with protein product	GLE1	Disease-causing germline mutation(s) in	Assessed
Orphanet:53697	Gnathodiaphyseal dysplasia	15628	120137	anoctamin 5	gene with protein product	ANO5	Disease-causing germline mutation(s) in	Assessed
Orphanet:53691	Congenital cornea plana	16299	122825	keratocan	gene with protein product	KERA	Disease-causing germline mutation(s) (loss of function) in	Assessed
Orphanet:53693	GRACILE syndrome	15366	119021	BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone	gene with protein product	BCS1L	Disease-causing germline mutation(s) in	Assessed
Orphanet:48431	Congenital cataracts-facial dysmorphism-neuropathy syndrome	15816	120873	CTD phosphatase subunit 1	gene with protein product	CTDP1	Disease-causing germline mutation(s) (loss of function) in	Assessed
Orphanet:48652	Monosomy 22q13	15289	118697	SH3 and multiple ankyrin repeat domains 3	gene with protein product	SHANK3	Role in the phenotype of	Not yet assessed
Orphanet:50814	Craniolenticulosutural dysplasia	15265	118565	Sec23 homolog A, coat complex II component	gene with protein product	SEC23A	Disease-causing germline mutation(s) (loss of function) in	Assessed
Orphanet:49827	Thiamine-responsive megaloblastic anemia syndrome	15304	118762	solute carrier family 19 member 2	gene with protein product	SLC19A2	Disease-causing germline mutation(s) in	Assessed
Orphanet:50944	Schöpf-Schulz-Passarge syndrome	16428	123345	Wnt family member 10A	gene with protein product	WNT10A	Disease-causing germline mutation(s) in	Assessed
Orphanet:51083	Familial short QT syndrome	16290	122777	potassium voltage-gated channel subfamily H member 2	gene with protein product	KCNH2	Disease-causing germline mutation(s) (gain of function) in	Assessed
Orphanet:51083	Familial short QT syndrome	16293	122791	potassium voltage-gated channel subfamily J member 2	gene with protein product	KCNJ2	Disease-causing germline mutation(s) (gain of function) in	Assessed
Orphanet:51083	Familial short QT syndrome	16295	122800	potassium voltage-gated channel subfamily Q member 1	gene with protein product	KCNQ1	Disease-causing germline mutation(s) (gain of function) in	Assessed
Orphanet:51083	Familial short QT syndrome	21102	300208	calcium voltage-gated channel auxiliary subunit alpha2delta 1	gene with protein product	CACNA2D1	Disease-causing germline mutation(s) (loss of function) in	Assessed
Orphanet:50942	Keratosis palmoplantaris striata	15893	121189	desmoglein 1	gene with protein product	DSG1	Disease-causing germline mutation(s) in	Assessed
Orphanet:50942	Keratosis palmoplantaris striata	15895	121196	desmoplakin	gene with protein product	DSP	Disease-causing germline mutation(s) in	Assessed
Orphanet:50942	Keratosis palmoplantaris striata	16314	122887	keratin 1	gene with protein product	KRT1	Disease-causing germline mutation(s) in	Assessed
Orphanet:50920	Multiple fibroadenoma of the breast	22809	400642	prolactin receptor	gene with protein product	PRLR	Disease-causing germline mutation(s) (gain of function) in	Assessed
Orphanet:52022	Potocki-Shaffer syndrome	15506	119647	ALX homeobox 4	gene with protein product	ALX4	Role in the phenotype of	Assessed
Orphanet:52022	Potocki-Shaffer syndrome	16005	121648	exostosin glycosyltransferase 2	gene with protein product	EXT2	Role in the phenotype of	Assessed
Orphanet:52022	Potocki-Shaffer syndrome	21296	308053	PHD finger protein 21A	gene with protein product	PHF21A	Role in the phenotype of	Assessed
Orphanet:51208	Formiminoglutamic aciduria	16079	121951	formimidoyltransferase cyclodeaminase	gene with protein product	FTCD	Disease-causing germline mutation(s) in	Assessed
Orphanet:43115	Hereditary myopathy with lactic acidosis due to ISCU deficiency	17732	168093	iron-sulfur cluster assembly enzyme	gene with protein product	ISCU	Disease-causing germline mutation(s) in	Assessed
Orphanet:45448	Miyoshi myopathy	15903	121246	dysferlin	gene with protein product	DYSF	Disease-causing germline mutation(s) in	Assessed
Orphanet:46348	Paroxysmal extreme pain disorder	15255	118525	sodium voltage-gated channel alpha subunit 9	gene with protein product	SCN9A	Disease-causing germline mutation(s) (gain of function) in	Assessed
Orphanet:46348	Paroxysmal extreme pain disorder	21860	325976	sodium voltage-gated channel alpha subunit 10	gene with protein product	SCN10A	Candidate gene tested in	Not yet assessed
Orphanet:46348	Paroxysmal extreme pain disorder	21899	328924	sodium voltage-gated channel alpha subunit 11	gene with protein product	SCN11A	Candidate gene tested in	Not yet assessed
Orphanet:46059	Lathosterolosis	15249	118487	sterol-C5-desaturase	gene with protein product	SC5D	Disease-causing germline mutation(s) in	Assessed
Orphanet:47044	Hereditary papillary renal cell carcinoma	16392	123201	MET proto-oncogene, receptor tyrosine kinase	gene with protein product	MET	Disease-causing germline mutation(s) in	Assessed
Orphanet:46532	Hereditary persistence of fetal hemoglobin-beta-thalassemia syndrome	16186	122376	hemoglobin subunit beta	gene with protein product	HBB	Disease-causing germline mutation(s) in	Assessed
Orphanet:46532	Hereditary persistence of fetal hemoglobin-beta-thalassemia syndrome	19236	233184	hemoglobin subunit gamma 1	gene with protein product	HBG1	Disease-causing germline mutation(s) in	Assessed
Orphanet:46532	Hereditary persistence of fetal hemoglobin-beta-thalassemia syndrome	19237	233186	hemoglobin subunit gamma 2	gene with protein product	HBG2	Disease-causing germline mutation(s) in	Assessed
Orphanet:46532	Hereditary persistence of fetal hemoglobin-beta-thalassemia syndrome	19340	240663	Kruppel like factor 1	gene with protein product	KLF1	Disease-causing germline mutation(s) in	Assessed
Orphanet:90045	Hereditary folate malabsorption	16874	139193	solute carrier family 46 member 1	gene with protein product	SLC46A1	Disease-causing germline mutation(s) in	Assessed
Orphanet:90044	Familial pseudohyperkalemia	20790	291794	ATP binding cassette subfamily B member 6 (Langereis blood group)	gene with protein product	ABCB6	Disease-causing germline mutation(s) (gain of function) in	Assessed
Orphanet:90024	Deafness with labyrinthine aplasia, microtia, and microdontia	17362	159580	fibroblast growth factor 3	gene with protein product	FGF3	Disease-causing germline mutation(s) in	Assessed
Orphanet:90023	Primary immunodeficiency syndrome due to p14 deficiency	17582	165856	late endosomal/lysosomal adaptor, MAPK and MTOR activator 2	gene with protein product	LAMTOR2	Disease-causing germline mutation(s) in	Assessed
Orphanet:90020	Amyotrophic lateral sclerosis-parkinsonism-dementia complex	16609	124084	Parkinsonism associated deglycase	gene with protein product	PARK7	Major susceptibility factor in	Not yet assessed
Orphanet:90020	Amyotrophic lateral sclerosis-parkinsonism-dementia complex	17299	159298	transient receptor potential cation channel subfamily M member 7	gene with protein product	TRPM7	Major susceptibility factor in	Not yet assessed
Orphanet:90031	Non-spherocytic hemolytic anemia due to hexokinase deficiency	16199	122420	hexokinase 1	gene with protein product	HK1	Disease-causing germline mutation(s) in	Assessed
Orphanet:90026	Primary erythermalgia	15255	118525	sodium voltage-gated channel alpha subunit 9	gene with protein product	SCN9A	Disease-causing germline mutation(s) (gain of function) in	Assessed
Orphanet:90026	Primary erythermalgia	21860	325976	sodium voltage-gated channel alpha subunit 10	gene with protein product	SCN10A	Candidate gene tested in	Not yet assessed
Orphanet:90026	Primary erythermalgia	21899	328924	sodium voltage-gated channel alpha subunit 11	gene with protein product	SCN11A	Candidate gene tested in	Not yet assessed
Orphanet:90030	Hemolytic anemia due to glutathione reductase deficiency	16171	122298	glutathione-disulfide reductase	gene with protein product	GSR	Disease-causing germline mutation(s) in	Assessed
Orphanet:89844	Lissencephaly syndrome, Norman-Roberts type	15199	118272	reelin	gene with protein product	RELN	Disease-causing germline mutation(s) in	Assessed
Orphanet:89843	Dystrophic epidermolysis bullosa pruriginosa	15781	120738	collagen type VII alpha 1 chain	gene with protein product	COL7A1	Disease-causing germline mutation(s) (loss of function) in	Assessed
Orphanet:89842	Recessive dystrophic epidermolysis bullosa-generalized other	15781	120738	collagen type VII alpha 1 chain	gene with protein product	COL7A1	Disease-causing germline mutation(s) (loss of function) in	Assessed
Orphanet:89841	Centripetalis recessive dystrophic epidermolysis bullosa	15781	120738	collagen type VII alpha 1 chain	gene with protein product	COL7A1	Disease-causing germline mutation(s) (loss of function) in	Assessed
Orphanet:89839	Epidermolysis bullosa simplex superficialis	15781	120738	collagen type VII alpha 1 chain	gene with protein product	COL7A1	Disease-causing germline mutation(s) in	Assessed
Orphanet:89938	Infantile Bartter syndrome with sensorineural deafness	15381	119089	barttin CLCNK type accessory beta subunit	gene with protein product	BSND	Disease-causing germline mutation(s) in	Assessed
Orphanet:89938	Infantile Bartter syndrome with sensorineural deafness	15461	119467	chloride voltage-gated channel Kb	gene with protein product	CLCNKB	Disease-causing germline mutation(s) (loss of function) in	Assessed
Orphanet:89938	Infantile Bartter syndrome with sensorineural deafness	17317	159370	chloride voltage-gated channel Ka	gene with protein product	CLCNKA	Disease-causing germline mutation(s) (loss of function) in	Assessed
Orphanet:90348	Autosomal dominant cutis laxa	15486	119578	aldehyde dehydrogenase 18 family member A1	gene with protein product	ALDH18A1	Disease-causing germline mutation(s) in	Assessed
Orphanet:90348	Autosomal dominant cutis laxa	15971	121517	elastin	gene with protein product	ELN	Disease-causing germline mutation(s) in	Assessed
Orphanet:90348	Autosomal dominant cutis laxa	16031	121746	fibulin 5	gene with protein product	FBLN5	Disease-causing germline mutation(s) in	Assessed
Orphanet:90349	Autosomal recessive cutis laxa type 1	15914	121299	EGF containing fibulin like extracellular matrix protein 2	gene with protein product	EFEMP2	Disease-causing germline mutation(s) in	Assessed
Orphanet:90349	Autosomal recessive cutis laxa type 1	16031	121746	fibulin 5	gene with protein product	FBLN5	Disease-causing germline mutation(s) in	Assessed
Orphanet:90308	Klippel-Trénaunay syndrome	15471	119516	angiogenic factor with G-patch and FHA domains 1	gene with protein product	AGGF1	Major susceptibility factor in	Assessed
Orphanet:90307	Parkes Weber syndrome	15189	118231	RAS p21 protein activator 1	gene with protein product	RASA1	Disease-causing germline mutation(s) in	Assessed
Orphanet:90318	Ehlers-Danlos syndrome type 2	15767	120704	collagen type I alpha 1 chain	gene with protein product	COL1A1	Disease-causing germline mutation(s) in	Assessed
Orphanet:90318	Ehlers-Danlos syndrome type 2	15776	120728	collagen type V alpha 1 chain	gene with protein product	COL5A1	Disease-causing germline mutation(s) in	Assessed
Orphanet:90318	Ehlers-Danlos syndrome type 2	15777	120730	collagen type V alpha 2 chain	gene with protein product	COL5A2	Disease-causing germline mutation(s) in	Assessed
Orphanet:90322	Cockayne syndrome type 2	15991	121599	ERCC excision repair 6, chromatin remodeling factor	gene with protein product	ERCC6	Disease-causing germline mutation(s) (loss of function) in	Assessed
Orphanet:90322	Cockayne syndrome type 2	15992	121604	ERCC excision repair 8, CSA ubiquitin ligase complex subunit	gene with protein product	ERCC8	Disease-causing germline mutation(s) in	Assessed
Orphanet:90322	Cockayne syndrome type 2	16865	139163	ERCC excision repair 1, endonuclease non-catalytic subunit	gene with protein product	ERCC1	Disease-causing germline mutation(s) in	Assessed
Orphanet:90321	Cockayne syndrome type 1	15990	121595	ERCC excision repair 4, endonuclease catalytic subunit	gene with protein product	ERCC4	Disease-causing germline mutation(s) in	Assessed
Orphanet:90321	Cockayne syndrome type 1	15991	121599	ERCC excision repair 6, chromatin remodeling factor	gene with protein product	ERCC6	Disease-causing germline mutation(s) (loss of function) in	Assessed
Orphanet:90321	Cockayne syndrome type 1	15992	121604	ERCC excision repair 8, CSA ubiquitin ligase complex subunit	gene with protein product	ERCC8	Disease-causing germline mutation(s) in	Assessed
Orphanet:90324	Cockayne syndrome type 3	15991	121599	ERCC excision repair 6, chromatin remodeling factor	gene with protein product	ERCC6	Disease-causing germline mutation(s) (loss of function) in	Assessed
Orphanet:90324	Cockayne syndrome type 3	15992	121604	ERCC excision repair 8, CSA ubiquitin ligase complex subunit	gene with protein product	ERCC8	Disease-causing germline mutation(s) in	Assessed
Orphanet:90153	Mandibuloacral dysplasia with type A lipodystrophy	16364	123090	lamin A/C	gene with protein product	LMNA	Disease-causing germline mutation(s) in	Assessed
Orphanet:90154	Mandibuloacral dysplasia with type B lipodystrophy	15747	120620	zinc metallopeptidase STE24	gene with protein product	ZMPSTE24	Disease-causing germline mutation(s) in	Assessed
Orphanet:90118	Severe early-onset axonal neuropathy due to MFN2 deficiency	16394	123207	mitofusin 2	gene with protein product	MFN2	Disease-causing germline mutation(s) in	Assessed
Orphanet:90117	Hereditary motor and sensory neuropathy, Okinawa type	15604	120039	TRK-fused gene	gene with protein product	TFG	Disease-causing germline mutation(s) in	Assessed
Orphanet:88644	Autosomal recessive ataxia, Beauce type	17290	159219	spectrin repeat containing nuclear envelope protein 1	gene with protein product	SYNE1	Disease-causing germline mutation(s) in	Assessed
Orphanet:88660	Pseudohyperaldosteronism type 2	16573	123920	nuclear receptor subfamily 3 group C member 2	gene with protein product	NR3C2	Disease-causing germline mutation(s) (gain of function) in	Assessed
Orphanet:88637	Hypomyelination-hypogonadotropic hypogonadism-hypodontia syndrome	19587	250183	RNA polymerase I subunit C	gene with protein product	POLR1C	Disease-causing germline mutation(s) in	Assessed
Orphanet:88637	Hypomyelination-hypogonadotropic hypogonadism-hypodontia syndrome	20641	285106	RNA polymerase III subunit A	gene with protein product	POLR3A	Disease-causing germline mutation(s) in	Assessed
Orphanet:88637	Hypomyelination-hypogonadotropic hypogonadism-hypodontia syndrome	20642	285118	RNA polymerase III subunit B	gene with protein product	POLR3B	Disease-causing germline mutation(s) in	Assessed
Orphanet:88639	Neurodegeneration due to 3-hydroxyisobutyryl-CoA hydrolase deficiency	17377	159703	3-hydroxyisobutyryl-CoA hydrolase	gene with protein product	HIBCH	Disease-causing germline mutation(s) in	Assessed
Orphanet:88642	Channelopathy-associated congenital insensitivity to pain	15255	118525	sodium voltage-gated channel alpha subunit 9	gene with protein product	SCN9A	Disease-causing germline mutation(s) (loss of function) in	Assessed
Orphanet:88642	Channelopathy-associated congenital insensitivity to pain	21860	325976	sodium voltage-gated channel alpha subunit 10	gene with protein product	SCN10A	Candidate gene tested in	Not yet assessed
Orphanet:88642	Channelopathy-associated congenital insensitivity to pain	21899	328924	sodium voltage-gated channel alpha subunit 11	gene with protein product	SCN11A	Candidate gene tested in	Not yet assessed
Orphanet:88635	Myopathy due to calsequestrin and SERCA1 protein overload	23056	413011	calsequestrin 1	gene with protein product	CASQ1	Disease-causing germline mutation(s) in	Assessed
Orphanet:88621	Ichthyosis prematurity syndrome	18599	208329	solute carrier family 27 member 4	gene with protein product	SLC27A4	Disease-causing germline mutation(s) in	Assessed
Orphanet:88628	Posterior column ataxia-retinitis pigmentosa syndrome	19502	246647	feline leukemia virus subgroup C cellular receptor 1	gene with protein product	FLVCR1	Disease-causing germline mutation(s) in	Assessed
Orphanet:88629	Tritanopia	16594	124018	opsin 1, short wave sensitive	gene with protein product	OPN1SW	Disease-causing germline mutation(s) in	Assessed
Orphanet:88630	Terminal osseous dysplasia-pigmentary defects syndrome	16058	121853	filamin A	gene with protein product	FLNA	Disease-causing germline mutation(s) in	Assessed
Orphanet:88620	Isolated congenital anosmia	23418	441279	cyclic nucleotide gated channel alpha 2	gene with protein product	CNGA2	Disease-causing germline mutation(s) in	Assessed
Orphanet:88619	Familial acute necrotizing encephalopathy	17981	173526	RAN binding protein 2	gene with protein product	RANBP2	Major susceptibility factor in	Assessed
Orphanet:88618	Psychomotor retardation due to S-adenosylhomocysteine hydrolase deficiency	15477	119546	adenosylhomocysteinase	gene with protein product	AHCY	Disease-causing germline mutation(s) in	Assessed
Orphanet:86920	Dermatopathia pigmentosa reticularis	16317	122897	keratin 14	gene with protein product	KRT14	Disease-causing germline mutation(s) in	Assessed
Orphanet:89838	KRT14-related epidermolysis bullosa simplex	16317	122897	keratin 14	gene with protein product	KRT14	Disease-causing germline mutation(s) in	Assessed
Orphanet:88949	Autosomal dominant medullary cystic kidney disease without hyperuricemia	21979	330730	mucin 1, cell surface associated	gene with protein product	MUC1	Disease-causing germline mutation(s) in	Assessed
Orphanet:88950	Autosomal dominant medullary cystic kidney disease with hyperuricemia	15692	120412	uromodulin	gene with protein product	UMOD	Disease-causing germline mutation(s) in	Assessed
Orphanet:88940	Pseudohypoaldosteronism type 2C	15725	120531	WNK lysine deficient protein kinase 1	gene with protein product	WNK1	Disease-causing germline mutation(s) in	Assessed
Orphanet:88939	Pseudohypoaldosteronism type 2B	15726	120534	WNK lysine deficient protein kinase 4	gene with protein product	WNK4	Disease-causing germline mutation(s) in	Assessed
Orphanet:88924	Autosomal dominant polycystic kidney disease type 1 with tuberous sclerosis	15098	117846	polycystin 1, transient receptor potential channel interacting	gene with protein product	PKD1	Role in the phenotype of	Assessed
Orphanet:88924	Autosomal dominant polycystic kidney disease type 1 with tuberous sclerosis	15669	120315	tuberous sclerosis 2	gene with protein product	TSC2	Role in the phenotype of	Assessed
Orphanet:93221	Sporadic idiopathic steroid-resistant nephrotic syndrome with minimal changes	16567	123893	NPHS2, podocin	gene with protein product	NPHS2	Disease-causing germline mutation(s) in	Assessed
Orphanet:93220	Sporadic idiopathic steroid-resistant nephrotic syndrome with diffuse mesangial sclerosis	15731	120549	Wilms tumor 1	gene with protein product	WT1	Disease-causing germline mutation(s) in	Assessed
Orphanet:93220	Sporadic idiopathic steroid-resistant nephrotic syndrome with diffuse mesangial sclerosis	17292	159233	phospholipase C epsilon 1	gene with protein product	PLCE1	Disease-causing germline mutation(s) in	Assessed
Orphanet:93218	Sporadic idiopathic steroid-resistant nephrotic syndrome with focal segmental hyalinosis	16567	123893	NPHS2, podocin	gene with protein product	NPHS2	Disease-causing germline mutation(s) in	Assessed
Orphanet:93218	Sporadic idiopathic steroid-resistant nephrotic syndrome with focal segmental hyalinosis	19254	236656	CD2 associated protein	gene with protein product	CD2AP	Disease-causing germline mutation(s) in	Assessed
Orphanet:93218	Sporadic idiopathic steroid-resistant nephrotic syndrome with focal segmental hyalinosis	19342	240672	apolipoprotein L1	gene with protein product	APOL1	Major susceptibility factor in	Not yet assessed
Orphanet:93217	Familial idiopathic steroid-resistant nephrotic syndrome with diffuse mesangial sclerosis	15731	120549	Wilms tumor 1	gene with protein product	WT1	Disease-causing germline mutation(s) in	Assessed
