hp_code	hp_term	mesh_code
HP:0002791	Hypoventilation	MESH:D012131
HP:0002791	Hypoventilation	MESH:D007040
HP:0000324	Facial asymmetry	MESH:D005146
HP:0000979	Purpura	MESH:D011693
HP:0003265	Neonatal hyperbilirubinemia	MESH:D051556
HP:0012215	Testicular microlithiasis	MESH:C566478
HP:0007406	Hyperpigmentation of eyelids	MESH:C562400
HP:0100646	Thyroiditis	MESH:D013966
HP:0012032	Lipoma	MESH:D008067
HP:0002032	Esophageal atresia	MESH:D004933
HP:0005268	Spontaneous abortion	MESH:D000022
HP:0030038	Enchondroma	MESH:D002812
HP:0000110	Renal dysplasia	MESH:C563261
HP:0001643	Patent ductus arteriosus	MESH:D004374
HP:0004439	Craniofacial dysostosis	MESH:D003394
HP:0200018	Protanomaly	MESH:D003117
HP:0012763	Paroxysmal dyspnea	MESH:D004418
HP:0007269	Spinal muscular atrophy	MESH:D009134
HP:0000169	Gingival fibromatosis	MESH:D005351
HP:0000169	Gingival fibromatosis	MESH:C562884
HP:0001648	Cor pulmonale	MESH:D011660
HP:0007455	Adermatoglyphia	MESH:C565010
HP:0100584	Endocarditis	MESH:D004696
HP:0100631	Neoplasm of the adrenal gland	MESH:D000310
HP:0002895	Papillary thyroid carcinoma	MESH:C536915
HP:0001948	Alkalosis	MESH:D000471
HP:0002181	Cerebral edema	MESH:D001929
HP:0100641	Neoplasm of the adrenal cortex	MESH:D000306
HP:0006517	Alveolar proteinosis	MESH:D011649
HP:0002014	Diarrhea	MESH:D003967
HP:0002870	Obstructive sleep apnea	MESH:D020181
HP:0010772	Anomalous pulmonary venous return	MESH:D012587
HP:0000798	Oligospermia	MESH:D009845
HP:0030048	Colpocephaly	MESH:C535973
HP:0001876	Pancytopenia	MESH:D010198
HP:0000548	Cone/cone-rod dystrophy	MESH:D012174
HP:0002094	Dyspnea	MESH:D004417
HP:0030516	Homonymous hemianopia	MESH:D006423
HP:0001305	Dandy-Walker malformation	MESH:D003616
HP:0000602	Ophthalmoplegia	MESH:D009886
HP:0010878	Fetal cystic hygroma	MESH:C537852
HP:0001258	Spastic paraplegia	MESH:D010264
HP:0006789	Mitochondrial encephalopathy	MESH:C538525
HP:0200044	Porokeratosis	MESH:D017499
HP:0011716	Junctional ectopic tachycardia	MESH:D013613
HP:0002756	Pathologic fracture	MESH:D005598
HP:0009592	Astrocytoma	MESH:D001254
HP:0005101	High-frequency hearing impairment	MESH:D006316
HP:0012727	Thoracic aortic aneurysm	MESH:D017545
HP:0011798	Renal oncocytoma	MESH:C537750
HP:0010305	Absence of the sacrum	MESH:C537221
HP:0001051	Seborrheic dermatitis	MESH:D012628
HP:0030764	Ochronosis	MESH:D009794
HP:0100503	Vitamin B1 deficiency	MESH:D013832
HP:0012442	Gallbladder dyskinesia	MESH:D001657
HP:0100649	Neoplasm of the oral cavity	MESH:D009062
HP:0100576	Amaurosis fugax	MESH:D020757
HP:0011709	Atrioventricular dissociation	MESH:D006327
HP:0010301	Spinal dysraphism	MESH:D009436
HP:0100660	Dyskinesia	MESH:D020820
HP:0012239	Atransferrinemia	MESH:C538259
HP:0011147	Typical absence seizures	MESH:D004832
HP:0002808	Kyphosis	MESH:D007738
HP:0001562	Oligohydramnios	MESH:D016104
HP:0030693	Supratentorial neoplasm	MESH:D010871
HP:0030693	Supratentorial neoplasm	MESH:D015173
HP:0002266	Focal clonic seizures	MESH:D020938
HP:0100615	Ovarian neoplasm	MESH:D010051
HP:0030816	Gingival recession	MESH:D005889
HP:0003125	Reduced factor VIII activity	MESH:D006467
HP:0001621	Weak voice	MESH:D014832
HP:0010528	Prosopagnosia	MESH:D020238
HP:0100612	Odontogenic neoplasm	MESH:D009808
HP:0000495	Recurrent corneal erosions	MESH:D003320
HP:0002912	Methylmalonic acidemia	MESH:C537358
HP:0003418	Back pain	MESH:D001416
HP:0001055	Erysipelas	MESH:D004886
HP:0001055	Erysipelas	MESH:D004881
HP:0001374	Congenital hip dislocation	MESH:D006618
HP:0012174	Glioblastoma multiforme	MESH:D005909
HP:0000707	Abnormality of the nervous system	MESH:D009421
HP:0100026	Arteriovenous malformation	MESH:D001165
HP:0004818	Paroxysmal nocturnal hemoglobinuria	MESH:D006457
HP:0000158	Macroglossia	MESH:D008260
HP:0004809	Neonatal alloimmune thrombocytopenia	MESH:D054098
HP:0010677	Enuresis nocturna	MESH:D053206
HP:0005403	Decrease in T cell count	MESH:C536783
HP:0002293	Alopecia of scalp	MESH:D000505
HP:0001371	Flexion contracture	MESH:D003286
HP:0001338	Partial agenesis of the corpus callosum	MESH:C536111
HP:0000099	Glomerulonephritis	MESH:D005921
HP:0007976	Cerulean cataract	MESH:C537955
HP:0010799	Pinealoma	MESH:D010871
HP:0002625	Deep venous thrombosis	MESH:D020246
HP:0100847	Palmoplantar pustulosis	MESH:D011565
HP:0030357	Small cell lung carcinoma	MESH:D055752
HP:0007607	Hypohidrotic ectodermal dysplasia	MESH:D053358
HP:0000112	Nephropathy	MESH:D007674
HP:0000851	Congenital hypothyroidism	MESH:D003409
HP:0002345	Action tremor	MESH:D014202
HP:0030075	Ductal carcinoma in situ	MESH:D002285
HP:0040233	Factor XIII subunit A deficiency	MESH:C567691
HP:0002084	Encephalocele	MESH:D004677
HP:0012191	B-cell lymphoma	MESH:D016393
HP:0011856	Pica	MESH:D010842
HP:0008419	Intervertebral disc degeneration	MESH:D055959
HP:0009830	Peripheral neuropathy	MESH:D010523
HP:0030061	Neuroectodermal neoplasm	MESH:D017599
HP:0000137	Abnormality of the ovary	MESH:D010049
HP:0010960	Bronchopulmonary sequestration	MESH:D001998
HP:0004929	Coronary atherosclerosis	MESH:D003324
HP:0006771	Duodenal adenocarcinoma	MESH:D004379
HP:0012341	Microprolactinoma	MESH:D015175
HP:0001762	Talipes equinovarus	MESH:D003025
HP:0045054	Brachial plexus neuropathy	MESH:D020516
HP:0002902	Hyponatremia	MESH:D007010
HP:0012167	Hair-pulling	MESH:D014256
HP:0000517	Abnormality of the lens	MESH:D007905
HP:0001937	Microangiopathic hemolytic anemia	MESH:D000743
HP:0030833	Neck pain	MESH:D019547
HP:0011857	Plasmacytoma	MESH:D010954
HP:0000588	Optic nerve coloboma	MESH:C535970
HP:0010702	Increased antibody level in blood	MESH:D006942
HP:0012074	Tonic pupil	MESH:D015845
HP:0003614	Trimethylaminuria	MESH:C536561
HP:0000522	Alacrima	MESH:C562827
HP:0003764	Nevus	MESH:D009506
HP:0003764	Nevus	MESH:D009508
HP:0000999	Pyoderma	MESH:D011711
HP:0002196	Myelopathy	MESH:D013118
HP:0007973	Retinal dysplasia	MESH:D015792
HP:0030451	Mesenteric cyst	MESH:D008639
HP:0004467	Preauricular pit	MESH:C563015
HP:0030642	Fundus albipunctatus	MESH:C562733
HP:0002654	Multiple epiphyseal dysplasia	MESH:D010009
HP:0030060	Nervous tissue neoplasm	MESH:D009380
HP:0012075	Personality disorder	MESH:D010554
HP:0000705	Amelogenesis imperfecta	MESH:D000567
HP:0012532	Chronic pain	MESH:D059350
HP:0010982	Polygenic inheritance	MESH:D020412
HP:0003438	Absent Achilles reflex	MESH:D012021
HP:0045005	Neural tube defect	MESH:D009436
HP:0011712	Right bundle branch block	MESH:D002037
HP:0003652	Recurrent myoglobinuria	MESH:C564018
HP:0001343	Kernicterus	MESH:D007647
HP:0008321	Reduced factor X activity	MESH:D005171
HP:0040175	Platelet-activating factor acetylhydrolase deficiency	MESH:C566640
HP:0001943	Hypoglycemia	MESH:D007003
HP:0030433	Osteoid osteoma	MESH:D010017
HP:0000563	Keratoconus	MESH:D007640
HP:0003003	Colon cancer	MESH:D003110
HP:0012342	Macroprolactinoma	MESH:D015175
HP:0005359	Aplasia of the thymus	MESH:C536288
HP:0007760	Crystalline corneal dystrophy	MESH:C535475
HP:0001974	Leukocytosis	MESH:D007964
HP:0001308	Tongue fasciculations	MESH:D005207
HP:0003834	Shoulder dislocation	MESH:D012783
HP:0001763	Pes planus	MESH:D005413
HP:0002475	Myelomeningocele	MESH:D008591
HP:0006498	Aplasia/Hypoplasia of the patella	MESH:C535568
HP:0200136	Oral-pharyngeal dysphagia	MESH:D003680
HP:0000100	Nephrotic syndrome	MESH:D009404
HP:0100028	Ectopic thyroid	MESH:D050033
HP:0045038	Gastric lymphoma	MESH:C535648
HP:0001114	Xanthelasma	MESH:D014973
HP:0100537	Fasciitis	MESH:D005208
HP:0002634	Arteriosclerosis	MESH:D001161
HP:0002049	Proximal renal tubular acidosis	MESH:D000141
HP:0009927	Aplasia of the nose	MESH:C537438
HP:0003264	Deficiency of N-acetylglucosamine-1-phosphotransferase	MESH:D009081
HP:0002486	Myotonia	MESH:D009222
HP:0000964	Eczema	MESH:D004485
HP:0005743	Avascular necrosis of the capital femoral epiphysis	MESH:D007873
HP:0002745	Oral leukoplakia	MESH:D007971
HP:0002745	Oral leukoplakia	MESH:D007972
HP:0100243	Leiomyosarcoma	MESH:D007890
HP:0001718	Mitral stenosis	MESH:D008946
HP:0100031	Neoplasm of the thyroid gland	MESH:D013964
HP:0001609	Hoarse voice	MESH:D006685
HP:0001028	Hemangioma	MESH:D006391
HP:0012197	Insulinoma	MESH:D007340
HP:0006706	Cystic liver disease	MESH:C536330
HP:0009373	Type C brachydactyly	MESH:C537093
HP:0001699	Sudden death	MESH:D003645
HP:0010307	Stridor	MESH:D012135
HP:0002888	Ependymoma	MESH:D004806
HP:0030430	Neuroma	MESH:D009463
HP:0007728	Congenital miosis	MESH:C537550
HP:0100702	Arachnoid cyst	MESH:D016080
HP:0000729	Autistic behavior	MESH:D000067877
HP:0010693	Pulverulent cataract	MESH:C563426
HP:0001929	Reduced factor XI activity	MESH:D005173
HP:0012579	Minimal change glomerulonephritis	MESH:D009402
HP:0001935	Microcytic anemia	MESH:C562385
HP:0002071	Abnormality of extrapyramidal motor function	MESH:D001480
HP:0030151	Cholangitis	MESH:D002761
HP:0001097	Keratoconjunctivitis sicca	MESH:D007638
HP:0001097	Keratoconjunctivitis sicca	MESH:D014985
HP:0001097	Keratoconjunctivitis sicca	MESH:C531719
HP:0001097	Keratoconjunctivitis sicca	MESH:D015352
HP:0002840	Lymphadenitis	MESH:D008199
HP:0100754	Mania	MESH:D001714
HP:0012316	Fibrous tissue neoplasm	MESH:D018218
HP:0005449	Bridged sella turcica	MESH:C566689
HP:0100653	Optic neuritis	MESH:D009902
HP:0010508	Metatarsus valgus	MESH:D000070591
HP:0000863	Central diabetes insipidus	MESH:D020790
HP:0030159	Cervical polyp	MESH:D002583
HP:0012377	Hemianopia	MESH:D006423
HP:0002591	Polyphagia	MESH:D006963
HP:0001059	Pterygium	MESH:D011625
HP:0100029	Lingual thyroid	MESH:D046151
HP:0030511	Bradyopsia	MESH:C564243
HP:0002435	Meningocele	MESH:D008588
HP:0001894	Thrombocytosis	MESH:D013922
HP:0000867	Secondary hyperparathyroidism	MESH:D006962
HP:0001370	Rheumatoid arthritis	MESH:D001172
HP:0011700	Automatic atrial tachycardia	MESH:D013612
HP:0010889	Morbus Kienboeck	MESH:D010020
HP:0100595	Camptocormia	MESH:C537968
HP:0001806	Onycholysis	MESH:D054039
HP:0030447	Merkel cell skin cancer	MESH:D015266
HP:0100583	Corneal perforation	MESH:D057112
HP:0001195	Single umbilical artery	MESH:D058529
HP:0030528	Paracentral scotoma	MESH:D012607
HP:0001561	Polyhydramnios	MESH:D006831
HP:0010807	Open bite	MESH:D024343
HP:0003198	Myopathy	MESH:D009135
HP:0008807	Acetabular dysplasia	MESH:D006617
HP:0030828	Wheezing	MESH:D012135
HP:0030243	Hepatic vein thrombosis	MESH:D006502
HP:0001997	Gout	MESH:D015210
HP:0001997	Gout	MESH:D006073
HP:0040151	Epiblepharon of lower lid	MESH:C565051
HP:0011286	Total colonic aganglionosis	MESH:D006627
HP:0001112	Leber optic atrophy	MESH:D029242
HP:0002919	Ketonuria	MESH:D007662
HP:0012076	Borderline personality disorder	MESH:D001883
HP:0001065	Striae distensae	MESH:D057896
HP:0000135	Hypogonadism	MESH:D007006
HP:0003510	Severe short stature	MESH:D004392
HP:0001283	Bulbar palsy	MESH:D010244
HP:0009916	Anisocoria	MESH:D015875
HP:0002139	Arrhinencephaly	MESH:D016142
HP:0006482	Abnormality of dental morphology	MESH:D014071
HP:0012190	T-cell lymphoma	MESH:D016399
HP:0003363	Abdominal situs inversus	MESH:D012857
HP:0011522	Protanopia	MESH:D003117
HP:0010618	Ovarian fibroma	MESH:C562391
HP:0011060	Dentinogenesis imperfecta limited to primary teeth	MESH:D003805
HP:0000478	Abnormality of the eye	MESH:D005128
HP:0000478	Abnormality of the eye	MESH:D005124
HP:0002464	Spastic dysarthria	MESH:D004401
HP:0100837	Atrophodermia vermiculata	MESH:C537412
HP:0007431	Congenital ichthyosiform erythroderma	MESH:D016113
HP:0100507	Folate deficiency	MESH:D005494
HP:0002145	Frontotemporal dementia	MESH:D057180
HP:0000133	Gonadal dysgenesis	MESH:D006059
HP:0000133	Gonadal dysgenesis	MESH:D006060
HP:0005527	Reduced kininogen activity	MESH:C537060
HP:0010534	Transient global amnesia	MESH:D020236
HP:0002335	Agenesis of cerebellar vermis	MESH:C536293
HP:0100521	Neoplasm of the thymus	MESH:D013953
HP:0000643	Blepharospasm	MESH:D001764
HP:0012784	Perinephritis	MESH:D010501
HP:0002777	Tracheal stenosis	MESH:D014135
HP:0010628	Facial palsy	MESH:D020330
HP:0010628	Facial palsy	MESH:D005158
HP:0002885	Medulloblastoma	MESH:D008527
HP:0012290	Mouth neoplasm	MESH:D009062
HP:0002023	Anal atresia	MESH:D001006
HP:0012384	Rhinitis	MESH:D012220
HP:0004448	Fulminant hepatic failure	MESH:D017114
HP:0030011	Imperforate hymen	MESH:C562397
HP:0002894	Neoplasm of the pancreas	MESH:D010190
HP:0002282	Heterotopia	MESH:D002828
HP:0001082	Cholecystitis	MESH:D002764
HP:0001492	Axenfeld anomaly	MESH:C535679
HP:0005912	Biliary atresia	MESH:D001656
HP:0008166	Decreased beta-galactosidase activity	MESH:D016537
HP:0002036	Hiatus hernia	MESH:D006551
HP:0001251	Ataxia	MESH:D002524
HP:0000138	Ovarian cyst	MESH:D010048
HP:0012478	Temporomandibular joint ankylosis	MESH:C536957
HP:0011002	Osteopetrosis	MESH:D010022
HP:0011530	Retinal hole	MESH:D012167
HP:0007707	Congenital primary aphakia	MESH:C537786
HP:0030050	Narcolepsy	MESH:D009290
HP:0011779	Anaplastic thyroid carcinoma	MESH:D065646
HP:0006685	Endocardial fibrosis	MESH:D004719
HP:0000206	Glossitis	MESH:D005928
HP:0005458	Premature closure of fontanelles	MESH:D003398
HP:0200151	Cutaneous mastocytosis	MESH:D034701
HP:0012188	Hyperemesis gravidarum	MESH:D006939
HP:0007898	Exudative retinopathy	MESH:D058456
HP:0002072	Chorea	MESH:D002819
HP:0010769	Pilonidal sinus	MESH:D010864
HP:0012803	Anisometropia	MESH:D015858
HP:0002758	Osteoarthritis	MESH:D010003
HP:0000967	Petechiae	MESH:D011693
HP:0000185	Cleft soft palate	MESH:C562950
HP:0008672	Calcium oxalate nephrolithiasis	MESH:C563477
HP:0002011	Morphological abnormality of the central nervous system	MESH:D002493
HP:0000834	Abnormality of the adrenal glands	MESH:D000307
HP:0010958	Bilateral renal agenesis	MESH:C536482
HP:0004923	Hyperphenylalaninemia	MESH:D010661
HP:0005764	Polyarticular arthritis	MESH:D001168
HP:0007417	Discoid lupus rash	MESH:D008179
HP:0001636	Tetralogy of Fallot	MESH:D013771
HP:0009371	Type A1 brachydactyly	MESH:C537088
HP:0200064	Asymmetry of iris pigmentation	MESH:C538115
HP:0030009	Cervical insufficiency	MESH:D002581
HP:0011167	Focal tonic seizures	MESH:D020938
HP:0100559	Lower limb asymmetry	MESH:D007870
HP:0002927	Histidinuria	MESH:C538321
HP:0010523	Alexia	MESH:D004410
HP:0100898	Connective tissue nevi	MESH:C562737
HP:0001655	Patent foramen ovale	MESH:D054092
HP:0009741	Nephrosclerosis	MESH:D009400
HP:0040192	APUdoma	MESH:D001079
HP:0007330	Frontal encephalocele	MESH:D004677
HP:0200085	Limb tremor	MESH:D014202
HP:0000836	Hyperthyroidism	MESH:D006980
HP:0100256	Senile plaques	MESH:D058225
HP:0000545	Myopia	MESH:D009216
HP:0100520	Oliguria	MESH:D009846
HP:0002311	Incoordination	MESH:D001259
HP:0001732	Abnormality of the pancreas	MESH:D010182
HP:0008326	Vitamin B6 deficiency	MESH:D026681
HP:0005511	Heinz body anemia	MESH:C563030
HP:0100621	Dysgerminoma	MESH:D004407
HP:0012723	Sinoatrial block	MESH:D012848
HP:0011387	Enlarged vestibular aqueduct	MESH:C566366
HP:0003022	Hypoplasia of the ulna	MESH:C538069
HP:0002045	Hypothermia	MESH:D007035
HP:0030706	Ranula	MESH:D011900
HP:0000735	Impaired social interactions	MESH:D000067404
HP:0001744	Splenomegaly	MESH:D013163
HP:0100608	Metrorrhagia	MESH:D008796
HP:0012847	Epilepsia partialis continua	MESH:D017036
HP:0001264	Spastic diplegia	MESH:D002547
HP:0000490	Deeply set eye	MESH:D015841
HP:0003654	Reduced dihydropyrimidine dehydrogenase activity	MESH:D054067
HP:0004321	Bladder fistula	MESH:D001747
HP:0002268	Paroxysmal dystonia	MESH:D004421
HP:0012503	Abnormality of the pituitary gland	MESH:D010900
HP:0001971	Hypersplenism	MESH:D006971
HP:0002067	Bradykinesia	MESH:D018476
HP:0002500	Abnormality of the cerebral white matter	MESH:D049292
HP:0100950	Long chain 3 hydroxyacyl coA dehydrogenase deficiency	MESH:C566945
HP:0030724	Central nervous system cyst	MESH:D020863
HP:0012125	Prostate cancer	MESH:D011471
HP:0005294	Arterial dissection	MESH:D000784
HP:0030219	Semantic dementia	MESH:D057180
HP:0100590	Rectal fistula	MESH:D012003
HP:0000155	Oral ulcer	MESH:D019226
HP:0003002	Breast carcinoma	MESH:D001943
HP:0100544	Neoplasm of the heart	MESH:D006338
HP:0000154	Wide mouth	MESH:D008265
HP:0008661	Urethral stenosis	MESH:D014525
HP:0009037	Segmental spinal muscular atrophy	MESH:C566670
HP:0100617	Testicular seminoma	MESH:D018239
HP:0011803	Bifid nose	MESH:C535441
HP:0002267	Exaggerated startle response	MESH:D000071017
HP:0001686	Loss of voice	MESH:D001044
HP:0001664	Torsade de pointes	MESH:D016171
HP:0000726	Dementia	MESH:D003704
HP:0005541	Congenital agranulocytosis	MESH:C537592
HP:0004394	Multiple gastric polyps	MESH:C562464
HP:0000709	Psychosis	MESH:D011618
HP:0000819	Diabetes mellitus	MESH:D003920
HP:0100786	Hypersomnia	MESH:D006970
HP:0100710	Impulsivity	MESH:D007175
HP:0006349	Agenesis of permanent teeth	MESH:C563203
HP:0001287	Meningitis	MESH:D008581
HP:0010910	Hypervalinemia	MESH:C536524
HP:0011333	Asymmetric crying face	MESH:C535349
HP:0002070	Limb ataxia	MESH:D001259
HP:0002375	Hypokinesia	MESH:D018476
HP:0003128	Lactic acidosis	MESH:D000140
HP:0006315	Single median maxillary incisor	MESH:C537342
HP:0008291	Pituitary corticotropic cell adenoma	MESH:D049913
HP:0012423	Colonic inertia	MESH:D003248
HP:0008169	Reduced factor VII activity	MESH:D005168
HP:0004370	Abnormality of temperature regulation	MESH:D001832
HP:0012035	Steatocystoma multiplex	MESH:D062685
HP:0012168	Head-banging	MESH:D019956
HP:0001903	Anemia	MESH:D000740
HP:0002725	Systemic lupus erythematosus	MESH:D008180
HP:0012068	Aspartylglucosaminuria	MESH:D054880
HP:0009054	Scapuloperoneal myopathy	MESH:C536624
HP:0010896	Hypersarcosinemia	MESH:C537236
HP:0001890	Autoimmune hemolytic anemia	MESH:D000744
HP:0004840	Hypochromic microcytic anemia	MESH:C536357
HP:0000613	Photophobia	MESH:D020795
HP:0030673	Erosive vitreoretinopathy	MESH:C536075
HP:0030186	Kinetic tremor	MESH:D020329
HP:0030186	Kinetic tremor	MESH:D014202
HP:0002671	Basal cell carcinoma	MESH:D002280
HP:0003348	Hyperalaninemia	MESH:C562684
HP:0010736	Monostotic fibrous dysplasia	MESH:D005358
HP:0006753	Neoplasm of the stomach	MESH:D013274
HP:0001659	Aortic regurgitation	MESH:D001022
HP:0000360	Tinnitus	MESH:D014012
HP:0012022	Congenital portosystemic venous shunt	MESH:C562830
HP:0002044	Zollinger-Ellison syndrome	MESH:D015043
HP:0000171	Microglossia	MESH:D014060
HP:0001629	Ventricular septal defect	MESH:D006345
HP:0000044	Hypogonadotrophic hypogonadism	MESH:D007006
HP:0000699	Diastema	MESH:D003970
HP:0000031	Epididymitis	MESH:D004823
HP:0012063	Aneurysmal bone cyst	MESH:D017824
HP:0002321	Vertigo	MESH:D004244
HP:0002321	Vertigo	MESH:D014717
HP:0100551	Neoplasm of the trachea	MESH:D014134
HP:0100768	Choriocarcinoma	MESH:D002822
HP:0010296	Ankyloglossia	MESH:D000072676
HP:0010521	Gait apraxia	MESH:D020235
HP:0005979	Metabolic ketoacidosis	MESH:D007662
HP:0001639	Hypertrophic cardiomyopathy	MESH:D002312
HP:0000505	Visual impairment	MESH:D014786
HP:0000505	Visual impairment	MESH:D015354
HP:0002308	Arnold-Chiari malformation	MESH:D001139
HP:0002884	Hepatoblastoma	MESH:D018197
HP:0012732	Anorectal anomaly	MESH:D000071056
HP:0001738	Exocrine pancreatic insufficiency	MESH:D010188
HP:0005679	Dupuytren contracture	MESH:D004387
HP:0002933	Ventral hernia	MESH:D006555
HP:0006527	Lymphoid interstitial pneumonia	MESH:C562489
HP:0011516	Achromatopsia	MESH:C536021
HP:0012652	Exercise-induced asthma	MESH:D001250
HP:0004756	Ventricular tachycardia	MESH:D017180
HP:0005864	Pseudoarthrosis	MESH:D011542
HP:0011175	Versive seizures	MESH:D020938
HP:0006688	Paroxysmal tachycardia	MESH:D013614
HP:0001994	Renal Fanconi syndrome	MESH:D005198
HP:0100764	Lymphangioma	MESH:D008202
HP:0001268	Mental deterioration	MESH:D060825
HP:0003765	Psoriasis	MESH:D011565
HP:0010926	Aculeiform cataract	MESH:C566162
HP:0003560	Muscular dystrophy	MESH:D009136
HP:0001973	Autoimmune thrombocytopenia	MESH:D016553
HP:0011852	Chylopericardium	MESH:D010490
HP:0012151	Hemothorax	MESH:D006491
HP:0012864	Abnormal sperm morphology	MESH:D000072660
HP:0012344	Morphea	MESH:D012594
HP:0007686	Abnormal pupillary function	MESH:D011681
HP:0100750	Atelectasis	MESH:D001261
HP:0040184	Oral bleeding	MESH:D006472
HP:0010458	Female pseudohermaphroditism	MESH:D058489
HP:0005600	Congenital giant melanocytic nevus	MESH:C536819
HP:0001199	Triphalangeal thumb	MESH:C573898
HP:0012184	Hyperalphalipoproteinemia	MESH:C564591
HP:0011763	Pituitary carcinoma	MESH:D010911
HP:0001116	Macular coloboma	MESH:C535968
HP:0002138	Subarachnoid hemorrhage	MESH:D013345
HP:0002652	Skeletal dysplasia	MESH:D010009
HP:0100517	Neoplasm of the urethra	MESH:D014523
HP:0001491	Congenital fibrosis of extraocular muscles	MESH:C580012
HP:0000961	Cyanosis	MESH:D003490
HP:0010313	Breast hypertrophy	MESH:C536821
HP:0000414	Bulbous nose	MESH:C538354
HP:0007677	Vitelliform-like macular lesions	MESH:D057826
HP:0003202	Skeletal muscle atrophy	MESH:D009133
HP:0005246	Giant hypertrophic gastritis	MESH:D005758
HP:0011815	Cephalocele	MESH:D004677
HP:0012722	Heart block	MESH:D006327
HP:0002167	Neurological speech impairment	MESH:D013064
HP:0006779	Alveolar rhabdomyosarcoma	MESH:D018232
HP:0000975	Hyperhidrosis	MESH:D013546
HP:0000975	Hyperhidrosis	MESH:D006945
HP:0001007	Hirsutism	MESH:D006628
HP:0100532	Scleritis	MESH:D015423
HP:0000485	Megalocornea	MESH:C562829
HP:0006518	Pulmonary venous occlusion	MESH:D011668
HP:0100819	Intestinal fistula	MESH:D007412
HP:0001647	Bicuspid aortic valve	MESH:C562388
HP:0003124	Hypercholesterolemia	MESH:D006937
HP:0010516	Thymus hyperplasia	MESH:D013952
HP:0012797	Lymphatic vessel neoplasm	MESH:D018190
HP:0000577	Exotropia	MESH:D005099
HP:0004804	Congenital hemolytic anemia	MESH:D000745
HP:0007437	Multiple cutaneous leiomyomas	MESH:C535516
HP:0012056	Cutaneous melanoma	MESH:D008545
HP:0001950	Respiratory alkalosis	MESH:D000472
HP:0000119	Abnormality of the genitourinary system	MESH:D014564
HP:0008110	Equinovarus deformity	MESH:D003025
HP:0006731	Follicular thyroid carcinoma	MESH:D018263
HP:0100008	Schwannoma	MESH:D009442
HP:0010286	Abnormality of the salivary glands	MESH:D012466
HP:0001319	Neonatal hypotonia	MESH:D009123
HP:0100759	Clubbing of fingers	MESH:D010005
HP:0100718	Uterine rupture	MESH:D014597
HP:0012229	CSF pleocytosis	MESH:D007964
HP:0000220	Velopharyngeal insufficiency	MESH:D014681
HP:0100021	Cerebral palsy	MESH:D002547
HP:0006695	Atrioventricular canal defect	MESH:D004694
HP:0006695	Atrioventricular canal defect	MESH:C562831
HP:0010815	Nevus sebaceous	MESH:D054000
HP:0003279	Coxa magna	MESH:D000070603
HP:0012653	Status asthmaticus	MESH:D013224
HP:0100245	Desmoid tumors	MESH:D018222
HP:0008158	Hyperapobetalipoproteinemia	MESH:D006950
HP:0009725	Bladder neoplasm	MESH:D001749
HP:0006682	Ventricular extrasystoles	MESH:D018879
HP:0002427	Motor aphasia	MESH:D001039
HP:0003075	Hypoproteinemia	MESH:D007019
HP:0100607	Dysmenorrhea	MESH:D004412
HP:0000201	Pierre-Robin sequence	MESH:D010855
HP:0000143	Rectovaginal fistula	MESH:D012006
HP:0100790	Hernia	MESH:D006547
HP:0010981	Hypolipoproteinemia	MESH:D007009
HP:0008242	Pseudohypoaldosteronism	MESH:D011546
HP:0000316	Hypertelorism	MESH:D006972
HP:0001798	Anonychia	MESH:C536377
