hp_code	hp_term	mesh_code	mesh_term
HP:0100771	Hypoperistalsis	NA	NA
HP:0008732	Renal hypophosphatemia	NA	NA
HP:0009592	Astrocytoma	NA	NA
HP:0011123	Inflammatory abnormality of the skin	NA	NA
HP:0030160	Cervicitis	D002575	Uterine Cervicitides
HP:0002040	Esophageal varix	NA	NA
HP:0000765	Abnormality of the thorax	NA	NA
HP:0010569	Elevated 7-dehydrocholesterol	NA	NA
HP:0000662	Night blindness	NA	NA
HP:0000447	Pear-shaped nose	NA	NA
HP:0008777	Abnormality of the vocal cords	NA	NA
HP:0100512	Vitamin D deficiency	D014808	Vitamin D Deficiencies
HP:0006028	Metaphyseal cupping of metacarpals	NA	NA
HP:0002153	Hyperkalemia	D006947	Hyperpotassemias
HP:0100612	Odontogenic neoplasm	NA	NA
HP:0012202	Increased serum bile acid concentration	NA	NA
HP:0000537	Epicanthus inversus	NA	NA
HP:0004924	Abnormal oral glucose tolerance	NA	NA
HP:0012664	Reduced ejection fraction	NA	NA
HP:0005461	Craniofacial disproportion	NA	NA
HP:0000430	Underdeveloped nasal alae	NA	NA
HP:0002240	Hepatomegaly	D006529	Liver, Enlarged
HP:0003974	Absent radius	NA	NA
HP:0001714	Ventricular hypertrophy	NA	NA
HP:0001627	Abnormal heart morphology	D006330	Heart Abnormality
HP:0005679	Dupuytren contracture	D004387	Dupuytrens Disease
HP:0002134	Abnormality of the basal ganglia	NA	NA
HP:0000375	Abnormality of cochlea	NA	NA
HP:0001060	Axillary pterygia	NA	NA
HP:0007311	Short stepped shuffling gait	NA	NA
HP:0002788	Recurrent upper respiratory tract infections	NA	NA
HP:0012385	Camptodactyly	NA	NA
HP:0005458	Premature closure of fontanelles	NA	NA
HP:0100514	Abnormality of vitamin E metabolism	NA	NA
HP:0008002	Abnormality of macular pigmentation	NA	NA
HP:0000327	Hypoplasia of the maxilla	NA	NA
HP:0009719	Hypomelanotic macules	NA	NA
HP:0011387	Enlarged vestibular aqueduct	NA	NA
HP:3000032	Abnormality of central retinal artery	NA	NA
HP:0005174	Membranous subvalvular aortic stenosis	NA	NA
HP:0006465	Periosteal thickening of long tubular bones	NA	NA
HP:0000819	Diabetes mellitus	D003920	Diabetes Mellitus
HP:0003251	Male infertility	NA	NA
HP:0006931	Lipoma of corpus callosum	NA	NA
HP:0006008	Unilateral brachydactyly	NA	NA
HP:0001802	Absent toenail	NA	NA
HP:0012103	Abnormality of the mitochondrion	NA	NA
HP:0002097	Emphysema	NA	NA
HP:0030037	Bifid ureter	NA	NA
HP:0100574	Biliary tract neoplasm	NA	NA
HP:0001541	Ascites	D001201	Ascites
HP:0002098	Respiratory distress	NA	NA
HP:0007509	Patchy hypo- and hyperpigmentation	NA	NA
HP:0001770	Toe syndactyly	NA	NA
HP:0000839	Pituitary dwarfism	NA	NA
HP:0009909	Uplifted earlobe	NA	NA
HP:0001120	Abnormality of corneal size	NA	NA
HP:0007166	Paroxysmal dyskinesia	NA	NA
HP:0003376	Steppage gait	NA	NA
HP:0006380	Knee flexion contracture	NA	NA
HP:0003273	Hip contracture	NA	NA
HP:0010055	Broad hallux	NA	NA
HP:0030223	Perseveration	NA	NA
HP:0005039	Multiple long-bone exostoses	NA	NA
HP:0001009	Telangiectasia	NA	NA
HP:0000846	Adrenal insufficiency	D000309	Adrenal Insufficiencies
HP:0003180	Flat acetabular roof	NA	NA
HP:0004405	Prominent nipples	NA	NA
HP:0005472	Orbital craniosynostosis	NA	NA
HP:0009106	Abnormal pelvis bone ossification	NA	NA
HP:0007700	Anterior segment dysgenesis	NA	NA
HP:0005309	Peripheral vascular insufficiency	NA	NA
HP:0011433	High maternal serum chorionic gonadotropin	NA	NA
HP:0010655	Epiphyseal stippling	NA	NA
HP:0100629	Midline facial cleft	NA	NA
HP:0001818	Paronychia	D010304	Paronychias
HP:0040049	Macular edema	NA	NA
HP:0010802	Perioral hyperpigmentation	NA	NA
HP:0001061	Acne	NA	NA
HP:0003474	Sensory impairment	NA	NA
HP:0004870	Chronic hemolytic anemia	NA	NA
HP:0000621	Entropion	D004774	Entropions
HP:0008348	Immunoglobulin IgG2 deficiency	NA	NA
HP:0002924	Decreased circulating aldosterone level	NA	NA
HP:0010287	Abnormality of the submandibular glands	NA	NA
HP:0005359	Aplasia of the thymus	NA	NA
HP:0003117	Abnormality of circulating hormone level	NA	NA
HP:0011822	Broad chin	NA	NA
HP:0001317	Abnormality of the cerebellum	NA	NA
HP:0008353	Neutral hyperaminoaciduria	NA	NA
HP:0000036	Abnormality of the penis	NA	NA
HP:0010615	Angiofibromas	D018322	Angiofibromas
HP:0000674	Anodontia	NA	NA
HP:0005701	Multiple enchondromatosis	NA	NA
HP:0000956	Acanthosis nigricans	D000052	Acanthosis Nigrican
HP:0001334	Communicating hydrocephalus	NA	NA
HP:0001928	Abnormality of coagulation	NA	NA
HP:0100751	Esophageal neoplasm	NA	NA
HP:0011105	Hypervolemia	NA	NA
HP:0002346	Head tremor	NA	NA
HP:0004929	Coronary atherosclerosis	NA	NA
HP:0001972	Macrocytic anemia	D000748	Macrocytic Anemia
HP:0003323	Progressive muscle weakness	NA	NA
HP:0003513	Reduced ratio of renal calcium clearance to creatinine clearance	NA	NA
HP:0009738	Abnormality of the antihelix	NA	NA
HP:0007956	Bilateral choroid coloboma	NA	NA
HP:0008155	Mucopolysacchariduria	NA	NA
HP:0002229	Alopecia areata	D000506	Alopecia Areata
HP:0005247	Hypoplasia of the abdominal wall musculature	NA	NA
HP:0007427	Reticulated skin pigmentation	NA	NA
HP:0002580	Volvulus	D045822	Volvulus, Intestinal
HP:0011159	Epigastric auras	NA	NA
HP:0003111	Abnormality of ion homeostasis	NA	NA
HP:0007016	Corticospinal tract hypoplasia	NA	NA
HP:0012732	Anorectal anomaly	C567938	Anorectal Anomalies
HP:0100724	Hypercoagulability	D019851	Thrombophilias
HP:0012339	Increased resting energy expenditure	NA	NA
HP:0200043	Verrucae	D014860	Wart
HP:0000877	Insulin-resistant diabetes mellitus at puberty	NA	NA
HP:0000668	Hypodontia	NA	NA
HP:0011917	Short 5th toe	NA	NA
HP:0012303	Abnormality of the aortic arch	NA	NA
HP:0011467	Absent gallbladder	C562564	Gallbladder, Agenesis Of
HP:0000138	Ovarian cyst	NA	NA
HP:0100789	Torus palatinus	NA	NA
HP:0100732	Pancreatic fibrosis	NA	NA
HP:0001840	Metatarsus adductus	NA	NA
HP:0006739	Squamous cell carcinoma of the skin	NA	NA
HP:0005214	Intestinal obstruction	D007415	Obstruction, Intestinal
HP:0000524	Conjunctival telangiectasia	NA	NA
HP:0006770	Clear cell renal cell carcinoma	NA	NA
HP:0009791	Bifid sacrum	NA	NA
HP:0011527	Lentiglobus	NA	NA
HP:0004039	Abnormality of ulnar metaphysis	NA	NA
HP:0000713	Agitation	NA	NA
HP:0001274	Agenesis of corpus callosum	NA	NA
HP:0003077	Hyperlipidemia	NA	NA
HP:0000011	Neurogenic bladder	NA	NA
HP:0008715	Testicular dysgenesis	NA	NA
HP:0001028	Hemangioma	NA	NA
HP:0008689	Bilateral cryptorchidism	NA	NA
HP:0012473	Tongue atrophy	NA	NA
HP:0002094	Dyspnea	D004417	Breathlessnesses
HP:0012219	Erythema nodosum	D004893	Erythema Nodosum
HP:0001847	Long hallux	NA	NA
HP:0012873	Absent vas deferens	NA	NA
HP:0001954	Episodic fever	NA	NA
HP:0002715	Abnormality of the immune system	NA	NA
HP:0002665	Lymphoma	D008223	Malignant Lymphoma
HP:0030517	Heteronymous hemianopia	NA	NA
HP:0008467	Thoracic hemivertebrae	NA	NA
HP:0009929	Abnormality of the columella	NA	NA
HP:0005736	Short tibia	NA	NA
HP:0006706	Cystic liver disease	C536330	Polycystic liver disease
HP:0009702	Carpal synostosis	NA	NA
HP:0001735	Acute pancreatitis	NA	NA
HP:0012210	Abnormal renal morphology	NA	NA
HP:0000024	Prostatitis	NA	NA
HP:0000885	Broad ribs	NA	NA
HP:0000143	Rectovaginal fistula	D012006	Fistula, Rectovaginal
HP:0005745	Congenital foot contractures	NA	NA
HP:0000176	Submucous cleft hard palate	NA	NA
HP:0008108	Advanced tarsal ossification	NA	NA
HP:0011090	Fused teeth	NA	NA
HP:0002301	Hemiplegia	NA	NA
HP:0010873	Cervical spinal cord atrophy	NA	NA
HP:0005585	Spotty hyperpigmentation	NA	NA
HP:0000292	Loss of facial adipose tissue	NA	NA
HP:0003472	Hypocalcemic tetany	NA	NA
HP:0010468	Aplasia/Hypoplasia of the testes	NA	NA
HP:0000359	Abnormality of the inner ear	NA	NA
HP:0003241	External genital hypoplasia	NA	NA
HP:0011166	Focal myoclonic seizures	NA	NA
HP:0001058	Poor wound healing	NA	NA
HP:3000037	Abnormality of neck blood vessel	NA	NA
HP:0001947	Renal tubular acidosis	NA	NA
HP:0001877	Abnormality of erythrocytes	NA	NA
HP:0011762	Pituitary thyrotropic cell adenoma	NA	NA
HP:0008773	Aplasia/Hypoplasia of the middle ear	NA	NA
HP:0005222	Bowel diverticulosis	NA	NA
HP:0001604	Vocal cord paresis	NA	NA
HP:0011981	Pigment gallstones	NA	NA
HP:0200134	Epileptic encephalopathy	NA	NA
HP:0000895	Lateral clavicle hook	NA	NA
HP:0100632	Pulmonary sequestration	NA	NA
HP:0005341	Autonomic bladder dysfunction	NA	NA
HP:0002922	Increased CSF protein	NA	NA
HP:0012049	Laryngeal dystonia	NA	NA
HP:0030237	Hand muscle weakness	NA	NA
HP:0002239	Gastrointestinal hemorrhage	NA	NA
HP:0005984	Elevated maternal serum alpha-fetoprotein	NA	NA
HP:0009918	Ectopia pupillae	C536185	Ectopia pupillae
HP:0009886	Trichorrhexis nodosa	NA	NA
HP:0011342	Mild global developmental delay	NA	NA
HP:0004828	Refractory anemia with ringed sideroblasts	NA	NA
HP:0008855	Moderate postnatal growth retardation	NA	NA
HP:0012861	Ovotestis	NA	NA
HP:0001070	Mottled pigmentation	NA	NA
HP:0010987	Abnormality of cellular immune system	NA	NA
HP:0000539	Abnormality of refraction	NA	NA
HP:0000852	Pseudohypoparathyroidism	NA	NA
HP:0001022	Albinism	D000417	Albinism
HP:0011268	Absent tragus	NA	NA
HP:0010816	Epidermal nevus	NA	NA
HP:0011748	Adrenocorticotropic hormone deficiency	C535668	Adrenocorticotropic hormone deficiency
HP:0007483	Depigmentation/hyperpigmentation of skin	NA	NA
HP:0000914	Shield chest	NA	NA
HP:0003316	Butterfly vertebrae	NA	NA
HP:0200037	Skin vesicle	NA	NA
HP:0005599	Hypopigmentation of hair	NA	NA
HP:0100324	Scleroderma	NA	NA
HP:0008059	Aplasia/Hypoplasia of the macula	NA	NA
HP:0001996	Chronic metabolic acidosis	NA	NA
HP:0002170	Intracranial hemorrhage	NA	NA
HP:0100285	EMG: impaired neuromuscular transmission	NA	NA
HP:0005999	Ureteral atresia	NA	NA
HP:0008080	Hallux varus	D050488	Varus, Hallux
HP:0003461	Increased urinary O-linked sialopeptides	NA	NA
HP:0004334	Dermal atrophy	NA	NA
HP:0011969	Elevated luteinizing hormone	NA	NA
HP:0005562	Multiple renal cysts	NA	NA
HP:0002209	Sparse scalp hair	NA	NA
HP:0000738	Hallucinations	NA	NA
HP:0001327	Photomyoclonic seizures	NA	NA
HP:0005528	Bone marrow hypocellularity	NA	NA
HP:0000664	Synophrys	NA	NA
HP:0008915	Childhood-onset truncal obesity	NA	NA
HP:0100773	Cartilage destruction	NA	NA
HP:0007455	Adermatoglyphia	C565010	Fingerprints, Absence of
HP:0006094	Finger joint hypermobility	NA	NA
HP:0008523	Posterior helix pit	NA	NA
HP:0003164	Hypothalamic gonadotropin-releasing hormone (GNRH) deficiency	NA	NA
HP:0001230	Broad metacarpals	NA	NA
HP:0003015	Flared metaphysis	NA	NA
HP:0000147	Polycystic ovaries	D011085	Sclerocystic Ovary
HP:0000795	Abnormality of the urethra	NA	NA
HP:0002486	Myotonia	NA	NA
HP:0012868	Sperm tail anomaly	NA	NA
HP:0005597	Congenital alopecia totalis	NA	NA
HP:0011454	Abnormality of the malleus	NA	NA
HP:0000282	Facial edema	NA	NA
HP:0000756	Agoraphobia	D000379	Agoraphobias
HP:0002671	Basal cell carcinoma	NA	NA
HP:0100783	Breast aplasia	NA	NA
HP:0005949	Apneic episodes in infancy	NA	NA
HP:0003719	Muscle mounding	NA	NA
HP:0030329	Retinal thinning	NA	NA
HP:0001025	Urticaria	D014581	Urticarias
HP:0002080	Intention tremor	NA	NA
HP:0100268	Upper lip pit	NA	NA
HP:0007925	Lacrimal duct aplasia	NA	NA
HP:0000867	Secondary hyperparathyroidism	D006962	Secondary Hyperparathyroidisms
HP:0008724	Hypoplasia of the ovary	NA	NA
HP:0100659	Abnormality of the cerebral vasculature	NA	NA
HP:0000377	Abnormality of the pinna	NA	NA
HP:0007911	Congenital bilateral ptosis	NA	NA
HP:0000534	Abnormality of the eyebrow	NA	NA
HP:0003175	Hypoplastic ischia	NA	NA
HP:0001322	Brain very small	NA	NA
HP:0008053	Aplasia/Hypoplasia of the iris	NA	NA
HP:0001743	Abnormality of the spleen	NA	NA
HP:0003074	Hyperglycemia	NA	NA
HP:0010522	Dyslexia	NA	NA
HP:0006543	Cardiorespiratory arrest	NA	NA
HP:0001087	Congenital glaucoma	D006871	Hydrophthalmos
HP:0005339	Abnormality of complement system	NA	NA
HP:0012658	Abnormal brain FDG positron emission tomography	NA	NA
HP:0001262	Somnolence	NA	NA
HP:0002390	Spinal arteriovenous malformation	NA	NA
HP:0011365	Patchy hypopigmentation of hair	NA	NA
HP:0004330	Increased skull ossification	NA	NA
HP:0007464	Sparse facial hair	NA	NA
HP:0012035	Steatocystoma multiplex	D062685	Steatocystoma, Multiplex
HP:0010469	Aplasia of the testes	NA	NA
HP:0012440	Abnormal biliary tract morphology	NA	NA
HP:0011734	Central adrenal insufficiency	NA	NA
HP:0005791	Cortical thickening of long bone diaphyses	NA	NA
HP:0001878	Hemolytic anemia	NA	NA
HP:0009720	Adenoma sebaceum	NA	NA
HP:0100025	Overfriendliness	NA	NA
HP:0000940	Abnormal diaphysis morphology	NA	NA
HP:0006489	Abnormality of the femoral metaphysis	NA	NA
HP:0000636	Upper eyelid coloboma	NA	NA
HP:0007381	Congenital exfoliative erythroderma	NA	NA
HP:0008517	Aplasia/Hypoplasia of the sacrum	NA	NA
HP:0012387	Bronchitis	D001991	Bronchitides
HP:0012542	Onychauxis	NA	NA
HP:0000689	Dental malocclusion	NA	NA
HP:0000297	Facial hypotonia	NA	NA
HP:0011793	Neoplasm by anatomical site	NA	NA
HP:0003307	Hyperlordosis	D008141	Lordosis
HP:0003045	Abnormality of the patella	NA	NA
HP:0000113	Polycystic kidney dysplasia	D007690	Renal Diseases, Polycystic
HP:0000726	Dementia	NA	NA
HP:0007686	Abnormal pupillary function	NA	NA
HP:0001321	Cerebellar hypoplasia	C562568	Cerebellar Hypoplasia
HP:0012433	Abnormal social behavior	NA	NA
HP:0001140	Epibulbar dermoid	NA	NA
HP:0009556	Absent tibia	NA	NA
HP:0011739	Dexamethasone-suppresible primary hyperaldosteronism	NA	NA
HP:0002919	Ketonuria	NA	NA
HP:0010534	Transient global amnesia	D020236	TGAs (Transient Global Amnesia)
HP:0003758	Reduced subcutaneous adipose tissue	NA	NA
HP:0001363	Craniosynostosis	NA	NA
HP:0001795	Hyperconvex nail	NA	NA
HP:0003198	Myopathy	D009135	Muscle Disorder
HP:0011897	Neutrophillia	NA	NA
HP:0004586	Biconcave vertebral bodies	NA	NA
HP:0000260	Wide anterior fontanel	NA	NA
HP:0007430	Generalized edema	NA	NA
HP:0100333	Unilateral cleft lip	NA	NA
HP:0006766	Papillary renal cell carcinoma	NA	NA
HP:0002763	Abnormal cartilage morphology	NA	NA
HP:0006466	Ankle contracture	NA	NA
HP:0003564	Folate-dependent fragile site at Xq28	NA	NA
HP:0006525	Lung segmentation defects	NA	NA
HP:0000573	Retinal hemorrhage	D012166	Retinal Hemorrhages
HP:0001252	Muscular hypotonia	NA	NA
HP:0000766	Abnormality of the sternum	NA	NA
HP:0012153	Hypotriglyceridemia	NA	NA
HP:0012091	Abnormality of pancreas physiology	NA	NA
HP:0000360	Tinnitus	NA	NA
HP:0000527	Long eyelashes	NA	NA
HP:0000925	Abnormality of the vertebral column	NA	NA
HP:0001019	Erythroderma	D003873	Exfoliative Dermatitis
HP:0002991	Abnormality of the fibula	NA	NA
HP:0007559	Localized epidermolytic hyperkeratosis	NA	NA
HP:0001953	Diabetic ketoacidosis	D016883	Ketoses, Diabetic
HP:0008479	Hypoplastic vertebral bodies	NA	NA
HP:0100719	Lens coloboma	NA	NA
HP:0100491	Abnormality of lower limb joint	NA	NA
HP:0000214	Lip telangiectasia	NA	NA
HP:0001250	Seizures	NA	NA
HP:0003422	Vertebral segmentation defect	NA	NA
HP:0011749	Adrenocorticotropic hormone excess	NA	NA
HP:0030261	Absent penis	NA	NA
HP:0000400	Macrotia	NA	NA
HP:0011889	Bleeding with minor or no trauma	NA	NA
HP:0000696	Delayed eruption of permanent teeth	NA	NA
HP:0001135	Chorioretinal dystrophy	NA	NA
HP:0100244	Fibrosarcoma	D005354	Fibrosarcomas
HP:0012594	Microalbuminuria	NA	NA
HP:0001982	Sea-blue histiocytosis	D012618	Diseases, Sea-Blue Histiocyte
HP:0003635	Loss of subcutaneous adipose tissue in limbs	NA	NA
HP:0002724	Recurrent Aspergillus infections	NA	NA
HP:0007722	Loss of retinal pigment epithelium	NA	NA
HP:0004757	Paroxysmal atrial fibrillation	NA	NA
HP:0004933	Ascending aortic dissection	NA	NA
HP:0000141	Amenorrhea	NA	NA
HP:0004552	Scarring alopecia of scalp	NA	NA
HP:0000020	Urinary incontinence	D014549	Incontinence, Urinary
HP:0012622	Chronic kidney disease	NA	NA
HP:0012040	Corneal stromal edema	NA	NA
HP:0001816	Thin nail	NA	NA
HP:0011729	Abnormality of joint mobility	NA	NA
HP:0004388	Microcolon	NA	NA
HP:0002815	Abnormality of the knee	NA	NA
HP:0006707	Abnormality of the hepatic vasculature	NA	NA
HP:0100671	Abnormal trabecular bone morphology	NA	NA
HP:0002912	Methylmalonic acidemia	NA	NA
HP:0002232	Patchy alopecia	NA	NA
HP:0012450	Chronic constipation	NA	NA
HP:0000187	Broad alveolar ridges	NA	NA
HP:0100583	Corneal perforation	NA	NA
HP:0005692	Joint hyperflexibility	NA	NA
HP:0002751	Kyphoscoliosis	NA	NA
HP:0002378	Hand tremor	NA	NA
HP:0005990	Thyroid hypoplasia	NA	NA
HP:0000197	Abnormality of parotid gland	NA	NA
HP:0000092	Tubular atrophy	NA	NA
HP:0011573	Hypoplastic tricuspid valve	NA	NA
HP:0000540	Hypermetropia	D006956	Hyperopia
HP:0002953	Vertebral compression fractures	NA	NA
HP:0000244	Brachyturricephaly	NA	NA
HP:0001845	Overlapping toe	NA	NA
HP:0002418	Abnormality of midbrain morphology	NA	NA
HP:0005950	Laryngeal web	NA	NA
HP:0000711	Restlessness	NA	NA
HP:0003063	Abnormality of the humerus	NA	NA
HP:0008568	Vestibular areflexia	NA	NA
HP:0001440	Synostosis involving metatarsal bones	NA	NA
HP:0007110	Central hypoventilation	NA	NA
HP:0012114	Endometrial carcinoma	NA	NA
HP:0003279	Coxa magna	NA	NA
HP:0100555	Asymmetric growth	NA	NA
HP:0000194	Open mouth	NA	NA
HP:0001663	Ventricular fibrillation	D014693	Fibrillation, Ventricular
HP:0100543	Cognitive impairment	NA	NA
HP:0000325	Triangular face	NA	NA
HP:0009495	Pseudoepiphyses of the 2nd finger	NA	NA
HP:0007626	Mandibular osteomyelitis	NA	NA
HP:0009795	Branchial fistula	NA	NA
HP:0002342	Intellectual disability, moderate	NA	NA
HP:0002169	Clonus	NA	NA
HP:0001734	Annular pancreas	C536376	Annular pancreas
HP:0006251	Limited wrist extension	NA	NA
HP:0004991	Rhizomelic arm shortening	NA	NA
HP:0001114	Xanthelasma	NA	NA
HP:0000239	Large fontanelles	NA	NA
HP:0010609	Skin tags	NA	NA
HP:0100654	Retrobulbar optic neuritis	NA	NA
HP:0000155	Oral ulcer	D019226	Ulcers, Oral
HP:0011304	Broad thumb	NA	NA
HP:0030214	Hypersexuality	NA	NA
HP:0011896	Subconjunctival hemorrhage	NA	NA
HP:0008661	Urethral stenosis	NA	NA
HP:0100501	Recurrent bronchiolitis	NA	NA
HP:0005484	Postnatal microcephaly	NA	NA
HP:0002050	Macroorchidism, postpubertal	NA	NA
HP:0012846	Multiple trichilemmomata	NA	NA
HP:0012515	Hip flexor weakness	NA	NA
HP:0030056	Uncombable hair	NA	NA
HP:0007817	Horizontal supranuclear gaze palsy	NA	NA
HP:0001249	Intellectual disability	NA	NA
HP:0004464	Postauricular pit	NA	NA
HP:0012508	Metamorphopsia	NA	NA
HP:0004844	Coombs-positive hemolytic anemia	NA	NA
HP:0007103	Hypointensity of cerebral white matter on MRI	NA	NA
HP:0000757	Lack of insight	NA	NA
HP:0002419	Molar tooth sign on MRI	NA	NA
HP:0005872	Brachytelomesophalangy	NA	NA
HP:0002996	Limited elbow movement	NA	NA
HP:0002092	Pulmonary hypertension	NA	NA
HP:0009937	Facial hirsutism	NA	NA
HP:0001545	Anteriorly placed anus	NA	NA
HP:0003393	Thenar muscle atrophy	NA	NA
HP:0007266	Cerebral dysmyelination	NA	NA
HP:0100720	Hypoplasia of the ear cartilage	NA	NA
HP:0006640	Multiple rib fractures	NA	NA
HP:0011388	Enlarged cochlear aqueduct	NA	NA
HP:0002145	Frontotemporal dementia	NA	NA
HP:0006283	Multiple unerupted teeth	NA	NA
HP:0000751	Personality changes	NA	NA
HP:0006872	Cerebral hypoplasia	NA	NA
HP:0100576	Amaurosis fugax	D020757	Transient Monocular Blindness
HP:0003292	Decreased serum leptin	NA	NA
HP:0001278	Orthostatic hypotension	D007024	Postural Hypotension
HP:0003700	Generalized amyotrophy	NA	NA
HP:0001872	Abnormality of thrombocytes	NA	NA
HP:0003075	Hypoproteinemia	D007019	Hypoproteinemias
HP:0000556	Retinal dystrophy	D058499	Retinal Dystrophy
HP:0012697	Small basal ganglia	NA	NA
HP:0002943	Thoracic scoliosis	NA	NA
HP:0100628	Esophageal diverticulum	D004936	Diverticulum, Esophageal
HP:0002208	Coarse hair	NA	NA
HP:0006765	Chondrosarcoma	D002813	Chondrosarcomas
HP:0012203	Onychomycosis	NA	NA
HP:0003162	Fasting hypoglycemia	NA	NA
HP:0025027	Osteoma cutis	NA	NA
HP:0007678	Lacrimal duct stenosis	NA	NA
HP:0000670	Carious teeth	NA	NA
HP:0001291	Abnormality of the cranial nerves	NA	NA
HP:0001395	Hepatic fibrosis	NA	NA
HP:0005595	Generalized hyperkeratosis	NA	NA
HP:0002395	Lower limb hyperreflexia	NA	NA
HP:0004935	Pulmonary artery atresia	NA	NA
HP:0030149	Cardiogenic shock	D012770	Cardiogenic Shock
HP:0002282	Heterotopia	D002828	Tissues, Heterotopic
HP:0010298	Smooth tongue	NA	NA
HP:0002711	Exaggerated median tongue furrow	NA	NA
HP:0030513	Difficulty adjusting from light to dark	NA	NA
HP:0006467	Limited shoulder movement	NA	NA
HP:0000892	Bifid ribs	NA	NA
HP:0010677	Enuresis nocturna	D053206	Urinary Incontinence, Nighttime
HP:0005844	Rounded middle phalanx of finger	NA	NA
HP:0003126	Low-molecular-weight proteinuria	NA	NA
HP:0004712	Renal malrotation	NA	NA
HP:0010557	Overlapping fingers	NA	NA
HP:0100600	Penoscrotal transposition	C536650	Penoscrotal transposition
HP:0006610	Wide intermamillary distance	NA	NA
HP:0001285	Spastic tetraparesis	NA	NA
HP:0009917	Persistent pupillary membrane	NA	NA
HP:0100267	Lip pit	NA	NA
HP:0001288	Gait disturbance	NA	NA
HP:0001097	Keratoconjunctivitis sicca	NA	NA
HP:0000695	Natal tooth	D009306	Natal Tooth
HP:0011478	True anophthalmia	NA	NA
HP:0008388	Abnormality of the toenails	NA	NA
HP:0001331	Absent septum pellucidum	C535562	Absence of septum pellucidum
HP:0004390	Hamartomatous polyposis	NA	NA
HP:0000394	Lop ear	NA	NA
HP:0002925	Thyroid-stimulating hormone excess	NA	NA
HP:0100542	Abnormal localization of kidney	NA	NA
HP:0000256	Macrocephaly	NA	NA
HP:0000818	Abnormality of the endocrine system	NA	NA
HP:0009020	Exercise-induced muscle fatigue	NA	NA
HP:0010864	Intellectual disability, severe	NA	NA
HP:0008477	Poorly ossified cervical vertebrae	NA	NA
HP:0011459	Esophageal carcinoma	NA	NA
HP:0100723	Gastrointestinal stroma tumor	NA	NA
HP:0000563	Keratoconus	D007640	Keratoconus
HP:0002243	Protein-losing enteropathy	NA	NA
HP:0001369	Arthritis	NA	NA
HP:0005522	Pyridoxine-responsive sideroblastic anemia	NA	NA
HP:0001047	Atopic dermatitis	NA	NA
HP:0008279	Transient hyperlipidemia	NA	NA
HP:0002460	Distal muscle weakness	NA	NA
HP:0001147	Retinal exudate	NA	NA
HP:0001607	Subglottic stenosis	NA	NA
HP:0012537	Food intolerance	NA	NA
HP:0000191	Accessory oral frenulum	NA	NA
HP:0012191	B-cell lymphoma	D016393	Lymphomas, B-Cell
HP:0030084	Clinodactyly	NA	NA
HP:0002305	Athetosis	D001264	Diseases, Hammond's
HP:0003310	Abnormality of the odontoid process	NA	NA
HP:0000391	Thickened helices	NA	NA
HP:0004360	Abnormality of acid-base homeostasis	D000137	Acid-Base Imbalances
HP:0001637	Abnormality of the myocardium	NA	NA
HP:0002206	Pulmonary fibrosis	NA	NA
HP:0001191	Abnormality of the carpal bones	NA	NA
HP:0000633	Decreased lacrimation	NA	NA
HP:0004415	Pulmonary artery stenosis	NA	NA
HP:0007413	Nevus flammeus of the forehead	NA	NA
HP:0001841	Preaxial foot polydactyly	NA	NA
HP:0009468	Deviation of the 2nd finger	NA	NA
HP:0001075	Atrophic scars	NA	NA
HP:0000468	Increased adipose tissue around the neck	NA	NA
HP:0002611	Cholestatic liver disease	NA	NA
HP:0004756	Ventricular tachycardia	D017180	Ventricular Tachycardias
HP:0030014	Female sexual dysfunction	NA	NA
HP:0001917	Renal amyloidosis	NA	NA
HP:0001043	Prominent scalp veins	NA	NA
HP:0005268	Spontaneous abortion	NA	NA
HP:0003859	Cortical diaphyseal thickening of the upper limbs	NA	NA
HP:0002561	Absent nipple	NA	NA
HP:0006733	Acute megakaryocytic leukemia	NA	NA
HP:0000773	Short ribs	NA	NA
HP:0006951	Retrocerebellar cyst	NA	NA
HP:0002464	Spastic dysarthria	NA	NA
HP:0004491	Large posterior fontanelle	NA	NA
HP:0008069	Neoplasm of the skin	D012878	Cancer, Skin
HP:0007359	Focal seizures	NA	NA
HP:0100959	Dense metaphyseal bands	NA	NA
HP:0008167	Very long chain fatty acid accumulation	NA	NA
HP:0000343	Long philtrum	NA	NA
HP:0000411	Protruding ear	NA	NA
HP:0000717	Autism	D001321	Disorders, Autistic
HP:0003237	Increased IgG level	NA	NA
HP:0100248	Hemiballismus	NA	NA
HP:0002173	Hypoglycemic seizures	NA	NA
HP:0008730	Female external genitalia in individual with 46,XY karyotype	NA	NA
HP:0011355	Localized skin lesion	NA	NA
HP:0005815	Supernumerary ribs	NA	NA
HP:0008788	Delayed pubic bone ossification	NA	NA
HP:0009756	Popliteal pterygium	NA	NA
HP:0007990	Hypoplastic iris stroma	NA	NA
HP:0003731	Quadriceps muscle weakness	NA	NA
HP:0008956	Proximal lower limb amyotrophy	NA	NA
HP:0008288	Nonketotic hyperglycinemia	NA	NA
HP:0005513	Increased megakaryocyte count	NA	NA
HP:0004323	Abnormality of body weight	NA	NA
HP:0008633	Absent gonadal tissue	NA	NA
HP:0004050	Absent hand	NA	NA
HP:0009626	Contractures of the interphalangeal joint of the thumb	NA	NA
HP:0000252	Microcephaly	NA	NA
HP:0000319	Smooth philtrum	NA	NA
